poem_name,poet_name,poem_number,line_number,english_pronounciation,Line_Original,meaning_of_line,tamil_meaning_of_line,tinai,Word_Original,Hierarchical_Entity_Tag,important_entity
Aiṅkuṟunūṟu,Unknown,7,12,emnalam,எம்நலம் தொலைவ தாயினும்,Even if our beauty is destroyed...,எம் அழகு தொலைவது (அழிவது) ஆயினும்,Marutham,எம்நலம்,QUALITY_OUR_BEAUTY,yes
Aiṅkuṟunūṟu,Unknown,7,12,tolaiva,எம்நலம் தொலைவ தாயினும்,Even if our beauty is destroyed...,எம் அழகு தொலைவது (அழிவது) ஆயினும்,Marutham,தொலைவ,ACTION_DESTROY,yes
Aiṅkuṟunūṟu,Unknown,7,12,tāyiṉum,எம்நலம் தொலைவ தாயினும்,Even if our beauty is destroyed...,எம் அழகு தொலைவது (அழிவது) ஆயினும்,Marutham,தாயினும்,CONJUNCTION_EVEN_IF,no
Aiṅkuṟunūṟu,Unknown,7,13,tunṉalam,துன்னலம் பெருமபிறர்த் தோய்ந்த மார்பே.,"We will not approach, O lord, the chest that has touched others.","நாம் பொருந்த மாட்டோம், பெருமானே! பிறரைத் தழுவிய மார்பை.",Marutham,துன்னலம்,ACTION_NOT_APPROACH_WE,yes
Aiṅkuṟunūṟu,Unknown,7,13,perumapiṟart,துன்னலம் பெருமபிறர்த் தோய்ந்த மார்பே.,"We will not approach, O lord, the chest that has touched others.","நாம் பொருந்த மாட்டோம், பெருமானே! பிறரைத் தழுவிய மார்பை.",Marutham,பெருமபிறர்த்,PERSON_LORD_OTHERS,yes
Aiṅkuṟunūṟu,Unknown,7,13,tōynta,துன்னலம் பெருமபிறர்த் தோய்ந்த மார்பே.,"We will not approach, O lord, the chest that has touched others.","நாம் பொருந்த மாட்டோம், பெருமானே! பிறரைத் தழுவிய மார்பை.",Marutham,தோய்ந்த,ACTION_TOUCHED,yes
Aiṅkuṟunūṟu,Unknown,7,13,mārpē,துன்னலம் பெருமபிறர்த் தோய்ந்த மார்பே.,"We will not approach, O lord, the chest that has touched others.","நாம் பொருந்த மாட்டோம், பெருமானே! பிறரைத் தழுவிய மார்பை.",Marutham,மார்பே,BODY_PART_CHEST,no
Aiṅkuṟunūṟu,Unknown,7,14,alamaral,அலமரல் ஆயமோடு அமர்துணை தழீஇ,"With the confused group, embracing the beloved companion...","அலமரல் (திகைத்த) ஆயத்துடன், அமர் துணையைத் தழுவி",Marutham,அலமரல்,EMOTION_CONFUSED,yes
Aiṅkuṟunūṟu,Unknown,7,14,āyamōṭu,அலமரல் ஆயமோடு அமர்துணை தழீஇ,"With the confused group, embracing the beloved companion...","அலமரல் (திகைத்த) ஆயத்துடன், அமர் துணையைத் தழுவி",Marutham,ஆயமோடு,GROUP_ASSEMBLY_WITH,yes
Aiṅkuṟunūṟu,Unknown,7,14,amar tuṇai,அலமரல் ஆயமோடு அமர்துணை தழீஇ,"With the confused group, embracing the beloved companion...","அலமரல் (திகைத்த) ஆயத்துடன், அமர் துணையைத் தழுவி",Marutham,அமர்துணை,PERSON_BELOVED_COMPANION,yes
Aiṅkuṟunūṟu,Unknown,7,14,taḻīi,அலமரல் ஆயமோடு அமர்துணை தழீஇ,"With the confused group, embracing the beloved companion...","அலமரல் (திகைத்த) ஆயத்துடன், அமர் துணையைத் தழுவி",Marutham,தழீஇ,ACTION_EMBRACE,yes
Aiṅkuṟunūṟu,Unknown,7,15,nalamiku,நலமிகு புதுப்புனல் ஆடக் கண்டோர்,Seeing (her) bathe in the beauty-abundant new water...,நலம் மிகுந்த புது நீரில் ஆடக் கண்டோர்,Marutham,நலமிகு,QUALITY_BEAUTY_ABUNDANT,yes
Aiṅkuṟunūṟu,Unknown,7,15,putuppuṉal,நலமிகு புதுப்புனல் ஆடக் கண்டோர்,Seeing (her) bathe in the beauty-abundant new water...,நலம் மிகுந்த புது நீரில் ஆடக் கண்டோர்,Marutham,புதுப்புனல்,WATER_NEW,yes
Aiṅkuṟunūṟu,Unknown,7,15,āṭak,நலமிகு புதுப்புனல் ஆடக் கண்டோர்,Seeing (her) bathe in the beauty-abundant new water...,நலம் மிகுந்த புது நீரில் ஆடக் கண்டோர்,Marutham,ஆடக்,ACTION_BATHE,no
Aiṅkuṟunūṟu,Unknown,7,15,kaṇṭōr,நலமிகு புதுப்புனல் ஆடக் கண்டோர்,Seeing (her) bathe in the beauty-abundant new water...,நலம் மிகுந்த புது நீரில் ஆடக் கண்டோர்,Marutham,கண்டோர்,ACTION_SAW_PEOPLE,yes
Aiṅkuṟunūṟu,Unknown,7,16,oruvarum,ஒருவரும் இருவரும் அல்லர்,"Not one person, not two persons...",ஒருவரும் இருவரும் அல்லர்,Marutham,ஒருவரும்,PERSON_ONE_ALSO,no
Aiṅkuṟunūṟu,Unknown,7,16,iruvarum,ஒருவரும் இருவரும் அல்லர்,"Not one person, not two persons...",ஒருவரும் இருவரும் அல்லர்,Marutham,இருவரும்,PERSON_TWO_ALSO,yes
Aiṅkuṟunūṟu,Unknown,7,16,allar,ஒருவரும் இருவரும் அல்லர்,"Not one person, not two persons...",ஒருவரும் இருவரும் அல்லர்,Marutham,அல்லர்,NEGATION_NOT,yes
Aiṅkuṟunūṟu,Unknown,7,17,palarē,பலரே தெய்யஎம் மறையா தீமே.,"Many, O god, do not hide from us!","பலரே, தெய்வமே! எம்மிடம் மறையாதீர்கள்!",Marutham,பலரே,PERSON_MANY,yes
Aiṅkuṟunūṟu,Unknown,7,17,teyyaeṉ,பலரே தெய்யஎம் மறையா தீமே.,"Many, O god, do not hide from us!","பலரே, தெய்வமே! எம்மிடம் மறையாதீர்கள்!",Marutham,தெய்யஎம்,DEITY_GOD_OUR,yes
Aiṅkuṟunūṟu,Unknown,7,17,maṟaiyā,பலரே தெய்யஎம் மறையா தீமே.,"Many, O god, do not hide from us!","பலரே, தெய்வமே! எம்மிடம் மறையாதீர்கள்!",Marutham,மறையா,ACTION_HIDE,yes
Aiṅkuṟunūṟu,Unknown,7,17,tīmē,பலரே தெய்யஎம் மறையா தீமே.,"Many, O god, do not hide from us!","பலரே, தெய்வமே! எம்மிடம் மறையாதீர்கள்!",Marutham,தீமே,ACTION_DO_NOT,no
Aiṅkuṟunūṟu,Unknown,7,18,karumpunaṭu,கரும்புநடு பாத்தியில் கலித்த ஆம்பல்,Āmpal flowers that flourish in the sugarcane-planted beds...,கரும்பு நடப்பட்ட பாத்தியில் கலித்த (செழித்த) ஆம்பல்,Marutham,கரும்புநடு,PLANT_SUGARCANE_PLANTED,yes
Aiṅkuṟunūṟu,Unknown,7,18,pāttiyil,கரும்புநடு பாத்தியில் கலித்த ஆம்பல்,Āmpal flowers that flourish in the sugarcane-planted beds...,கரும்பு நடப்பட்ட பாத்தியில் கலித்த (செழித்த) ஆம்பல்,Marutham,பாத்தியில்,LANDFORM_GARDEN_BED,yes
Aiṅkuṟunūṟu,Unknown,7,18,kalitta,கரும்புநடு பாத்தியில் கலித்த ஆம்பல்,Āmpal flowers that flourish in the sugarcane-planted beds...,கரும்பு நடப்பட்ட பாத்தியில் கலித்த (செழித்த) ஆம்பல்,Marutham,கலித்த,ACTION_FLOURISH,yes
Aiṅkuṟunūṟu,Unknown,7,18,āmpal,கரும்புநடு பாத்தியில் கலித்த ஆம்பல்,Āmpal flowers that flourish in the sugarcane-planted beds...,கரும்பு நடப்பட்ட பாத்தியில் கலித்த (செழித்த) ஆம்பல்,Marutham,ஆம்பல்,FLOWER_AMPAL,yes
Aiṅkuṟunūṟu,Unknown,7,19,curumpupaci,சுரும்புபசி களையும் பெரும்புன லூர,Ūraṉ of the great waters where bees quench their hunger...,வண்டுகளின் பசியைக் களையும் பெரிய நீர்நிலையூரனே!,Marutham,சுரும்புபசி,INSECT_BEE_HUNGER,yes
Aiṅkuṟunūṟu,Unknown,7,19,kaḷaiyum,சுரும்புபசி களையும் பெரும்புன லூர,Ūraṉ of the great waters where bees quench their hunger...,வண்டுகளின் பசியைக் களையும் பெரிய நீர்நிலையூரனே!,Marutham,களையும்,ACTION_QUENCH,yes
Aiṅkuṟunūṟu,Unknown,7,19,perumpuṉa,சுரும்புபசி களையும் பெரும்புன லூர,Ūraṉ of the great waters where bees quench their hunger...,வண்டுகளின் பசியைக் களையும் பெரிய நீர்நிலையூரனே!,Marutham,பெரும்புன,WATER_GREAT,yes
Aiṅkuṟunūṟu,Unknown,7,19,lūra,சுரும்புபசி களையும் பெரும்புன லூர,Ūraṉ of the great waters where bees quench their hunger...,வண்டுகளின் பசியைக் களையும் பெரிய நீர்நிலையூரனே!,Marutham,லூர,PERSON_CHIEFTAIN_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,7,20,putalvaṉai,புதல்வனை ஈன்றஎம் மேனி,"The body that gave birth to a son, our...",மகனை ஈன்ற எம் மேனி,Marutham,புதல்வனை,KINSHIP_SON_ACCUSATIVE,yes
Aiṅkuṟunūṟu,Unknown,7,20,īṉṟaeṉ,புதல்வனை ஈன்றஎம் மேனி,"The body that gave birth to a son, our...",மகனை ஈன்ற எம் மேனி,Marutham,ஈன்றஎம்,ACTION_GAVE_BIRTH_OUR,yes
Aiṅkuṟunūṟu,Unknown,7,20,mēṉi,புதல்வனை ஈன்றஎம் மேனி,"The body that gave birth to a son, our...",மகனை ஈன்ற எம் மேனி,Marutham,மேனி,BODY_FORM,yes
Aiṅkuṟunūṟu,Unknown,7,21,muyangaṉmō,முயங்கன்மோ தெய்யநின் மார்புசிதைப் பதுவே.,"Do not embrace, O god, (for) your chest will be blemished.",முயங்காதே தெய்வமே! உன் மார்பு சிதையும்.,Marutham,முயங்கன்மோ,ACTION_NOT_EMBRACE,no
Aiṅkuṟunūṟu,Unknown,7,21,teyyaniṉ,முயங்கன்மோ தெய்யநின் மார்புசிதைப் பதுவே.,"Do not embrace, O god, (for) your chest will be blemished.",முயங்காதே தெய்வமே! உன் மார்பு சிதையும்.,Marutham,தெய்யநின்,DEITY_GOD_YOUR,yes
Aiṅkuṟunūṟu,Unknown,7,21,mārpu citai,முயங்கன்மோ தெய்யநின் மார்புசிதைப் பதுவே.,"Do not embrace, O god, (for) your chest will be blemished.",முயங்காதே தெய்வமே! உன் மார்பு சிதையும்.,Marutham,மார்புசிதை,BODY_PART_CHEST_BLEMISH,yes
Aiṅkuṟunūṟu,Unknown,7,21,patuvē,முயங்கன்மோ தெய்யநின் மார்புசிதைப் பதுவே.,"Do not embrace, O god, (for) your chest will be blemished.",முயங்காதே தெய்வமே! உன் மார்பு சிதையும்.,Marutham,பதுவே,ACTION_WILL_BECOME,yes
Aiṅkuṟunūṟu,Unknown,7,22,uṭaliṉēṉ,உடலினேன் அல்லேன் பொய்யாது உரைமோ,"I do not quarrel; without lying, speak...",ஊடல் கொள்ளவில்லை; பொய் சொல்லாமல் சொல்வாயாக,Marutham,உடலினேன்,ACTION_QUARREL_I,yes
Aiṅkuṟunūṟu,Unknown,7,22,allēṉ,உடலினேன் அல்லேன் பொய்யாது உரைமோ,"Ι do not quarrel; without lying, speak...",ஊடல் கொள்ளவில்லை; பொய் சொல்லாமல் சொல்வாயாக,Marutham,அல்லேன்,NEGATION_I_AM_NOT,no
Aiṅkuṟunūṟu,Unknown,7,22,poyyātu,உடலினேன் அல்லேன் பொய்யாது உரைமோ,"Ι do not quarrel; without lying, speak...",ஊடல் கொள்ளவில்லை; பொய் சொல்லாமல் சொல்வாயாக,Marutham,பொய்யாது,ACTION_WITHOUT_LYING,yes
Aiṅkuṟunūṟu,Unknown,7,22,uṟaimō,உடலினேன் அல்லேன் பொய்யாது உரைமோ,"Ι do not quarrel; without lying, speak...",ஊடல் கொள்ளவில்லை; பொய் சொல்லாமல் சொல்வாயாக,Marutham,உரைமோ,ACTION_SPEAK,yes
Aiṅkuṟunūṟu,Unknown,7,23,yāravaḷ,யாரவள் மகிழ்ந தானே தேரொடு,"Who is she, O lord? Indeed, with the chariot...",யார் அவள் தலைவனே? தானே தேரோடு,Marutham,யாரவள்,QUESTION_WHO_SHE,yes
Aiṅkuṟunūṟu,Unknown,7,23,makiḻṉa,யாரவள் மகிழ்ந தானே தேரொடு,"Who is she, O lord? Indeed, with the chariot...",யார் அவள் தலைவனே? தானே தேரோடு,Marutham,மகிழ்ந,PERSON_HUSBAND_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,7,23,tāṉē,யாரவள் மகிழ்ந தானே தேரொடு,"Who is she, O lord? Indeed, with the chariot...",யார் அவள் தலைவனே? தானே தேரோடு,Marutham,தானே,PRONOUN_SELF,no
Aiṅkuṟunūṟu,Unknown,7,23,tēroṭu,யாரவள் மகிழ்ந தானே தேரொடு,"Who is she, O lord? Indeed, with the chariot...",யார் அவள் தலைவனே? தானே தேரோடு,Marutham,தேரொடு,OBJECT_CHARIOT_WITH,yes
Aiṅkuṟunūṟu,Unknown,7,24,taḷarnaṭaip,தளர்நடைப் பதல்வனை யுள்ளிநின்,"Thinking of the one with the faltering gait, the little boy, your...",தளர்ந்த நடையை உடைய புதல்வனை நினைத்து உன்,Marutham,தளர்நடைப்,ACTION_FALTERING_GAIT,yes
Aiṅkuṟunūṟu,Unknown,7,24,patalvaṉai,தளர்நடைப் பதல்வனை யுள்ளிநின்,"Thinking of the one with the faltering gait, the little boy, your...",தளர்ந்த நடையை உடைய புதல்வனை நினைத்து உன்,Marutham,பதல்வனை,KINSHIP_LITTLE_BOY_ACCUSATIVE,yes
Aiṅkuṟunūṟu,Unknown,7,24,yuḷḷiṉiṉ,தளர்நடைப் பதல்வனை யுள்ளிநின்,"Thinking of the one with the faltering gait, the little boy, your...",தளர்ந்த நடையை உடைய புதல்வனை நினைத்து உன்,Marutham,யுள்ளிநின்,ACTION_THINKING_YOUR,yes
Aiṅkuṟunūṟu,Unknown,7,25,vaḷavamaṉai,வளவமனை வருதலும் வெளவி யோனே.,"Coming to the Vaḷava mansion, (he) stole (her away), alas!",வளவ மனைக்கு வருதலும் (வந்து) கவர்ந்து சென்றானே!,Marutham,வளவமனை,PLACE_VALAVA_MANSION,yes
Aiṅkuṟunūṟu,Unknown,7,25,varutalum,வளவமனை வருதலும் வெளவி யோனே.,"Coming to the Vaḷava mansion, (he) stole (her away), alas!",வளவ மனைக்கு வருதலும் (வந்து) கவர்ந்து சென்றானே!,Marutham,வருதலும்,ACTION_COMING_AND,yes
Aiṅkuṟunūṟu,Unknown,7,25,veḷavi,வளவமனை வருதலும் வெளவி யோனே.,"Coming to the Vaḷava mansion, (he) stole (her away), alas!",வளவ மனைக்கு வருதலும் (வந்து) கவர்ந்து சென்றானே!,Marutham,வெளவி,ACTION_STOLE,yes
Aiṅkuṟunūṟu,Unknown,7,25,yōṉē,வளவமனை வருதலும் வெளவி யோனே.,"Coming to the Vaḷava mansion, (he) stole (her away), alas!",வளவ மனைக்கு வருதலும் (வந்து) கவர்ந்து சென்றானே!,Marutham,யோனே,EXCLAMATION_ALAS,no
Aiṅkuṟunūṟu,Unknown,7,26,maṭavaḷ,மடவள் அம்மநீ இனிக்கொண்டோளே,"She is young, alas! Now (you) have taken her...",இளையவள் அம்ம! நீ இனிக் கொண்டவளோ,Marutham,மடவள்,QUALITY_YOUNG_WOMAN,yes
Aiṅkuṟunūṟu,Unknown,7,26,ammaṉī,மடவள் அம்மநீ இனிக்கொண்டோளே,"She is young, alas! Now (you) have taken her...",இளையவள் அம்ம! நீ இனிக் கொண்டவளோ,Marutham,அம்மநீ,EXCLAMATION_ALAS_YOU,no
Aiṅkuṟunūṟu,Unknown,7,26,iṉikkoṇṭōḷē,மடவள் அம்மநீ இனிக்கொண்டோளே,"She is young, alas! Now (you) have taken her...",இளையவள் அம்ம! நீ இனிக் கொண்டவளோ,Marutham,இனிக்கொண்டோளே,TIME_NOW_TOOK_SHE,yes
Aiṅkuṟunūṟu,Unknown,7,27,taṉṉoṭu,தன்னொடு நிகரா என்னொடு நிகரிப்,"Not equal to herself, comparing with me...","தன்னோடு நிகராதவள், என்னோடு ஒப்பிட்டு",Marutham,தன்னொடு,PRONOUN_HERSELF_WITH,no
Aiṅkuṟunūṟu,Unknown,7,27,nikarā,தன்னொடு நிகரா என்னொடு நிகரிப்,"Not equal to herself, comparing with me...","தன்னோடு நிகராதவள், என்னோடு ஒப்பிட்டு",Marutham,நிகரா,QUALITY_NOT_EQUAL,yes
Aiṅkuṟunūṟu,Unknown,7,27,eṉṉoṭu,தன்னொடு நிகரா என்னொடு நிகரிப்,"Not equal to herself, comparing with me...","தன்னோடு நிகராதவள், என்னோடு ஒப்பிட்டு",Marutham,என்னொடு,PRONOUN_ME_WITH,yes
Aiṅkuṟunūṟu,Unknown,7,27,nikarip,தன்னொடு நிகரா என்னொடு நிகரிப்,"Not equal to herself, comparing with me...","தன்னோடு நிகராதவள், என்னோடு ஒப்பிட்டு",Marutham,நிகரிப்,ACTION_COMPARE,yes
Aiṅkuṟunūṟu,Unknown,7,28,perunalam,பெருநலம் தருக்கும் என்ப,They say she prides in her great beauty...,பெரிய அழகைத் தருக்குவாள் (இறுமாப்புக் கொள்வாள்) என்பர்,Marutham,பெருநலம்,QUALITY_GREAT_BEAUTY,yes
Aiṅkuṟunūṟu,Unknown,7,28,tarukkum,பெருநலம் தருக்கும் என்ப,They say she prides in her great beauty...,பெரிய அழகைத் தருக்குவாள் (இறுமாப்புக் கொள்வாள்) என்பர்,Marutham,தருக்கும்,ACTION_PRIDE,yes
Aiṅkuṟunūṟu,Unknown,7,28,eṉpa,பெருநலம் தருக்கும் என்ப,They say she prides in her great beauty...,பெரிய அழகைத் தருக்குவாள் (இறுமாப்புக் கொள்வாள்) என்பர்,Marutham,என்ப,ACTION_SAY_THEY,yes
Aiṅkuṟunūṟu,Unknown,7,29,virimalart,விரிமலர்த் தாதுண் வண்டினும் பலரே,"More than the bees that drink pollen from blossoming flowers, many...",விரிந்த மலரின் தாதினை உண்ணும் வண்டுகளை விட பலர்,Marutham,விரிமலர்த்,FLOWER_BLOSSOMING,yes
Aiṅkuṟunūṟu,Unknown,7,29,tātuṇ,விரிமலர்த் தாதுண் வண்டினும் பலரே,"More than the bees that drink pollen from blossoming flowers, many...",விரிந்த மலரின் தாதினை உண்ணும் வண்டுகளை விட பலர்,Marutham,தாதுண்,ACTION_POLLEN_EAT,yes
Aiṅkuṟunūṟu,Unknown,7,29,vaṇṭiṉum,விரிமலர்த் தாதுண் வண்டினும் பலரே,"More than the bees that drink pollen from blossoming flowers, many...",விரிந்த மலரின் தாதினை உண்ணும் வண்டுகளை விட பலர்,Marutham,வண்டினும்,INSECT_BEE_THAN,yes
Aiṅkuṟunūṟu,Unknown,7,29,palarē,விரிமலர்த் தாதுண் வண்டினும் பலரே,"More than the bees that drink pollen from blossoming flowers, many...",விரிந்த மலரின் தாதினை உண்ணும் வண்டுகளை விட பலர்,Marutham,பலரே,PERSON_MANY,no
Aiṅkuṟunūṟu,Unknown,7,30,ōti,ஓதி ஒண்ணுதல் பசப்பித் தோரே.,"Causing (her) beautiful forehead to pale, they abandon.",ஓதியும் ஒள்ளிய நெற்றியும் பசப்பித்து (விட்டு) விட்டனர்.,Marutham,ஓதி,BODY_PART_HAIR,yes
Aiṅkuṟunūṟu,Unknown,7,30,oṇṇutal,ஓதி ஒண்ணுதல் பசப்பித் தோரே.,"Causing (her) beautiful forehead to pale, they abandon.",ஓதியும் ஒள்ளிய நெற்றியும் பசப்பித்து (விட்டு) விட்டனர்.,Marutham,ஒண்ணுதல்,BODY_PART_BEAUTIFUL_FOREHEAD,yes
Aiṅkuṟunūṟu,Unknown,7,30,pacappit,ஓதி ஒண்ணுதல் பசப்பித் தோரே.,"Causing (her) beautiful forehead to pale, they abandon.",ஓதியும் ஒள்ளிய நெற்றியும் பசப்பித்து (விட்டு) விட்டனர்.,Marutham,பசப்பித்,ACTION_CAUSE_PALE,yes
Aiṅkuṟunūṟu,Unknown,7,30,tōrē,ஓதி ஒண்ணுதல் பசப்பித் தோரே.,"Causing (her) beautiful forehead to pale, they abandon.",ஓதியும் ஒள்ளிய நெற்றியும் பசப்பித்து (விட்டு) விட்டனர்.,Marutham,தோரே,ACTION_ABANDON,no
Aiṅkuṟunūṟu,Unknown,7,31,kaṉṉi,கன்னி விடியல் கணக்கால் ஆம்பல்,"In the early dawn, by the count, the āmpal...","கன்னி (வைகறை) விடியலில், கணக்கால் (எண்ணிக்கையால்) ஆம்பல்",Marutham,கன்னி,TIME_DAWN,yes
Aiṅkuṟunūṟu,Unknown,7,31,viṭiyal,கன்னி விடியல் கணக்கால் ஆம்பல்,"In the early dawn, by the count, the āmpal...","கன்னி (வைகறை) விடியலில், கணக்கால் (எண்ணிக்கையால்) ஆம்பல்",Marutham,விடியல்,TIME_DAYBREAK,yes
Aiṅkuṟunūṟu,Unknown,7,31,kaṇakkāl,கன்னி விடியல் கணக்கால் ஆம்பல்,"In the early dawn, by the count, the āmpal...","கன்னி (வைகறை) விடியலில், கணக்கால் (எண்ணிக்கையால்) ஆம்பல்",Marutham,கணக்கால்,ACTION_COUNTING_BY,no
Aiṅkuṟunūṟu,Unknown,7,31,āmpal,கன்னி விடியல் கணக்கால் ஆம்பல்,"In the early dawn, by the count, the āmpal...","கன்னி (வைகறை) விடியலில், கணக்கால் (எண்ணிக்கையால்) ஆம்பல்",Marutham,ஆம்பல்,FLOWER_AMPAL,yes
Aiṅkuṟunūṟu,Unknown,7,32,tāmarai,தாமரை போல மலரும் ஊர,Ūraṉ! (They) bloom like lotuses...,தாமரை போல மலரும் ஊரனே!,Marutham,தாமரை,FLOWER_LOTUS,yes
Aiṅkuṟunūṟu,Unknown,7,32,pōla,தாமரை போல மலரும் ஊர,Ūraṉ! (They) bloom like lotuses...,தாமரை போல மலரும் ஊரனே!,Marutham,போல,COMPARISON_LIKE,yes
Aiṅkuṟunūṟu,Unknown,7,32,malarum,தாமரை போல மலரும் ஊர,Ūraṉ! (They) bloom like lotuses...,தாமரை போல மலரும் ஊரனே!,Marutham,மலரும்,ACTION_BLOOM,yes
Aiṅkuṟunūṟu,Unknown,7,32,ūra,தாமரை போல மலரும் ஊர,Ūraṉ! (They) bloom like lotuses...,தாமரை போல மலரும் ஊரனே!,Marutham,ஊர,PERSON_CHIEFTAIN_VOCATIVE,yes
Aiṅkuṟunūṟu,Unknown,7,33,pēṇāḷō,பேணா ளோநின் பெண்டே,"Does she not care, O your wife?",பேணமாட்டாளோ உன் மனைவி?,Marutham,பேணா,ACTION_NOT_CHERISH,yes
Aiṅkuṟunūṟu,Unknown,7,33,ḷōniṉ,பேணா ளோநின் பெண்டே,"Does she not care, O your wife?",பேணமாட்டாளோ உன் மனைவி?,Marutham,ளோநின்,QUESTION_YOUR,no
Aiṅkuṟunūṟu,Unknown,7,33,peṇṭē,பேணா ளோநின் பெண்டே,"Does she not care, O your wife?",பேணமாட்டாளோ உன் மனைவி?,Marutham,பெண்டே,PERSON_WIFE,yes
Aiṅkuṟunūṟu,Unknown,7,34,yāṉtaṉ,யாந்தன் அடங்கவும் தான்அடங் கலளே.,"Even if I restrain myself, she does not restrain herself.","யாம் தன் அடங்கவும், தான் அடங்கவில்லை.",Marutham,யாந்தன்,PRONOUN_I_SELF,no
Aiṅkuṟunūṟu,Unknown,7,34,aṭaṅkavum,யாந்தன் அடங்கவும் தான்அடங் கலளே.,"Even if I restrain myself, she does not restrain herself.","யாம் தன் அடங்கவும், தான் அடங்கவில்லை.",Marutham,அடங்கவும்,ACTION_RESTRAIN_AND,yes
Aiṅkuṟunūṟu,Unknown,7,34,tāṉaṭaṅ,யாந்தன் அடங்கவும் தான்அடங் கலளே.,"Even if I restrain myself, she does not restrain herself.","யாம் தன் அடங்கவும், தான் அடங்கவில்லை.",Marutham,தான்அடங்,PRONOUN_SELF_RESTRAIN,yes
Aiṅkuṟunūṟu,Unknown,7,34,kalaḷē,யாந்தன் அடங்கவும் தான்அடங் கலளே.,"Even if I restrain myself, she does not restrain herself.","யாம் தன் அடங்கவும், தான் அடங்கவில்லை.",Marutham,கலளே,ACTION_NOT_RESTRAIN,no
Aiṅkuṟunūṟu,Unknown,7,35,kaṇṭaṉem,கண்டனெம் அல்லமோ மகிழ்நநின் பெண்டே,"Did we not see, O lord, your wife?",கண்டோமில்லையோ தலைவனே! உன் மனைவியை?,Marutham,கண்டனெம்,ACTION_SAW_WE,yes
Aiṅkuṟunūṟu,Unknown,7,35,allamō,கண்டனெம் அல்லமோ மகிழ்நநின் பெண்டே,"Did we not see, O lord, your wife?",கண்டோமில்லையோ தலைவனே! உன் மனைவியை?,Marutham,அல்லமோ,NEGATION_QUESTION,no
Aiṅkuṟunūṟu,Unknown,7,35,makiḻnaniṉ,கண்டனெம் அல்லமோ மகிழ்நநின் பெண்டே,"Did we not see, O lord, your wife?",கண்டோமில்லையோ தலைவனே! உன் மனைவியை?,Marutham,மகிழ்நநின்,PERSON_HUSBAND_YOUR,yes
Aiṅkuṟunūṟu,Unknown,7,35,peṇṭē,கண்டனெம் அல்லமோ மகிழ்நநின் பெண்டே,"Did we not see, O lord, your wife?",கண்டோமில்லையோ தலைவனே! உன் மனைவியை?,Marutham,பெண்டே,PERSON_WIFE,yes
Aiṅkuṟunūṟu,Unknown,7,36,palarāṭu,பலராடு பெருந்துரை மலரொடு வந்த,"The great pond where many bathe, having come with flowers...","பலர் ஆடும் பெருந்துறை, மலருடன் வந்த",Marutham,பலராடு,ACTION_MANY_BATHE,yes
Aiṅkuṟunūṟu,Unknown,7,36,perunturai,பலராடு பெருந்துரை மலரொடு வந்த,"The great pond where many bathe, having come with flowers...","பலர் ஆடும் பெருந்துறை, மலருடன் வந்த",Marutham,பெருந்துரை,LANDFORM_GREAT_FORD,yes
Aiṅkuṟunūṟu,Unknown,7,36,malaroṭu,பலராடு பெருந்துரை மலரொடு வந்த,"The great pond where many bathe, having come with flowers...","பலர் ஆடும் பெருந்துறை, மலருடன் வந்த",Marutham,மலரொடு,FLOWER_WITH,yes
Aiṅkuṟunūṟu,Unknown,7,36,vanta,பலராடு பெருந்துரை மலரொடு வந்த,"The great pond where many bathe, having come with flowers...","பலர் ஆடும் பெருந்துறை, மலருடன் வந்த",Marutham,வந்த,ACTION_COME,yes
Aiṅkuṟunūṟu,Unknown,7,37,taṇpuṉal,தண்புனல் வண்டல் உய்த்தென,As if the cool water carried away the sand...,குளிர்ந்த நீர் வண்டலை (மணலை) அடித்துச் சென்றென,Marutham,தண்புனல்,WATER_COOL,yes
Aiṅkuṟunūṟu,Unknown,7,37,vaṇṭal,தண்புனல் வண்டல் உய்த்தென,As if the cool water carried away the sand...,குளிர்ந்த நீர் வண்டலை (மணலை) அடித்துச் சென்றென,Marutham,வண்டல்,LANDFORM_SAND,yes
Aiṅkuṟunūṟu,Unknown,7,37,uyitteṉa,தண்புனல் வண்டல் உய்த்தென,As if the cool water carried away the sand...,குளிர்ந்த நீர் வண்டலை (மணலை) அடித்துச் சென்றென,Marutham,உய்த்தென,ACTION_CARRIED_LIKE,yes
Aiṅkuṟunūṟu,Unknown,7,38,uṇkaṇ,உண்கண் சிவப்ப அழுதுநின் றோளே.,"With kohl-adorned eyes red, she stood weeping.",மையுண்ட கண்கள் சிவக்க அழுது நின்றாள்.,Marutham,உண்கண்,BODY_PART_EYES,yes
Aiṅkuṟunūṟu,Unknown,7,38,civappa,உண்கண் சிவப்ப அழுதுநின் றோளே.,"With kohl-adorned eyes red, she stood weeping.",மையுண்ட கண்கள் சிவக்க அழுது நின்றாள்.,Marutham,சிவப்ப,COLOR_RED,no
Aiṅkuṟunūṟu,Unknown,7,38,aḻutuniṉ,உண்கண் சிவப்ப அழுதுநின் றோளே.,"With kohl-adorned eyes red, she stood weeping.",மையுண்ட கண்கள் சிவக்க அழுது நின்றாள்.,Marutham,அழுதுநின்,ACTION_WEEPING_STOOD,yes
