text,label
"நுண் தாது உண்டு வண்டினம் துறப்ப,",ETTUTHOGAI
வெருவரு கடுந்திறல் இரு பெரும் தெய்வத்து,ETTUTHOGAI
"உருவுடன் இயைந்த தோற்றம் போல,",ETTUTHOGAI
அந்தி வானமொடு கடல் அணி கொளாஅ,ETTUTHOGAI
வந்த மாலை பெயரின் மற்றிவள்,ETTUTHOGAI
பெரும் புலம்பினளே தெய்ய அதனால்,ETTUTHOGAI
பாணி பிழையா மாண் வினைக் கலிமா,ETTUTHOGAI
"துஞ்சு ஊர் யாமத்துத் தெவிட்டல் ஓம்பி,",ETTUTHOGAI
நெடுந்தேர் அகல நீக்கிப் பையெனக்,ETTUTHOGAI
"குன்று இழி களிற்றின் குவவு மணல் நீந்தி,",ETTUTHOGAI
இரவின் வம்மோ உரவு நீர்ச் சேர்ப்ப!,ETTUTHOGAI
இனமீன் அருந்து நாரையொடு பனை மிசை,ETTUTHOGAI
"அன்றில் சேக்கும் முன்றில், பொன்னென",ETTUTHOGAI
புன்னை நறும் பொழில் செய்த நம் குறியே.,ETTUTHOGAI
“தூ மலர்த் தாமரைப் பூவின் அங்கண்,ETTUTHOGAI
மா இதழ்க் குவளை மலர் பிணைத்தன்ன,ETTUTHOGAI
"திரு முகத்து அலமரும் பெரு மதர் மழைக்கண்,",ETTUTHOGAI
அணி வளை முன் கை ஆய் இதழ் மடந்தை,ETTUTHOGAI
"வார் முலை முற்றத்து நூல் இடை விலங்கினும்,",ETTUTHOGAI
கவவுப் புலந்து உறையும் கழி பெருங்காமத்து,ETTUTHOGAI
இன்புறு நுகர்ச்சியின் சிறந்தது ஒன்று இல்” என,ETTUTHOGAI
"அன்பால் மொழிந்த என் மொழி கொள்ளாய்,",ETTUTHOGAI
"பொருள் புரிவுண்ட மருளி நெஞ்சே,",ETTUTHOGAI
"கரியாப் பூவின் பெரியோர் ஆர,",ETTUTHOGAI
அழல் எழு தித்தியம் மடுத்த யாமை,ETTUTHOGAI
"நிழலுடை நெடுங்கயம் புகல் வேட்டாஅங்கு,",ETTUTHOGAI
உள்ளுதல் ஓம்புமதி இனி நீ முள் எயிற்றுச்,ETTUTHOGAI
"சின்மொழி அரிவை தோளே, பன்மலை",ETTUTHOGAI
வெவ்வறை மருங்கின் வியன் சுரம்,ETTUTHOGAI
எவ்வம் கூர இறந்தனம் யாமே.,ETTUTHOGAI
பாம்புடை விடர பனி நீர் இட்டுத் துறை,ETTUTHOGAI
"தேம் கலந்து ஒழுக யாறு நிறைந்தனவே,",ETTUTHOGAI
"வெண்கோட்டு யானை பொருத புண் கூர்ந்து,",ETTUTHOGAI
"பைங்கண் வல்லியம் கல் அளைச் செறிய,",ETTUTHOGAI
முருக்கு அரும்பு அன்ன வள் உகிர் வயப் பிணவு,ETTUTHOGAI
"கடி கொள வழங்கார் ஆறே, ஆயிடை",ETTUTHOGAI
"எல்லிற்று என்னான் வென்வேல் ஏந்தி,",ETTUTHOGAI
நசை தர வந்த நன்னராளன்,ETTUTHOGAI
"நெஞ்சு பழுதாக வறுவியன் பெயரின்,",ETTUTHOGAI
"இன்றிப் பொழுதும் யான் வாழலனே,",ETTUTHOGAI
"எவன் கொல்? வாழி தோழி, நம் இடை முலைச்",ETTUTHOGAI
"சுணங்கணி முற்றத்து ஆரம் போலவும்,",ETTUTHOGAI
சிலம்பு நீடு சோலைச் சிதர் தூங்கு நளிர்ப்பின்,ETTUTHOGAI
"இலங்கு வெள் அருவி போலவும்,",ETTUTHOGAI
நிழல் கொண்டனவால் திங்கள் அம் கதிரே.,ETTUTHOGAI
"நிரை செலல் இவுளி விரைவுடன் கடைஇ,",ETTUTHOGAI
அகல் இரு விசும்பிற் பகல் செலச் சென்று,ETTUTHOGAI
"மழுகு சுடர் மண்டிலம் மா மலை மறைய,",ETTUTHOGAI
"பொழுது கழி மலரின், புனை இழை! சாஅய்,",ETTUTHOGAI
"அணை அணைந்து இனையை ஆகல், கணை அரைப்",ETTUTHOGAI
புல் இலை நெல்லிப் புகர் இல் பசுங்காய்,ETTUTHOGAI
"கல் அதர் மருங்கில் கடு வளி உதிர்ப்ப,",ETTUTHOGAI
பொலம் செய் காசின் பொற்பத் தாஅம்,ETTUTHOGAI
அத்தம் நண்ணி அதர் பார்த்திருந்த,ETTUTHOGAI
கொலை வெங்கொள்கைக் கொடுந்தொழில் மறவர்,ETTUTHOGAI
ஆறு செல் மாக்கள் அரு நிறத்து எறிந்த,ETTUTHOGAI
"எஃகு உறு விழுப்புண் கூர்ந்தோர் எய்திய,",ETTUTHOGAI
வளைவாய்ப் பருந்தின் வள் உகிர்ச் சேவல்,ETTUTHOGAI
கிளைதரு தெள் விளி கெழு முடைப் பயிரும்,ETTUTHOGAI
"இன்னா வெஞ்சுரம் இறந்தோர், முன்னிய",ETTUTHOGAI
செய் வினை வலத்தர் ஆகி இவண் நயந்து,ETTUTHOGAI
"எய்த வந்தனரே தோழி, மை எழில்",ETTUTHOGAI
துணை ஏர் எதிர்மலர் உண்கண்,ETTUTHOGAI
பிணை ஏர் நோக்கம் பெருங்கவின் கொளவே.,ETTUTHOGAI
மாதிரம் புதையப் பாஅய்க் கால் வீழ்த்து,ETTUTHOGAI
"ஏறுடைப் பெருமழை பொழிந்தென, அவல் தோறு",ETTUTHOGAI
"ஆடுகளப் பறையின் வரி நுணல் கறங்க,",ETTUTHOGAI
ஆய் பொன் அவிர் இழை தூக்கியன்ன,ETTUTHOGAI
"நீடு இணர்க் கொன்றை கவின் பெறக், காடுடன்",ETTUTHOGAI
சுடர் புரை தோன்றிப் புதல் தலைக் கொளாஅ,ETTUTHOGAI
"முல்லை இல்லமொடு மலரக், கல்ல",ETTUTHOGAI
பகுவாய்ப் பைஞ்சுனை மா உண மலிரக்,ETTUTHOGAI
"கார் தொடங்கின்றே காலை, காதலர்",ETTUTHOGAI
வெஞ்சின வேந்தன் வியன் பெரும் பாசறை,ETTUTHOGAI
"வென்றி வேட்கையொடு நம்மும் உள்ளார்,",ETTUTHOGAI
யாது செய்வாம் கொல் தோழி? நோதகக்,ETTUTHOGAI
"துனைதரு போழ்தின், நீந்தலோ அரிதே.",ETTUTHOGAI
"அகல்வாய் வானம் ஆல் இருள் பரப்ப,",ETTUTHOGAI
பகல் ஆற்றுப்படுத்த பையென் தோற்றமொடு,ETTUTHOGAI
"சினவல் போகிய புன்கண் மாலை,",ETTUTHOGAI
அத்தம் நடுகல் ஆள் என உதைத்த,ETTUTHOGAI
"கான யானைக் கதுவாய் வள் உகிர்,",ETTUTHOGAI
"இரும் பனை இதக்கையின் ஒடியும் ஆங்கண்,",ETTUTHOGAI
கடுங்கண் ஆடவர் ஏ முயல் கிடக்கை,ETTUTHOGAI
வருநர் இன்மையின் களையுநர்க் காணா,ETTUTHOGAI
என்றூழ் வெஞ்சுரம் தந்த நீயே,ETTUTHOGAI
துயர் செய்து ஆற்றாயாகிப் பெயர்பு ஆங்கு,ETTUTHOGAI
"உள்ளினை, வாழிய நெஞ்சே! வென்வேல்",ETTUTHOGAI
"மாவண் கழுவுள் காமூர் ஆங்கண்,",ETTUTHOGAI
பூதம் தந்த பொரி அரை வேங்கைத்,ETTUTHOGAI
தண் கமழ் புது மலர் நாறும்,ETTUTHOGAI
அம் சில் ஓதி ஆய் மடத்தகையே.   15.,ETTUTHOGAI
தாழ் சினை மருதம் தகை பெறக் கவினிய,ETTUTHOGAI
"நீர் சூழ் வியன் களம் பொலியப் போர்பு அழித்து,",ETTUTHOGAI
கள் ஆர் களமர் பகடு தலை மாற்றி,ETTUTHOGAI
கடுங்காற்று எறியப் போகிய துரும்புடன்,ETTUTHOGAI
"காயல் சிறு தடிக் கண் கெடப் பாய்தலின்,",ETTUTHOGAI
இரு நீர்ப் பரப்பின் பனித்துறைப் பரதவர்,ETTUTHOGAI
"தீம் பொழி வெள் உப்புச் சிதைதலின், சினைஇக்,",ETTUTHOGAI
"கழனி உழவரொடு மாறு எதிர்ந்து, மயங்கி",ETTUTHOGAI
"இருஞ்சேற்று அள்ளல் எறிசெருக் கண்டு,",ETTUTHOGAI
நரை மூதாளர் கை பிணி விடுத்து,ETTUTHOGAI
நனைமுதிர் தேறல் நுளையர்க்கு ஈயும்,ETTUTHOGAI
"பொலம் பூண் எவ்வி நீழல் அன்ன,",ETTUTHOGAI
"நலம் பெறு பணைத்தோள் நன்னுதல் அரிவையொடு,",ETTUTHOGAI
மணங்கமழ் தண் பொழில் அல்கி நெருநை,ETTUTHOGAI
நீ தற்பிழைத்தமை அறிந்து,ETTUTHOGAI
கலுழ்ந்த கண்ணள் எம் அணங்கு அன்னாளே.,ETTUTHOGAI
"இலங்கு சுடர் மண்டிலம் புலம் தலைப்பெயர்ந்து,",ETTUTHOGAI
பல் கதிர் மழுகிய கல் சேர் அமையத்து,ETTUTHOGAI
"அலந்தலை மூது ஏறு ஆண் குரல் விளிப்ப,",ETTUTHOGAI
மனை வளர் நொச்சி மா சேர்பு வதிய,ETTUTHOGAI
"முனையுழை இருந்த அம் குடிச் சீறூர்க்,",ETTUTHOGAI
கருங்கால் வேங்கைச் செஞ்சுவல் வரகின்,ETTUTHOGAI
"மிகு பதம் நிறைந்த தொகு கூட்டு ஒரு சிறைக்,",ETTUTHOGAI
குவியடி வெருகின் பைங்கண் ஏற்றை,ETTUTHOGAI
"ஊன் நசைப் பிணவின் உயங்கு பசி களைஇயர்,",ETTUTHOGAI
"தளிர் புரை கொடிற்றின் செறி மயிர் எருத்தின்,",ETTUTHOGAI
கதிர்த்த சென்னிக் கவிர்ப் பூ அன்ன,ETTUTHOGAI
நெற்றிச் சேவல் அற்றம் பார்க்கும்,ETTUTHOGAI
"புல்லென் மாலையும் இனிது மன்றம்ம,",ETTUTHOGAI
நல் அக வனமுலை அடையப் புல்லுதொறும்,ETTUTHOGAI
உயிர் குழைப்பு அன்ன சாயல்,ETTUTHOGAI
செயிர்தீர் இன் துணைப் புணர்ந்திசினோர்க்கே.,ETTUTHOGAI
தொடுதோல் கானவன் சூடுறு வியன் புனம்,ETTUTHOGAI
"கரி புறம் கழீஇய பெரும் பாட்டு ஈரத்துக்,",ETTUTHOGAI
"தோடு வளர் பைந்தினை நீடு குரல் காக்கும்,",ETTUTHOGAI
ஒண்தொடி மகளிர்க்கு ஊசல் ஆக,ETTUTHOGAI
ஆடு சினை ஒழித்த கோடு இணர் கஞலிய,ETTUTHOGAI
"குறும்பொறை அயலது நெடுந்தாள் வேங்கை,",ETTUTHOGAI
"மட மயில் குடுமியின் தோன்றும் நாடன்,",ETTUTHOGAI
உயர்வரை மருங்கின் காந்தள் அம் சோலைக்,ETTUTHOGAI
"குரங்கு அறிவாரா மரம் பயில் இறும்பில்,",ETTUTHOGAI
கடி சுனைத் தெளிந்த மணி மருள் தீ நீர்,ETTUTHOGAI
"பிடி புணர் களிற்றின் எம்மொடு ஆடிப்,",ETTUTHOGAI
"பல் நாள் உம்பர்ப் பெயர்ந்து, சில் நாள்",ETTUTHOGAI
கழியாமையே வழிவழிப் பெருகி,ETTUTHOGAI
அம் பணை விளைந்த தேக் கள் தேறல்,ETTUTHOGAI
"வண்டுபடு கண்ணியர் மகிழும் சீறூர்,",ETTUTHOGAI
"எவன் கொல், வாழி தோழி, கொங்கர்",ETTUTHOGAI
மணி அரை யாத்து மறுகின் ஆடும்,ETTUTHOGAI
அலர் ஆகின்றது பலர் வாய்ப்பட்டே?,ETTUTHOGAI
கண்டிசின் மகளே கெழீஇ இயைவெனை,ETTUTHOGAI
ஒண்தொடி செறித்த முன் கை ஊழ்கொள்பு,ETTUTHOGAI
மங்கையர் பல பாராட்டச் செந்தார்க்,ETTUTHOGAI
கிள்ளையும் தீம் பால் உண்ணா மயில் இயல்,ETTUTHOGAI
சேயிழை மகளிர் ஆயமும் அயரா,ETTUTHOGAI
தாழியும் மலர் பல அணியா கேழ் கொளக்,ETTUTHOGAI
காழ் புனைந்து இயற்றிய வனப்பமை நோன் சுவர்,ETTUTHOGAI
பாவையும் பலி எனப் பெறாஅ நோய் பொர,ETTUTHOGAI
இவை கண்டு இனைவதன் தலையும் நினைவிலேன்,ETTUTHOGAI
கொடியோள் முன்னியது உணரேன் தொடியோய்,ETTUTHOGAI
இன்று நின் ஒலி குரல் மண்ணல் என்றதற்கு,ETTUTHOGAI
எற் புலந்து அழிந்தனளாகித் தன் தகக்,ETTUTHOGAI
கடல் அம் தானைக் கைவண் சோழர்,ETTUTHOGAI
கெடல் அரு நல்லிசை உறந்தை அன்ன,ETTUTHOGAI
நிதியுடை நல்நகர்ப் புதுவது புனைந்து,ETTUTHOGAI
தமர் மணன் அயரவும் ஒல்லாள் கவர் முதல்,ETTUTHOGAI
ஓமை நீடிய உலவை நீளிடை,ETTUTHOGAI
மணியணி பலகை மாக் காழ் நெடுவேல்,ETTUTHOGAI
துணிவுடை உள்ளமொடு துதைந்த முன்பின்,ETTUTHOGAI
அறியாத் தேஎத்து அருஞ்சுரம் மடுத்த,ETTUTHOGAI
சிறியோற்கு ஒத்த என் பெரு மடத்தகுவி,ETTUTHOGAI
சிறப்பும் சீரும் இன்றிச் சீறூர்,ETTUTHOGAI
நல்கூர் பெண்டின் புல் வேய் குரம்பை,ETTUTHOGAI
ஓர் ஆ யாத்த ஒரு தூண் முன்றில்,ETTUTHOGAI
ஏதில் வறுமனைச் சிலம்புடன் கழீஇ,ETTUTHOGAI
மேயினள் கொல் என நோவல் யானே.,ETTUTHOGAI
வளைவாய்க் கோதையர் வண்டல் தைஇ,ETTUTHOGAI
"இளையோர் செல்ப, எல்லும் எல்லின்று,",ETTUTHOGAI
"அகல் இலைப் புன்னைப் புகர் இல் நீழல்,",ETTUTHOGAI
"பகலே எம்மொடு ஆடி, இரவே",ETTUTHOGAI
காயல் வேய்ந்த தேயா நல் இல்,ETTUTHOGAI
"நோயொடு வைகுதி ஆயின், நுந்தை",ETTUTHOGAI
அருங்கடிப் படுவலும் என்றி மற்று,ETTUTHOGAI
"செல்லல் என்றலும் ஆற்றாய், “செலினே",ETTUTHOGAI
வாழலென்” என்றி ஆயின் ஞாழல்,ETTUTHOGAI
வண்டு படத் ததைந்த கண்ணி நெய்தல்,ETTUTHOGAI
தண் அரும் பைந்தார் துயல்வர அந்திக்,ETTUTHOGAI
கடல் கெழு செல்வி கரை நின்றாங்கு,ETTUTHOGAI
"நீயே கானல் ஒழிய, யானே",ETTUTHOGAI
"வெறி கொள் பாவையின் பொலிந்த என் அணி துறந்து,",ETTUTHOGAI
ஆடுமகள் போலப் பெயர்தல்,ETTUTHOGAI
"ஆற்றேன் தெய்ய, அலர்க இவ்வூரே.",ETTUTHOGAI
அவ் விளிம்பு உரீஇய விசை அமை நோன் சிலை,ETTUTHOGAI
செவ்வாய்ப் பகழிச் செயிர் நோக்கு ஆடவர்,ETTUTHOGAI
"கணை இடக் கழிந்த தன் வீழ் துணை உள்ளிக்,",ETTUTHOGAI
"குறு நெடுந்துணைய மறி புடை ஆடப்,",ETTUTHOGAI
புன்கண் கொண்ட திரி மருப்பு இரலை,ETTUTHOGAI
"மேய் பதம் மறுத்த சிறுமையொடு, நோய் கூர்ந்து,",ETTUTHOGAI
"நெய்தல் அம் படுவில் சில் நீர் உண்ணாது,",ETTUTHOGAI
எஃகு உறு மாந்தரின் இனைந்து கண்படுக்கும்,ETTUTHOGAI
"பைது அற வெம்பிய பாழ் சேர் அத்தம்,",ETTUTHOGAI
எமியம் நீந்தும் எம்மினும் பனி வார்ந்து,ETTUTHOGAI
"என்ன ஆம் கொல் தாமே, தெண் நீர்",ETTUTHOGAI
"ஆய் சுனை நிகர் மலர் போன்ம் என நசைஇ,",ETTUTHOGAI
வீ தேர் பறவை விழையும்,ETTUTHOGAI
போது ஆர் கூந்தல் நம் காதலி கண்ணே?,ETTUTHOGAI
அருந்தெறல் மரபின் கடவுள் காப்பப்,ETTUTHOGAI
"பெருந்தேன் தூங்கும் நாடு காண் நனந்தலை,",ETTUTHOGAI
"அணங்குடை வரைப்பின் பாழி ஆங்கண்,",ETTUTHOGAI
வேண் முது மாக்கள் வியன் நகர்க் கரந்த,ETTUTHOGAI
"அருங்கல வெறுக்கையின் அரியோள் பண்பு நினைந்து,",ETTUTHOGAI
"வருந்தினம் மாதோ எனினும், அஃது ஒல்லாய்,",ETTUTHOGAI
இரும் பணை தொடுத்த பலர் ஆடு ஊசல்,ETTUTHOGAI
"ஊர்ந்து இழி கயிற்றின் செலவர வருந்தி,",ETTUTHOGAI
நெடுநெறிக் குதிரைக் கூர் வேல் அஞ்சி,ETTUTHOGAI
கடுமுனை அலைத்த கொடு வில் ஆடவர்,ETTUTHOGAI
ஆ கொள் பூசலின் பாடு சிறந்து எறியும்,ETTUTHOGAI
பெருந்துடி வள்பின் வீங்குபு நெகிழா,ETTUTHOGAI
மேய் மணி இழந்த பாம்பின் நீ நனி,ETTUTHOGAI
"தேம்பினை, வாழி என் நெஞ்சே! வேந்தர்",ETTUTHOGAI
"கோண் தணி எயிலிற் காப்புச் சிறந்து,",ETTUTHOGAI
ஈண்டு அருங்குரையள் நம் அணங்கியோளே.,ETTUTHOGAI
"முனை கவர்ந்து கொண்டெனக் கலங்கிப் பீர் எழுந்து,",ETTUTHOGAI
மனை பாழ் பட்ட மரை சேர் மன்றத்துப்,ETTUTHOGAI
"பணைத் தாள் யானை பரூஉப் புறம் உரிஞ்சக்,",ETTUTHOGAI
"செது காழ் சாய்ந்த முது கால் பொதியில்,",ETTUTHOGAI
அருஞ்சுரம் நீந்திய வருத்தமொடு கையற்றுப்,ETTUTHOGAI
"பெரும் புன் மாலை புலம்பு வந்து உறுதர,",ETTUTHOGAI
மீளி உள்ளம் செலவு வலியுறுப்பத்,ETTUTHOGAI
தாள் கை பூட்டிய தனி நிலை இருக்கையொடு,ETTUTHOGAI
"தன்னிலை உள்ளும் நம் நிலை உணராள்,",ETTUTHOGAI
"இரும் பல் கூந்தல், சேயிழை மடந்தை,",ETTUTHOGAI
"கனை இருள் நடுநாள் அணையொடு பொருந்தி,",ETTUTHOGAI
வெய்துற்றுப் புலக்கும் நெஞ்சமொடு ஐது உயிரா,ETTUTHOGAI
ஆய் இதழ் மழைக் கண் மல்க நோய் கூர்ந்து,ETTUTHOGAI
பெருந்தோள் நனைக்கும் கலுழ்ந்து வார் அரிப் பனி,ETTUTHOGAI
"மெல் விரல் உகிரின் தெறியினள், வென்வேல்",ETTUTHOGAI
அண்ணல் யானை அடு போர் வேந்தர்,ETTUTHOGAI
ஒருங்கு அகப்படுத்த முரவுவாய் ஞாயில்,ETTUTHOGAI
"ஓர் எயில் மன்னன் போலத்,",ETTUTHOGAI
துயில் துறந்தனள் கொல்? அளியள் தானே.,ETTUTHOGAI
"மாக் கடல் முகந்து மாதிரத்து இருளி,",ETTUTHOGAI
மலர்தலை உலகம் புதைய வலன் ஏர்பு,ETTUTHOGAI
"பழங்கண் கொண்ட கொழும் பல் கொண்மூ,",ETTUTHOGAI
"போழ்ந்த போலப் பலவுடன் மின்னி,",ETTUTHOGAI
தாழ்ந்த போல நனியணி வந்து,ETTUTHOGAI
"சோர்ந்த போலச் சொரிவன பயிற்றி,",ETTUTHOGAI
இடியும் முழக்கும் இன்றிப் பாணர்,ETTUTHOGAI
வடியுறு நல்யாழ் நரம்பு இசைத்தன்ன,ETTUTHOGAI
"இன் குரல் அழிதுளி தலைஇ, நன் பல",ETTUTHOGAI
பெயல் பெய்து கழிந்த பூ நாறு வைகறைச்,ETTUTHOGAI
"செறி மணல் நிவந்த களர் தோன்று இயவில்,",ETTUTHOGAI
"குறு மோட்டு மூதாய் குறுகுறு ஓடி,",ETTUTHOGAI
மணி மண்டு பவளம் போலக் காயா,ETTUTHOGAI
"அணிமிகு செம்மல் ஒளிப்பன மறையக்,",ETTUTHOGAI
கார் கவின் கொண்ட காமர் காலைச்,ETTUTHOGAI
"செல்க தேரே, நல் வலம் பெறுந!",ETTUTHOGAI
"பெருந்தோள் நுணுகிய நுசுப்பின்,",ETTUTHOGAI
திருந்திழை அரிவை விருந்து எதிர்கொளவே.,ETTUTHOGAI
"“சென்று நீடுநர் அல்லர், அவர் வயின்",ETTUTHOGAI
"இனைதல் ஆனாய்” என்றிசின் இகுளை,",ETTUTHOGAI
அம்பு தொடை அமைதி காண்மார் வம்பலர்,ETTUTHOGAI
"கலன் இலர் ஆயினும், கொன்று புள் ஊட்டும்",ETTUTHOGAI
"கல்லா இளையர் கலித்த கவலைக்,",ETTUTHOGAI
கண நரி இனனொடு குழீஇ நிணன் அருந்தும்,ETTUTHOGAI
"நெய்த்தோர் ஆடிய மல்லல் மொசி விரல்,",ETTUTHOGAI
அத்த எருவைச் சேவல் சேர்ந்த,ETTUTHOGAI
"அரை சேர் யாத்த வெண்திரள், வினை விறல்",ETTUTHOGAI
எழாஅத் திணி தோள் சோழர் பெருமகன்,ETTUTHOGAI
விளங்கு புகழ் நிறுத்த இளம்பெருஞ்சென்னி,ETTUTHOGAI
"குடிக் கடன் ஆகலின், குறை வினை முடிமார்",ETTUTHOGAI
செம்பு உறழ் புரிசைப் பாழி நூறி,ETTUTHOGAI
"வம்ப வடுகர் பைந்தலை சவட்டிக்,",ETTUTHOGAI
கொன்ற யானைக் கோட்டின் தோன்றும்,ETTUTHOGAI
அஞ்சுவரு மரபின் வெஞ்சுரம் இறந்தோர்,ETTUTHOGAI
"நோய் இலர் பெயர்தல் அறியின்,",ETTUTHOGAI
ஆழல மன்னோ தோழி என் கண்ணே.,ETTUTHOGAI
"செல்லல் மகிழ்ந! நின் செய் கடன் உடையென் மன்,",ETTUTHOGAI
"கல்லா யானை கடி புனல் கற்றென,",ETTUTHOGAI
மலி புனல் பொருத மருது ஓங்கு படப்பை,ETTUTHOGAI
"ஒலி கதிர்க் கழனிக் கழாஅர் முன்துறை,",ETTUTHOGAI
கலி கொள் சுற்றமொடு கரிகால் காணத்,ETTUTHOGAI
தண் பதம் கொண்டு தவிர்ந்த இன்னிசை,ETTUTHOGAI
"ஒண் பொறிப் புனை கழல் சேவடி புரளக்,",ETTUTHOGAI
கருங்கச்சு யாத்த காண்பின் அவ்வயிற்று,ETTUTHOGAI
"இரும் பொலப் பாண்டில் மணியொடு தெளிர்ப்பப்,",ETTUTHOGAI
புனல் நயந்து ஆடும் அத்தி அணி நயந்து,ETTUTHOGAI
"காவிரி கொண்டு ஒளித்தாங்கு மன்னோ,",ETTUTHOGAI
நும் வயிற் புலத்தல் செல்லேம் எம் வயின்,ETTUTHOGAI
"பசந்தன்று காண்டிசின் நுதலே, அசும்பின்",ETTUTHOGAI
அம் தூம்பு வள்ளை அழற்கொடி மயக்கி,ETTUTHOGAI
"வண் தோட்டு நெல்லின் வாங்கு பீள் விரியத்,",ETTUTHOGAI
துய்த்தலை முடங்கிறாத் தெறிக்கும் பொற்புடைக்,ETTUTHOGAI
குரங்கு உளைப் புரவிக் குட்டுவன்,ETTUTHOGAI
மரந்தை அன்ன என் நலம் தந்து சென்மே.,ETTUTHOGAI
கோடை நீடலின் வாடு புலத்து உக்க,ETTUTHOGAI
"சிறு புல் உணவு நெறி பட மறுகி,",ETTUTHOGAI
நுண் பல் எறும்பி கொண்டளைச் செறித்த,ETTUTHOGAI
வித்தா வல்சி வீங்கு சிலை மறவர்,ETTUTHOGAI
"பல்லூழ் புக்குப் பயன் நிரை கவரக்,",ETTUTHOGAI
கொழுங்குடி போகிய பெரும் பாழ் மன்றத்து,ETTUTHOGAI
நரை மூதாளர் அதிர்தலை இறக்கிக்,ETTUTHOGAI
"கவை மனத்து இருத்தும் வல்லு வனப்பு அழிய,",ETTUTHOGAI
வரி நிறச் சிதலை அரித்தலின் புல்லென்று,ETTUTHOGAI
பெரு நலம் சிதைந்த பேஎம் முதிர் பொதியில்,ETTUTHOGAI
"இன்னா ஒரு சிறைத் தங்கி, இன்னகைச்",ETTUTHOGAI
"சிறு மென் சாயல் பெருநலம் உள்ளி,",ETTUTHOGAI
வம்பலர் ஆகியும் கழிப மன்ற,ETTUTHOGAI
நசை தர வந்தோர் இரந்தவை,ETTUTHOGAI
இசைபடப் பெய்தல் ஆற்றுவோரே.,ETTUTHOGAI
"“நிதியம் துஞ்சும் நிவந்து ஓங்கு வரைப்பின்,",ETTUTHOGAI
"வதுவை மகளிர் கூந்தல் கமழ் கொள,",ETTUTHOGAI
வங்கூழ் ஆட்டிய அம் குழை வேங்கை,ETTUTHOGAI
"நன் பொன் அன்ன நறுந்தாது உதிரக்,",ETTUTHOGAI
காமர் பீலி ஆய் மயில் தோகை,ETTUTHOGAI
வேறு வேறு இனத்த வரை வாழ் வருடைக்,ETTUTHOGAI
"கோடு முற்று இளந்தகர் பாடு விறந்து, இயல",ETTUTHOGAI
ஆடுகள வயிரின் இனிய ஆலிப்,ETTUTHOGAI
பசும்புற மென் சீர் ஒசிய விசும்பு உகந்து,ETTUTHOGAI
இருங்கண் ஆடு அமைத் தயங்க இருக்கும்,ETTUTHOGAI
"பெருங்கல் நாடன் பிரிந்த புலம்பும்,",ETTUTHOGAI
"உடன்ற அன்னை அமரா நோக்கமும்,",ETTUTHOGAI
வடந்தை தூக்கும் வருபனி அற்சிரச்,ETTUTHOGAI
சுடர் கெழு மண்டிலம் மழுங்க ஞாயிறு,ETTUTHOGAI
"குட கடல் சேரும் படர் கூர் மாலையும்,",ETTUTHOGAI
"அனைத்தும் அடூஉ நின்று நலிய நீ மற்று,",ETTUTHOGAI
யாங்ஙனம் வாழ்தி” என்றி தோழி!,ETTUTHOGAI
நீங்கா வஞ்சினம் செய்து நத்துறந்தோர்,ETTUTHOGAI
"உள்ளார் ஆயினும் உளெனே, அவர் நாட்டு",ETTUTHOGAI
அள் இலைப் பலவின் கனி கவர் கைய,ETTUTHOGAI
கல்லா மந்தி கடுவனோடு உகளும்,ETTUTHOGAI
"கடுந்திறல் அணங்கின் நெடும் பெருங்குன்றத்துப்,",ETTUTHOGAI
வான் தோய் சிமையம் தோன்றலானே.,ETTUTHOGAI
நம் நயந்து உறைவி தொன்னலம் அழியத்,ETTUTHOGAI
"தெருளாமையின் தீதொடு கெழீஇ,",ETTUTHOGAI
"அருளற நிமிர்ந்த முன்பொடு பொருள் புரிந்து,",ETTUTHOGAI
ஆள் வினைக்கு எதிரிய மீளி நெஞ்சே!,ETTUTHOGAI
நினையினை ஆயின் எனவ கேண்மதி!,ETTUTHOGAI
விரி திரை முந்நீர் மண் திணி கிடக்கைப்,ETTUTHOGAI
"பரிதி அம் செல்வம் பொதுமை இன்றி,",ETTUTHOGAI
நனவின் இயன்றது ஆயினும் கங்குற்,ETTUTHOGAI
"கனவின் அற்று அதன் கழிவே, அதனால்",ETTUTHOGAI
"விரவுறு பன் மலர் வண்டு சூழ்பு அடைச்சிச்,",ETTUTHOGAI
சுவல் மிசை அசைஇய நிலைதயங்கு உறுமுடி,ETTUTHOGAI
"ஈண்டு பல் நாற்றம் வேண்டுவயின் உவப்பச்,",ETTUTHOGAI
"செய்வுறு விளங்கிழைப் பொலிந்த தோள் சேர்பு,",ETTUTHOGAI
எய்திய கனை துயில் ஏற்றொறும் திருகி,ETTUTHOGAI
மெய் புகு வன்ன கை கவர் முயக்கின்,ETTUTHOGAI
"மிகுதி கண்டன்றோ இலெனே, நீ நின்",ETTUTHOGAI
பல் பொருள் வேட்கையின் சொல் வரை நீவிச்,ETTUTHOGAI
"செலவு வலியுறுத்தனை ஆயின், காலொடு",ETTUTHOGAI
கனை எரி நிகழ்ந்த இலையில் அம் காட்டு,ETTUTHOGAI
உழைப்புறத்து அன்ன புள்ளி நீழல்,ETTUTHOGAI
அசைஇய பொழுதில் பசைஇ வந்து இவள்,ETTUTHOGAI
"மறப்பு அரும் பல் குணம் நிறத்து வந்து உறுதர,",ETTUTHOGAI
