Word,Entity,Explanation
குன்றக்,MOUNTAIN,mountain
கீழ்,O,postposition meaning below
நின்ற,O,past participle meaning standing/being
இடை,PLACE,space/land
நிலம்,PLACE,land
யாம்,PERSON,we
ஏத்தும்,O,verb meaning praising
ஆறு,O,noun meaning way/manner
குரங்கு,ANIMAL,monkey
அருந்து,O,verb meaning to eat
பண்ணியம்,FOOD,food
கொடுப்போரும்,PERSON,those who give
கரும்பு,PLANT,sugarcane
கருமுகக்,ANIMAL,black-faced (monkeys)
கணக்கு,O,noun meaning group
அளிப்போரும்,PERSON,those who give
தெய்வப்,DEITY,divine
பிரமம்,OBJECT,veenai (musical instrument)
செய்குவோரும்,PROFESSION,those who play
கை,PERSON,hand
வைத்து,O,verb meaning placing
இமிர்பு,O,verb meaning sounding
குழல்,OBJECT,flute
காண்குவோரும்,PROFESSION,those who play
யாழின்,OBJECT,of the yāzh
இளி,O,adjective meaning soft/sweet
குரல்,O,noun meaning sound/tune
சமம்,O,noun meaning even/perfect
கொள்வோரும்,PROFESSION,those who play
வேள்வியின்,O,noun meaning in the ritual
அழகு,O,noun meaning beauty
இயல்,O,noun meaning nature
விளம்புவோரும்,PERSON,those who praise/speak
கூர,O,adverb meaning sharp/well
நாண்,OBJECT,string (of yāzh)
குரல்,O,noun meaning sound
கொம்மென,O,onomatopoeia (sound of strings)
ஒலிப்ப,O,verb meaning to sound
ஊழ்,O,adverb meaning according to tradition
உற,O,adverb meaning greatly
முரசின்,OBJECT,of the drum
ஒலி,O,noun meaning sound
செய்வோரும்,PROFESSION,those who make/play
என்றூழ்,NATURE,summer heat
உறவரும்,O,verb meaning causing
இரு,O,adjective meaning two
சுடர்,NATURE,lights (sun and moon)
நேமி,NATURE,planets/stars
ஒன்றிய,O,past participle meaning together/united
சுடர்,NATURE,light/position
நிலை,O,noun meaning state/condition
உள்படுவோரும்,PERSON,those who analyze/understand
இரதி,DEITY,Rathi (goddess of love)
காமன்,DEITY,Kāman (god of love)
இவள்,PERSON,this woman
இவன்,PERSON,this man
எனாஅ,O,verb meaning saying (with expletive)
விரகியர்,PERSON,lovers
வினவ,O,verb meaning to ask
வினா,O,noun meaning question
இறுப்போரும்,PERSON,those who ask/answer
இந்திரன்,DEITY,Indiran
பூசை,ANIMAL,cat
இவள்,PERSON,this woman (Ahalikai)
அகலிகை,PERSON,Ahalikai
இவன்,PERSON,this man (Gauthaman)
சென்ற,O,past participle meaning went/left
கவுதமன்,PERSON,Gauthaman (sage)
சினன்,O,noun meaning anger (விகாரம் of சினம்)
உற,O,adverb meaning greatly
கல்,OBJECT,stone/rock
உரு,O,noun meaning form/shape
ஒன்றியபடி,O,verbal noun meaning the way it became
இது,O,pronoun meaning this
என்று,O,quotative particle meaning thus
உரை,O,noun meaning speech/word
செய்வோரும்,PERSON,those who speak/say
இன்ன,O,pronoun meaning such/these
பல,O,adjective meaning many
பல,O,adjective meaning many
எழுத்து,O,noun meaning painting/picture
நிலை,O,noun meaning state/place
மண்டபம்,STRUCTURE,pavilion
துன்னுநர்,PERSON,those nearby/devotees
சுட்டவும்,O,verb meaning pointing/showing
சுட்டு,O,verb meaning pointing
அறிவுறுத்தவும்,O,verb meaning explaining/making known
நேர்,O,adjective meaning perfect
வரை,MOUNTAIN,mountain/bamboo
விரி,O,adjective meaning wide/broad
அறை,MOUNTAIN,boulder/rock
வியல்,O,adjective meaning wide/broad
இடத்து,PLACE,in the place
இழைக்க,O,verb meaning to create/to make
சோபன,O,adjective meaning auspicious
நிலையது,O,noun meaning state/condition
துணி,O,adjective meaning clear/perfect
பரங்குன்றத்து,MOUNTAIN,in Thirupparankundram
மாஅல்,PERSON,Murukan (nephew of Thirumāl)
முருகன்,PERSON,Murukan
மாட,STRUCTURE,temple
மருங்கு,O,noun meaning side/place
பிறந்த,O,past participle meaning born/from
தமரின்,PERSON,from parents/relatives
பெயர்ந்து,O,verb meaning separating
ஒரு,O,adjective meaning one
பேதை,PERSON,innocent girl
பிறங்கல்,MOUNTAIN,boulder/rocky area
இடை,O,postposition meaning between/among
இடை,O,postposition meaning between/among
ப்புக்கு,O,verb meaning entering
பிறழ்ந்து,O,verb meaning being shocked/confused
யான்,PERSON,I
வந்த,O,past participle meaning came
நெறியும்,O,noun meaning the path/way
மறந்தேன்,O,verb meaning I forgot
சிறந்தவர்,PERSON,parents/superior ones
ஏஎ,O,interjection meaning eh (cry)
ஓஒ,O,interjection meaning oh (cry)
என,O,quotative particle meaning thus
விளி,O,noun meaning call/cry
ஏற்பிக்க,O,verb meaning to cause to hear
ஏஎ,O,interjection meaning eh
ஓஒ,O,interjection meaning oh
என்று,O,quotative particle meaning thus
ஏலா,O,negative adjective meaning not hearing/helpless
அவ்,O,pronoun meaning that
விளி,O,noun meaning call/cry
அவ்,O,pronoun meaning that
இசை,O,noun meaning sound
முழை,MOUNTAIN,cave
ஏற்று,O,verb meaning receiving/echoing
அழைப்ப,O,verb meaning to call
அழைத்துழி,O,verbal noun meaning on hearing that call
செல்குவள்,O,verb meaning she goes
ஆங்கு,O,adverb meaning there
த்,O,link consonant
தமர்க்,PERSON,parents/relatives
காணாமை,O,negative verbal noun meaning not seeing
மீட்சியும்,O,noun meaning returning
கூஉ,O,verb meaning calling/shouting (with expletive)
க்கூஉ,O,verb meaning calling/shouting (with expletive)
மேவும்,O,verb meaning desiring/happening
மடமைத்தே,O,predicate with expletive meaning causes innocent/ignorant situations
வாழ்த்து,O,noun meaning praise
உவப்பான்,PERSON,one who is happy (Murukan)
குன்றின்,MOUNTAIN,of the mountain
வகை,O,noun meaning nature
நனி,O,adverb meaning greatly
நுனி,PLANT,tip (of branch)
நயவரு,O,adjective meaning desirable
சாய்ப்பின்,O,adjective meaning bent/curved
நாறு,O,adjective meaning fragrant
இணர்ச்,FLOWER,cluster
சினை,PLANT,branch
போழ்,O,past participle meaning split
பல்லவம்,PLANT,shoot/sprout
தீம்,O,adjective meaning sweet
சுனை,WATERBODY,spring/pond
உதிர்ப்ப,O,verb meaning to drop
உதிர்த்த,O,past participle meaning dropped
சுனையின்,WATERBODY,in the spring/pond
எடுத்த,O,past participle meaning lifted
தலைய,OBJECT,with heads
அலர்,FLOWER,blossom/flower
முகிழ்,FLOWER,bud
உற,O,adverb meaning lying/being
அவை,O,pronoun meaning they/those
கிடப்ப,O,verb meaning lying
தெரி,O,adjective meaning chosen/open
மலர்,FLOWER,flower
நனை,FLOWER,bud
உறுவ,O,verb meaning being/lying
ஐந்தலை,ANIMAL,five-headed
அவிர்,O,adjective meaning bright
பொறி,O,noun meaning spot/marking
அரவம்,ANIMAL,snake
மூத்த,O,adjective meaning elder/older
மைந்தன்,ANIMAL,young one/son
அருகு,O,adverb meaning nearby
ஒன்று,O,numeral meaning one
மற்று,O,adverb meaning then/and
இளம்,O,adjective meaning young
பார்ப்பு,ANIMAL,young snake
என,O,quotative particle meaning thus
ஆங்கு,O,adverb meaning there
இள,PERSON,young
மகளிர்,PERSON,women
மருள,O,verb meaning to be shocked
பாங்கர்,O,adverb meaning nearby
பசும்பிடி,FLOWER,gamboge flower (bud)
இள,O,adjective meaning young/tender
முகிழ்,FLOWER,bud
நெகிழ்ந்த,O,past participle meaning open
வாய்,FLOWER,mouth/opening (of flower)
ஆம்பல்,FLOWER,white water lily
கை,PERSON,hand
போல்,O,comparative particle meaning like
பூத்த,O,past participle meaning blossomed
கமழ்,O,adjective meaning fragrant
குலைக்,FLOWER,cluster
காந்தள்,FLOWER,glory lily
எருவை,PLANT,reed
நறுந்தோடு,FLOWER,fragrant petal
எரி,NATURE,fire/flame
இணர்,FLOWER,cluster
வேங்கை,PLANT,vengai tree (kino)
உருவம்,O,noun meaning beauty/form
மிகு,O,adjective meaning great
தோன்றி,FLOWER,thondri flower (glory lily)
ஊழ்,O,adjective meaning mature/regular
இணர்,FLOWER,cluster
நறவம்,FLOWER,naravam flower
பருவம்,NATURE,season
இல்,O,negative particle meaning without
கோங்கம்,FLOWER,kongam flower
பகை,O,adjective meaning opposite/different
மலர்,FLOWER,flower
இலவம்,FLOWER,ilavam (silk cotton flower)
நிணந்தவை,OBJECT,those tied together
கோத்தவை,OBJECT,those strung together
நெய்தவை,OBJECT,those woven together
தூக்க,O,verb meaning lifting
மணந்தவை,OBJECT,those tied/joined
போல,O,comparative particle meaning like
வரை,MOUNTAIN,mountain
மலை,MOUNTAIN,mountain
எல்லாம்,O,pronoun meaning all
நிறைந்தும்,O,verb meaning being filled
உறழ்ந்தும்,O,verb meaning being different/various
நிமிர்ந்தும்,O,verb meaning spreading
தொடர்ந்தும்,O,verb meaning continuous
விடியல்,NATURE,dawn
வியல்,O,adjective meaning wide/broad
வானம்,NATURE,sky
போல,O,comparative particle meaning like
பொலியும்,O,verb meaning shining
நெடியாய்,PERSON,O lofty lord
நின்,O,pronoun meaning your
குன்றின்,MOUNTAIN,on the mountain
மிசை,O,postposition meaning on/upon
poem20,,
கடல்,WATERBODY,ocean
குறைபடுத்த,O,past participle meaning reduced
நீர்,WATERBODY,water
கல்,MOUNTAIN,stone/rock
குறைபட,O,verb meaning to be shattered
எறிந்து,O,verb meaning attacking
உடல்,O,noun meaning body
ஏறு,NATURE,thunder
உருமினம்,NATURE,thunder clouds
ஆர்ப்ப,O,verb meaning roaring
மலை,MOUNTAIN,mountain
மாலை,NATURE,evening/proper order
முற்றுபு,O,verb meaning surrounding
முற்றுபு,O,verb meaning surrounding
பெய்து,O,verb meaning pouring
சூல்,O,noun meaning pregnancy/fullness
முதிர்,O,adjective meaning mature/full
முகில்,NATURE,cloud
பொருது,O,verb meaning attacking
இகல்,O,noun meaning enmity
புலி,ANIMAL,tiger
போழ்ந்த,O,past participle meaning pierced/split
பூ,O,noun meaning speckled/beautiful
நுதல்,PERSON,forehead (of elephant)
எழில்,O,adjective meaning beautiful
யானைக்,ANIMAL,elephant's
குருதி,O,noun meaning blood
கோட்டு,ANIMAL,tusk
அழி,O,adjective meaning heavy
கறை,O,noun meaning stain
தெளி,O,verb meaning clear/wash
பெற,O,verb meaning to get
க்கழீஇயின்று,O,verb meaning washed (with expletive)
காலை,NATURE,morning
க்கடல்,WATERBODY,ocean
படிந்து,O,verb meaning removing/taking
காய்,O,adjective meaning hot/scorching
கதிரோன்,NATURE,sun
போய,O,past participle meaning went
வழி,O,noun meaning path/way
மாலை,NATURE,evening
மலை,MOUNTAIN,mountain
மணந்து,O,verb meaning joining
மண்,PLACE,earth/land
துயின்ற,O,past participle meaning sleeping
கங்குலான்,NATURE,at night
வான்,NATURE,sky
ஆற்றும்,O,verb meaning pouring
மழை,NATURE,rain
தலைஇ,O,verb meaning causing (with expletive)
மரன்,PLANT,tree
ஆற்றும்,O,verb meaning many/abundant
மலர்,FLOWER,flower
நாற்றம்,O,noun meaning fragrance
தேன்,FOOD,honey
ஆற்றும்,O,verb meaning many/abundant
மலர்,FLOWER,flower
நாற்றம்,O,noun meaning fragrance
செறு,FIELD,field
வெயில்,NATURE,sun/heat
உறு,O,adjective meaning great/much
கால,NATURE,wind/season
கான்,FOREST,forest
ஆற்றும்,O,verb meaning many/abundant
கார்,NATURE,rain
நாற்றம்,O,noun meaning fragrance
கொம்பு,PLANT,branch
உதிர்த்த,O,past participle meaning dropped/fallen
கனி,FRUIT,fruit
நாற்றம்,O,noun meaning fragrance
தான்,O,pronoun meaning itself
நாற்றம்,O,noun meaning fragrance
கலந்து,O,verb meaning mixing
உடன்,O,adverb meaning together
தழீஇ,O,verb meaning embracing/combining (with expletive)
வந்து,O,verb meaning coming
தரூஉம்,O,verb meaning giving (with expletive)
வையை,WATERBODY,Vaiyai
தன்,O,pronoun meaning its own
நாற்றம்,O,noun meaning fragrance
மீது,O,postposition meaning above/besides
தடம்,O,adjective meaning broad/wide
பொழில்,FOREST,grove
தான்,O,pronoun meaning itself
யாற்று,WATERBODY,of the river
வெந்நாற்று,O,noun meaning heat/fragrance from heat
வேசனை,O,noun meaning entering/pervading
நாற்றம்,O,noun meaning fragrance
குதுகுதுப்ப,O,verb meaning to be joyous
ஊர்,PLACE,village
ஊர்,PLACE,village
பறை,OBJECT,parai drum
ஒலி,O,noun meaning sound
கொண்டன்று,O,verb meaning took/was heard
உயர்,O,adjective meaning high/tall
மதிலில்,STRUCTURE,on the walls
நீர்,WATERBODY,water
ஊர்,O,verb meaning flowing
அரவத்தால்,O,noun meaning by the sound
துயில்,O,noun meaning sleep
உணர்பு,O,verb meaning waking
எழீஇ,O,verb meaning rising (with expletive)
திண்,O,adjective meaning strong/sturdy
தேர்ப்,VEHICLE,chariot
புரவி,ANIMAL,horse
வங்கம்,VEHICLE,wagon/boat-like cart
பூட்டவும்,O,verb meaning to hitch
வங்கப்,VEHICLE,wagon/boat-like
பாண்டியில்,ANIMAL,bulls/oxen
திண்,O,adjective meaning strong/sturdy
தேர்,VEHICLE,chariot
ஊரவும்,O,verb meaning to ride
வயமாப்,ANIMAL,strong elephants
பண்ணுந,O,verb meaning adorning/decorating
மதமாப்,ANIMAL,rutting elephants
பண்ணவும்,O,verb meaning adorning
கயமாப்,ANIMAL,elephants and horses
பேணிக்,O,verb meaning caring/adoring
கலவாது,O,negative verb meaning without mixing/without adorning
ஊரவும்,O,verb meaning to ride
மகளிர்,PERSON,women
கோதை,OBJECT,garland (of women)
மைந்தர்,PERSON,men
புனையவும்,O,verb meaning to wear/adorn
மைந்தர்,PERSON,men
தண்,O,adjective meaning cool
தார்,OBJECT,garland (of men)
மகளிர்,PERSON,women
பெய்யவும்,O,verb meaning to wear/place
முந்துறல்,O,verbal noun meaning hastening/rushing
விருப்பொடு,O,noun meaning with desire
முறை,O,noun meaning order/method
மறந்து,O,verb meaning forgetting
அணிந்தவர்,PERSON,those who adorned
ஆடுவார்,PERSON,those who play
பொய்தல்,STRUCTURE,little sand house (play)
அணி,O,adjective meaning beautiful
வண்டு,INSECT,bee
இமிர்,O,verb meaning humming
மணல்,PLACE,sand/sand dune
கோடு,PLACE,sand dune
ஏறு,O,adjective meaning raised/high
எருத்தத்து,O,noun meaning neck/raised part
இரும்,O,adjective meaning dark/abundant
புனலில்,WATERBODY,in the water
குறுகி,O,verb meaning approaching
மாட,STRUCTURE,mansion
மறுகின்,PLACE,street
மருவி,O,verb meaning reaching/joining
மறுகுற,O,verb meaning to be sad
கூடல்,PLACE,Koodal/Madurai
விழையும்,O,verb meaning loving/desiring
தகைத்து,O,predicate meaning is of that nature
தகை,O,adjective meaning beautiful/noble
வையை,WATERBODY,Vaiyai
புகை,O,noun meaning fragrant smoke
வகை,O,noun meaning kind/type
தைஇயினார்,O,verb meaning those who wore/used (with expletive)
பூங்கோதை,OBJECT,flower garland
நல்லார்,PERSON,fine women
தகை,O,noun meaning beauty/fineness
வகை,O,noun meaning kind/type
தைஇயினார்,O,verb meaning those who wore/used (with expletive)
தார்,OBJECT,garland
வகை,O,noun meaning kind/type
வகை,O,noun meaning kind/type
தைஇயினார்,O,verb meaning those who wore/used (with expletive)
மாலை,OBJECT,garland
மிக,O,adverb meaning greatly/abundantly
மிக,O,adverb meaning greatly/abundantly
சூட்டும்,OBJECT,a kind of flower garland
கண்ணியும்,OBJECT,flower strand
மோட்டு,O,adjective meaning huge/big
வலையமும்,OBJECT,round flower strand
இயல்,O,noun meaning nature
அணி,O,noun meaning beauty/group
அணி,O,noun meaning beauty/group
நிற்ப,O,verb meaning standing/gathering
ஏறி,O,verb meaning climbing
அமர்,O,adjective meaning desirable/beautiful
பரப்பின்,O,noun meaning on the banks
அயல்,O,adverb meaning nearby/others
அயல்,O,adverb meaning nearby/others
அணி,O,noun meaning beauty/ornament
நோக்கி,O,verb meaning looking
ஆங்கு,O,adverb meaning there
ஆங்கு,O,adverb meaning there
வருபவர்,PERSON,those who come
இடு,O,adjective meaning placed/given
வளை,OBJECT,bangle
ஆரமோடு,OBJECT,with pearl necklace
ஈத்தான்,PERSON,the man who gave
உடனாக,O,verb meaning being there
கெடு,O,adjective meaning lost
வளை,OBJECT,bangle
பூண்டவள்,PERSON,the woman who wore
மேனியில்,PERSON,on the body/hands
கண்டு,O,verb meaning seeing
நொந்து,O,verb meaning being sad
அவள்,PERSON,that woman
மாற்றாள்,PERSON,the other woman/concubine
இவள்,PERSON,this woman
என,O,quotative particle meaning thus
நோக்க,O,verb meaning to see/to look
தந்த,O,past participle meaning gave
கள்வன்,PERSON,thief
சமழ்ப்பு,O,noun meaning shame
முகம்,PERSON,face
காண்மின்,O,verb meaning see/look (plural imperative)
செருச்,NATURE,battle/war
செய்த,O,past participle meaning made/done
வாளி,WEAPON,arrow
சீற்றத்தவை,O,adjective meaning angry/filled with rage
அன்ன,O,adjective meaning like/resembling
நேர்,O,adjective meaning like/petal-like
இதழ்,FLOWER,petal
உண்கணார்,PERSON,women with kohl-rimmed eyes
நிரை,O,noun meaning crowd
காடாக,O,noun meaning as a forest
ஓடி,O,verb meaning running
ஒளித்து,O,verb meaning hiding
ஒய்ய,O,adverb meaning fast/quickly
ப்போவாள்,PERSON,woman who goes
நிலை,O,noun meaning state/situation
காண்மின்,O,verb meaning see/look (plural imperative)
என,O,quotative particle meaning thus
ஆங்கு,O,adverb meaning there
ஒய்ய,O,adverb meaning fast/quickly
ப்போவாளை,PERSON,to the woman who goes
உறழ்ந்தோள்,PERSON,different woman/other woman
இவ்,O,pronoun meaning this
வாண்ணுதல்,PERSON,woman with bright forehead
வையை,WATERBODY,Vaiyai
மடுத்தால்,WATERBODY,if entering/reaching
கடல்,WATERBODY,ocean
என,O,quotative particle meaning thus
தெய்ய,O,expletive
நெறி,O,adjective meaning straight/sandy
மணல்,PLACE,sand
நேடினர்,PERSON,those who searched
செல்ல,O,verb meaning to go/to follow
சொல்,O,noun meaning word
ஏற்று,O,verb meaning taking/receiving
செறி,O,adjective meaning dense/thick
நிரைப்,O,noun meaning crowd
பெண்,PERSON,woman
வல்,O,adverb meaning greatly
உறழ்பு,O,verb meaning differing/opposing
யாது,O,interrogative pronoun meaning what
தொடர்பு,O,noun meaning relationship/connection
என்ன,O,verb meaning asking
மறலினாள்,O,verb meaning she asked in anger
மாற்றாள்,PERSON,other woman
மகள்,PERSON,daughter/woman
வாய்,PERSON,mouth
வாளா,O,adverb meaning without speaking
நின்றாள்,O,verb meaning she stood
செறி,O,adjective meaning close/well-set
நகை,PERSON,teeth
சித்தம்,O,noun meaning mind/state
திகைத்து,O,verb meaning shocked/confused
ஆயத்து,PERSON,of the group/friends
ஒருத்தி,PERSON,one woman
அவளை,PERSON,to her (concubine)
அமர்,O,adjective meaning beautiful/desirable
காமம்,O,noun meaning love
மாயப்,O,adjective meaning deceptive/false
பொய்,O,noun meaning lie
கூட்டி,O,verb meaning joining/confusing
மயக்கும்,O,verb meaning confusing
விலைக்,PROFESSION,for sale/bought
கணிகை,PERSON,courtesan/woman for sale
பெண்மைப்,O,noun meaning womanhood/femininity
பொதுமைப்,O,noun meaning common/public
பிணையிலி,PERSON,O one not attached to one man
ஐம்புலத்தை,O,noun meaning five senses
துற்றுவ,O,verb meaning enjoying/tasting
துற்றும்,O,verb meaning enjoying
துணை,O,adjective meaning two/pair
இதழ்,PERSON,lips
வாய்த்,PERSON,mouth
தொட்டி,OBJECT,trough (pig trough)
முற்றா,O,negative adjective meaning not mature/not aged
நறு,O,adjective meaning fragrant
நறா,FOOD,liquor/alcohol
மொய்,O,adjective meaning abundant/thick
புனல்,WATERBODY,water/liquor
அட்டி,O,verb meaning pouring
காரிகை,O,noun meaning beauty
நீர்,WATERBODY,water
ஏர்,WEAPON,plow
வயல்,FIELD,field
காமக்,O,noun meaning love/carnal
களி,O,noun meaning pleasure/joy
நாஞ்சில்,WEAPON,plow
மூரி,O,adjective meaning strong/vigorous
தவிர,O,verb meaning not being idle
முடுக்கு,O,verb meaning plowing repeatedly
முது,O,adjective meaning old/ancient
சாடி,FIELD,furrow
மட,O,adjective meaning delicate/naive
மதர்,O,adjective meaning luscious/beautiful
உண்கண்,PERSON,kohl-rimmed eyes
கயிறாக,OBJECT,as ropes
வைத்து,O,verb meaning placing/using
தட,O,adjective meaning curved/large
மென்,O,adjective meaning delicate/soft
தோள்,PERSON,arms/shoulders
தொட்டு,O,verb meaning touching
தகைத்து,O,verb meaning blocking
மட,O,adjective meaning delicate
விரலால்,PERSON,with fingers
இட்டார்க்கு,PERSON,to those who give
யாழ்,OBJECT,yāzh
ஆர்த்தும்,O,verb meaning entertaining/playing
பாணியில்,O,noun meaning at that time
எம்,O,pronoun meaning our
இழையை,OBJECT,jewels
த்தொட்டு,O,verb meaning touching/using
ஆர்த்தும்,O,verb meaning enjoying
இன்பத்,O,noun meaning pleasure/happiness
துறைப்,WATERBODY,shore
பொதுவி,PERSON,O common woman
கெட்டதை,O,past participle meaning one that got lost/escaped control
பொய்தல்,STRUCTURE,little sand house (play)
மகளிர்,PERSON,women
கண்,PERSON,eye
காண,O,verb meaning to see
இகுத்தந்து,O,verb meaning bringing with lowered head
இவ்,O,pronoun meaning this
வையைத்,WATERBODY,Vaiyai
தொழுவத்து,STRUCTURE,cattle shed
தந்து,O,verb meaning bringing
வடித்து,O,verb meaning hitting
இடித்து,O,verb meaning whipping
மத்திகை,OBJECT,whip (garland)
மாலையா,OBJECT,as a garland
மோதி,O,verb meaning beating
அவையத்து,PLACE,in the common place
தொடர்ந்தேம்,O,verb meaning we followed
எருது,ANIMAL,ox
தொழில்,O,noun meaning work
செய்யாது,O,negative verb meaning not doing
ஓட,O,verb meaning to run away
விடும்,O,verb meaning releasing/letting go
கடன்,O,noun meaning duty
வேளாளர்க்கு,PROFESSION,to farmers
இன்று,O,negative verb meaning is not
படர்ந்து,O,verb meaning going/spreading
யாம்,PERSON,we
தன்,PERSON,her (wife's)
மார்பம்,PERSON,chest
தண்டம்,O,noun meaning punishment
தரும்,O,verb meaning gives
ஆரத்தாள்,PERSON,woman with pearl necklace
மார்பும்,PERSON,chest
நின்,O,pronoun meaning your
மார்பும்,PERSON,chest
ஓர்,O,adverb meaning together/same
ஒத்த,O,past participle meaning similar
நீர்மைய,O,noun meaning nature
கொல்,O,interrogative particle meaning (with expletive)
என்னா,O,verb meaning before uttering/saying
முன்,O,adverb meaning before
தேடினாள்,PERSON,woman who was searched
ஏச,O,verb meaning to utter angry words
சில,O,adjective meaning some
மகளிர்,PERSON,women
மற்று,O,conjunction meaning then/and
அதற்கு,O,pronoun meaning to that
ஊடினார்,O,verb meaning were upset/advised
வையையகத்து,WATERBODY,near Vaiyai river
சிந்திக்க,O,verb meaning thinking/meditating
தீரும்,O,verb meaning ends/removes
பிணியாள்,PERSON,virtuous woman
செறேற்க,O,negative verb meaning do not be angry
மைந்து,O,adverb meaning in ignorance
உற்றாய்,O,verb meaning you expressed
வெஞ்சொல்,O,noun meaning harsh words
மட,O,adjective meaning delicate/naive
மயிற்,BIRD,peacock
சாயலை,PERSON,woman delicate like peacock
வந்திக்க,O,verb meaning to pay respects
வார்,O,verb meaning come (imperative)
என,O,quotative particle meaning thus
மனத்தக்க,O,adjective meaning mental (stays long)
நோய்,O,noun meaning torment/pain
இது,O,pronoun meaning this
வேற்றாரை,PERSON,enemies/strangers
வேற்றார்,PERSON,enemies/strangers
தொழுதல்,O,verbal noun meaning worshipping
இளிவரவு,O,noun meaning shame/disgrace
போற்றாய்,O,negative verb meaning you do not know
காண்,O,verb meaning see
அன்னை,PERSON,O mother
புரையோய்,PERSON,O esteemed one
புரை,O,noun meaning esteem/fault
இன்று,O,negative adverb meaning without
மாற்றாளை,PERSON,other woman
மாற்றாள்,PERSON,other woman
வரவு,O,noun meaning coming/honoring
அ,O, (missing text)
சொல்,O,noun meaning word
நல்லவை,O,adjective meaning good words
நாணாமல்,O,negative adverb meaning without shame
தந்து,O,verb meaning uttering
முழவின்,OBJECT,with mulavu drum
வருவாய்,O,verb meaning you come
நீ,PERSON,you
வாய்வாளா,O,negative verb meaning do not speak
எந்தை,PERSON,my father
எனக்கு,O,pronoun meaning to me
ஈத்த,O,past participle meaning gave
இடு,O,adjective meaning placed/given
வளை,OBJECT,bangle
ஆரப்,OBJECT,pearl necklace
பூண்,OBJECT,jewel/ornament
வந்த,O,past participle meaning came
வழி,O,noun meaning way/manner
நின்பால்,O,pronoun meaning to you
மாயக்,O,adjective meaning magic/deception
களவு,O,noun meaning theft/secret
அன்றேல்,O,negative conditional meaning if not
தந்தானை,PERSON,the man who gave
த்தந்தே,O,adverb meaning revealing/giving
தருக்கு,O,verb meaning be proud
மாலை,OBJECT,garland/jewels
அணிய,O,verb meaning to wear
விலை,O,noun meaning price
தந்தான்,PERSON,he gave
மாதர்,PERSON,O beautiful woman
நின்,O,pronoun meaning your
கால,PERSON,feet
சிலம்பும்,OBJECT,anklets
கழற்றுவான்,PERSON,he will remove
சால,O,adverb meaning greatly
அதிரல்,FLOWER,athiral flower (wild jasmine)
அம்,O,adjective meaning beautiful
கண்ணி,PERSON,O woman wearing athiral strand
நீ,PERSON,you
அன்பன்,PERSON,beloved
எற்கு,O,pronoun meaning to me
அன்பன்,PERSON,beloved
கதுவாய்,O,verb meaning seize/attack
அவன்,PERSON,he
கள்வன்,PERSON,thief
கள்வி,PERSON,thief (feminine)
நான்,PERSON,I
அல்லேன்,O,negative verb meaning am not
என,O,quotative particle meaning thus
ஆங்கு,O,adverb meaning there
வச்சிய,O,adjective meaning enchanting
மானே,ANIMAL,O doe
மறலினை,O,verb meaning you quarrel
மாற்று,O,verb meaning end/stop
உமக்கு,PERSON,to you
நச்சினார்,PERSON,those who love/desire
ஈபவை,O,verbal noun meaning gifts given
நாடு,PLACE,country/land
அறிய,O,verb meaning to know
நும்மவே,O,pronoun with expletive meaning yours
சேக்கை,O,noun meaning bed/union
இனியார்,PERSON,those who are sweet
பால்,O,postposition meaning towards
செல்வான்,PERSON,husband who goes
மனையாளால்,PERSON,by the wife
காக்கை,O,verb meaning protecting
கடிந்து,O,verb meaning stopping
ஒழுகல்,O,verbal noun meaning behaving/acting
கூடுமோ,O,interrogative verb meaning is it possible
கூடா,O,negative verb meaning cannot
தகவுடை,O,adjective meaning respectful/virtuous
மங்கையர்,PERSON,women
சான்றாண்மை,O,noun meaning nobility
சான்றார்,PERSON,honorable women
இகழினும்,O,conditional verb meaning even if slighted/put down
கேள்வரை,PERSON,husbands
ஏத்தி,O,verb meaning praising
இறைஞ்சுவார்,PERSON,they bow/honor
நிகழ்வது,O,verbal noun meaning what is happening
அறியாது,O,negative verb meaning not understanding
நில்லு,O,verb meaning stop/calm down
நீ,PERSON,you
நல்லாய்,PERSON,O good woman
மகளிரை,PERSON,women/pretty women
மைந்துற்று,O,verb meaning infatuated/attracted
அமர்பு,O,verb meaning desiring
உற்ற,O,past participle meaning having
மைந்தர்,PERSON,men
அகலம்,PERSON,chest
கடிகுவேம்,O,verb meaning we will not embrace
என்பவை,O,verbal noun meaning saying
யார்க்கானும்,PERSON,for anybody
முடி,O,verb meaning possible/end
பொருள்,O,noun meaning thing/matter
அன்று,O,negative verb meaning is not
முனியல்,O,negative verb meaning do not be angry
முனியல்,O,negative verb meaning do not be angry
கடவரை,O,noun meaning limit/boundary
நிற்குமோ,O,interrogative verb meaning will it stop
காமம்,O,noun meaning love
கொடி,PLANT,vine
இயலாய்,PERSON,O one who is like a vine
என,O,quotative particle meaning thus
ஆங்கு,O,adverb meaning there
