Word,Entity,Explanation
காமம்,O,noun meaning love
கலந்து,O,verb meaning mixing
கரை,STRUCTURE,shore/bank
வாங்கும்,O,verb meaning eroding/destroying
வெள்ளம்,WATERBODY,flood
தரும்,O,verb meaning giving
இப்,O,pronoun meaning this
புனல்,WATERBODY,water/flood
poem11,,
விரி,O,adjective meaning spreading
கதிர்,NATURE,ray
மதியமொடு,NATURE,with the moon
வியல்,O,adjective meaning wide/broad
விசும்பு,NATURE,sky
புணர்ப்ப,O,verb meaning together/joining
எரி,STAR,Karthikai (star)
சடை,STAR,Thiruvathirai (star)
எழில்,O,adjective meaning beautiful
வேழம்,STAR,Parani (star/Aries)
தலையென,PERSON,as the head/chief
க்கீழ்,O,postposition meaning below/down
இருந்து,O,verb meaning being/staying
தெரு,O,noun meaning path/way
இடைப்படுத்த,O,past participle meaning differentiated/separated
மூன்று,O,numeral meaning three
ஒன்பதிற்று,O,numeral meaning nine
இருக்கையுள்,O,noun meaning among the constellations
உருகெழு,O,adjective meaning bright/beautiful
வெள்ளி,STAR,Venus (star)
வந்து,O,verb meaning coming
ஏற்றியல்,STAR,Taurus constellation
சேர,O,verb meaning to join
வருடையைப்,STAR,Aries constellation
படிமகன்,STAR,Mars (planet)
வாய்ப்ப,O,verb meaning being in/being present
பொருள்,O,noun meaning meaning/knowledge
தெரி,O,adjective meaning discerning/analyzing
புந்தி,STAR,Mercury (planet)
மிதுனம்,STAR,Gemini constellation
பொருந்த,O,verb meaning to join/to be in
புலர்,O,verb meaning to dawn
விடியல்,NATURE,dawn/daybreak
அங்கி,STAR,Karthikai (star)
உயர்,O,verb meaning rising/being high
நிற்ப,O,verb meaning standing/being
அந்தணன்,STAR,Jupiter (planet)
பங்குவின்,STAR,Saturn's (planet)
இல்லத்து,STAR,houses (of Saturn)
துணைக்கு,STAR,to the twin houses
உப்பால்,O,preposition meaning beyond
எய்த,O,verb meaning reaching
இறை,PERSON,brother (Yama's brother - Saturn)
யமன்,DEITY,Yaman
வில்லின்,STAR,of the bow (Sagittarius constellation)
கடை,O,postposition meaning end/beyond
மகரம்,STAR,Capricorn/Pisces (constellation)
மேவ,O,verb meaning to join/to be in
பாம்பு,ANIMAL,snake
ஒல்லை,O,adverb meaning rapidly
மதியம்,NATURE,moon
மறையவரு,O,verb meaning to hide/to be eclipsed
நாளில்,NATURE,on the day
வாய்ந்த,O,past participle meaning fitting/occurring
பொதியில்,MOUNTAIN,Pothikai mountain
முனிவன்,STAR,star called Sage of Pothikai (Agasthiyar)
புரை,O,adverb meaning high/above
வரைக்,MOUNTAIN,mountain
கீறி,O,verb meaning going high/rising
மிதுனம்,STAR,Gemini constellation
அடைய,O,verb meaning to reach
விரி,O,adjective meaning spreading
கதிர்,NATURE,ray
வேனில்,NATURE,summer
எதிர்,O,preposition meaning after
வரவு,O,noun meaning arrival/coming
மாரி,NATURE,rain
இயைக,O,verb meaning may it happen
என,O,quotative particle meaning thus
இவ்,O,pronoun meaning this
ஆற்றால்,O,noun meaning by this way/tradition
புரை,O,adjective meaning tall/great
கெழு,O,adjective meaning having/possessing
சையம்,MOUNTAIN,Saiyam mountain
பொழி,O,verb meaning pouring
மழை,NATURE,rain
தாழ,O,verb meaning to fall/to come down
நெரிதரூஉம்,O,verb meaning flooding/overflowing (with expletive)
வையைப்,WATERBODY,Vaiyai
புனல்,WATERBODY,water/flood
வரையன,PLANT,mountain punnakam trees
புன்னாகமும்,PLANT,punnakam trees (Callophylum elatum)
கரையன,PLANT,shore trees
சுரபுன்னையும்,PLANT,surapunnai trees (Ochrocarpus longifolius)
வண்டு,INSECT,bee
அறைஇய,O,past participle meaning swarmed (with expletive)
சண்பக,PLANT,chempakam tree
நிரை,O,noun meaning row/line
தண்,O,adjective meaning cool
பதம்,O,noun meaning stage/state
மனை,PLANT,manai tree (clearing nut tree)
மாமரம்,PLANT,mango tree
வாள்வீரம்,PLANT,valveeram tree
சினை,PLANT,branch
வளர்,O,verb meaning growing
வேங்கை,PLANT,vengai tree (kino tree)
கணவிரி,FLOWER,red oleander flower
காந்தள்,FLOWER,kanthal flower (glory lily)
தாய,O,adjective meaning spread
தோன்றி,FLOWER,thondri flower (glory lily)
தீயென,NATURE,like fire/flame
மலரா,O,adverbial participle meaning blossoming
ஊதை,NATURE,wind
அவிழ்த்த,O,past participle meaning opened/loosened
உடை,O,adjective meaning broken
இதழ்,FLOWER,petal
ஒள்,O,adjective meaning bright
நீலம்,FLOWER,blue water lily/kuvalai
வேய்,PLANT,bamboo
பயில்,O,adjective meaning filled/abundant
சோலை,FOREST,grove
அருவி,WATERBALL,waterfall
தூர்த்தர,O,verb meaning to heap/to bring
ப்பாய்,O,adjective meaning leaping
திரை,WATERBODY,wave
உந்தி,O,verb meaning pushing/carrying
த்தருதலான்,O,verbal noun meaning since bringing
ஆய்,O,adjective meaning chosen/pretty
கோல்,O,noun meaning rod/stick
வயவர்,WARRIOR,strong men/workers
அரி,FLOWER,pretty/bright flower
மலர்த்,FLOWER,flower
துறை,WATERBODY,shore
என்கோ,O,verb meaning how can I describe (with expletive)
அரி,FLOWER,pretty/bright
மலர்,FLOWER,flower
மீப்,O,postposition meaning on/upon
போர்வை,CLOTHING,blanket/garment
ஆரம்,OBJECT,pearl strand
தாழ்,O,verb meaning hanging
மார்பின்,PERSON,on the chest
திரை,WATERBODY,wave
நுரை,WATERBODY,foam
மென்,O,adjective meaning soft/delicate
பொகுட்டு,FLOWER,seed vessel/bud
தேம்,FOOD,honey
மண,O,adjective meaning fragrant
சாந்தின்,OBJECT,with sandal paste
அரிவையது,PERSON,of a young woman
தானை,CLOTHING,garment (upper cloth)
என்கோ,O,verb meaning how can I describe (with expletive)
கள்,FOOD,liquor/alcohol
உண்ணூஉ,O,verb meaning drinking (with expletive)
ப்பருகு,O,verb meaning to drink
படி,O,noun meaning manner/way
மிடறு,O,noun meaning throat
என்கோ,O,verb meaning how can I describe (with expletive)
பெரிய,O,adjective meaning great/huge
திருமருத,WATERBODY,Thirumarutham (river)
நீர்ப்,WATERBODY,water
பூந்துறை,WATERBODY,flowery shore
ஆம்,O,verb meaning appearing/being (இடைக்குறை)
நாள்,NATURE,day
நிறை,O,adjective meaning full
மதி,NATURE,moon
அலர்தரு,O,verb meaning growing/increasing
பக்கம்,O,noun meaning side/half
போல்,O,comparative particle meaning like
நாளின்,NATURE,day by day
நாளின்,NATURE,day by day
நளி,O,adjective meaning dense/thick
வரைச்,MOUNTAIN,mountain
சிலம்பு,MOUNTAIN,slopes
தொட்டு,O,verb meaning starting from
நிலவுப்,NATURE,moonlight
பரந்தாங்கு,O,verb meaning like spreading
நீர்,WATERBODY,water
நிலம்,PLACE,land
பரப்பி,O,verb meaning spreading
உலகு,PLACE,world
பயம்,O,noun meaning benefit/good
பகர,O,verb meaning to give
ஓம்பு,O,verb meaning protecting
பெரும்,O,adjective meaning great/large
பக்கம்,O,noun meaning side (full moon side)
வழியது,O,adjective meaning the other/receding
பக்கத்து,O,noun meaning side
அமரர்,DEITY,celestials/gods
உண்டி,FOOD,food
மதி,NATURE,moon
நிறைவு,O,noun meaning fullness
அழிவதின்,O,verbal noun meaning like shrinking
வரவு,O,noun meaning arrival/coming
சுருங்க,O,verb meaning to shrink/to recede
எண்,O,numeral meaning eight
மதி,NATURE,moon (8th day)
நிறை,O,adjective meaning full
உவா,NATURE,full moon
இருள்,NATURE,dark
மதி,NATURE,moon (new moon)
போல,O,comparative particle meaning like
நாள்,NATURE,day
குறைபடுதல்,O,verbal noun meaning receding/becoming less
காணுநர்,PERSON,those who see
யாரே,PERSON,who (with expletive)
சேண்,O,adverb meaning far/distant
இகந்து,O,verb meaning crossing/coming from
கல்,MOUNTAIN,mountain/rock
ஊர்ந்த,O,past participle meaning flowing through
மாண்,O,adjective meaning splendid/beautiful
இழை,OBJECT,jewels
வையை,WATERBODY,Vaiyai
வய,O,adverb meaning forcefully/strongly
த்தணிந்து,O,verb meaning reducing/calming
ஏகு,O,verb meaning go
நின்,O,pronoun meaning your
யாணர்,O,noun meaning wealth/prosperity
இறுநாள்,NATURE,both seasons/times
பெற,O,verb meaning to obtain
மா,O,adjective meaning great/fine
மயில்,BIRD,peacock
அன்னார்,PERSON,those like (women)
மறையில்,O,adverb meaning secretly
புணர்,O,verb meaning uniting
மைந்தர்,PERSON,men/lovers
காமம்,O,noun meaning love/desire
கள,O,adverb meaning secretly/clandestinely
விட்டு,O,verb meaning abandoning
கைகொள்,O,adjective meaning lowly/inferior
கற்பு,O,noun meaning virtue/chastity
உற்றென,O,verb meaning like attaining/accepting
மல்லல்,O,adjective meaning abundant/overflowing
புனல்,WATERBODY,water/flood
வையை,WATERBODY,Vaiyai
மா,O,adjective meaning great/huge
மலை,MOUNTAIN,mountain
விட்டு,O,verb meaning leaving
இருத்தல்,PLACE,house (of the lord - ocean)
இல்லத்து,PLACE,in the house
நீ,PERSON,you
தனிச்,O,adverb meaning alone
சேறல்,O,negative imperative meaning do not go
இளிவரல்,O,noun meaning disgrace/shame
என,O,quotative particle meaning thus
ஆங்கு,O,adverb meaning there (expletive)
கடை,O,noun meaning end/limit
அழிய,O,verb meaning without end
நீண்டு,O,verb meaning long
அகன்ற,O,past participle meaning wide
கண்ணாளை,PERSON,woman with eyes
க்காளை,PERSON,young man
படையொடும்,WEAPON,with weapons
கொண்டு,O,verb meaning taking
பெயர்வானை,PERSON,to the man who leaves
ச்சுற்றம்,PERSON,family/relatives
இடை,O,postposition meaning in the middle/on the path
நெறித்,O,noun meaning on the path
தாக்குற்றது,O,verb meaning intercepted/attacked
ஏய்ப்ப,O,verb meaning like resembling
அடல்,O,verb meaning attacking/intercepting
மதுரை,PLACE,Madurai
ஆடற்கு,O,verbal noun meaning to bathe
நீர்,WATERBODY,water
அமைந்தது,O,verb meaning is suitable
யாறு,WATERBODY,river
poem12,,
வளி,NATURE,wind/air
பொரு,O,verb meaning attacking
மின்னொடு,NATURE,with lightning
வான்,NATURE,sky
இருள்,NATURE,darkness
பரப்பி,O,verb meaning spreading
விளிவு,O,noun meaning break/end
இன்று,O,negative adverb meaning without
கிளையொடு,O,noun meaning with crowd/group
மேன்,O,adjective meaning western/tall
மலை,MOUNTAIN,mountain
முற்றி,O,verb meaning surrounding
தளி,NATURE,rain
பொழி,O,verb meaning pouring
சாரல்,MOUNTAIN,mountain slopes
ததர்,O,adjective meaning clustered
மலர்,FLOWER,flower
தாஅய்,O,verb meaning dispersed (with expletive)
ஒளி,NATURE,light/brightness
திகழ்,O,adjective meaning shining
உத்தி,O,noun meaning spots/markings
உருகெழு,O,adjective meaning fierce/terrible
நாகம்,PLANT,nakam tree (Laurel tree)
அகரு,PLANT,akil tree (eaglewood)
வழை,PLANT,valai tree (surapunnai)
ஞெமை,PLANT,gnemai tree
ஆரம்,PLANT,sandal tree
இனைய,O,verb meaning to be hurt/to suffer
தகரமும்,PLANT,thakaram tree (Tabernae montana)
ஞாழலும்,PLANT,gnalal tree (Cassia sophera)
தாரமும்,PLANT,tharam tree (Thevatharam tree)
தாங்கி,O,verb meaning carrying
நளி,O,adjective meaning dense/vast
கடல்,WATERBODY,ocean
முன்னியது,O,verb meaning like approaching
போலும்,O,verb meaning like resembling
தீம்,O,adjective meaning sweet
நீர்,WATERBODY,water
வளிவரல்,NATURE,blowing wind
வையை,WATERBODY,Vaiyai
வரவு,O,noun meaning arrival/coming
வந்து,O,verb meaning coming
மதுரை,PLACE,Madurai
மதில்,STRUCTURE,wall
பொரூஉம்,O,verb meaning attacking/crashing (with expletive)
வான்,NATURE,sky/white
மலர்,FLOWER,flower
தாஅய்,O,verb meaning carrying (with expletive)
அம்,O,adjective meaning beautiful
தண்,O,adjective meaning cool
புனல்,WATERBODY,water/flood
வையை,WATERBODY,Vaiyai
யாறு,WATERBODY,river
என,O,quotative particle meaning thus
க்கேட்டு,O,verb meaning hearing
மின்,NATURE,lightning
அவிர்,O,adjective meaning bright/shining
ஒளி,NATURE,light/radiance
இழை,OBJECT,jewels
வேயுமோரும்,PERSON,those who wear
பொன்,O,noun meaning gold
அடர்ப்,O,adjective meaning abundant/thick
பூம்,FLOWER,flower
புனை,O,adjective meaning adorned/beautiful
திருத்துவோரும்,PERSON,those who wear/adorn
அகில்,PLANT,akil wood
கெழு,O,adjective meaning having/with
சாந்தம்,OBJECT,sandal paste
மாற்றி,O,verb meaning removing
ஆற்ற,O,adverb meaning abundantly/greatly
ப்புகை,OBJECT,fragrant smoke (akil)
கெழு,O,adjective meaning having/with
சாந்தம்,OBJECT,sandal paste
பூசுவோரும்,PERSON,those who apply/smear
கார்,NATURE,rain cloud
கொள்,O,verb meaning having/taking
கூந்தல்,PERSON,hair
கதுப்பு,PERSON,hair (women's)
அமைப்போரும்,PERSON,those who adorn/tie
வேர்,PLANT,root
பிணி,O,verb meaning tying
பல்,O,adjective meaning many
மலர்,FLOWER,flower
வேயுமோரும்,PERSON,those who wear/adorn
புட்டகம்,CLOTHING,sari
பொருந்துவ,O,adjective meaning perfect/fitting
புனைகுவோரும்,PERSON,those who wear
கட்டிய,O,past participle meaning tied/made
கயில்,OBJECT,necklace strand
அணி,O,noun meaning decoration/beauty
காழ்,O,noun meaning thread/string
கொள்வோரும்,PERSON,those who take/wear
வாச,O,adjective meaning fragrant
நறு,O,adjective meaning fragrant
நெய்,O,noun meaning oil/ghee
ஆடி,O,verb meaning bathing/applying
வான்,O,adjective meaning fine/pure
துகள்,O,noun meaning powder
மாசு,O,noun meaning dirt/blemish
அற,O,adverb meaning without/removing
க்கண்ணடி,OBJECT,mirror
வயக்கி,O,verb meaning cleaning/polishing
வண்ணமும்,O,noun meaning color/beauty
தேசும்,O,noun meaning brightness/luster
ஒளியும்,NATURE,light/radiance
திகழ,O,verb meaning to shine
நோக்கி,O,verb meaning looking
வாச,O,adjective meaning fragrant
மண,O,adjective meaning fragrant
த்துவர்வாய்,FOOD,betelnut (in red mouth)
கொள்வோரும்,PERSON,those who take/eat
இடு,O,adjective meaning placed/made
புணர்,O,adjective meaning joined/perfect
வளையொடு,OBJECT,with bangles
தொடு,O,adjective meaning touching/wearing
தோள்,PERSON,arms
வளையர்,PERSON,those with bangles/armlets
கட்டுவடக்,OBJECT,chains
கழலினர்,OBJECT,those with toe rings/anklets
மட்டு,FOOD,honey
மாலையர்,OBJECT,those with honey-dripping garlands
ஓசனை,O,noun meaning distance (about 4 miles)
கமழும்,O,verb meaning being fragrant
வாச,O,adjective meaning fragrant
மேனியர்,PERSON,those with bodies
மட,O,adjective meaning delicate/gentle
மா,ANIMAL,horse
மிசையோர்,PERSON,those on top (of horses)
பிடிமேல்,ANIMAL,on female elephants
அன்னப்,BIRD,swan/goose
பெரும்,O,adjective meaning great/large
பெடை,BIRD,female bird/hen
அனையோர்,PERSON,those like that
கடு,O,adjective meaning rapid/fast
மா,ANIMAL,horse
கடவுவோரும்,PERSON,those who ride/drive
களிறு,ANIMAL,male elephant
மேல்,O,postposition meaning on/upon
கொள்வோரும்,PERSON,those who take/mount
வடி,O,adjective meaning clear/lovely
மணி,OBJECT,bell
நெடுந்தேர்,VEHICLE,tall chariot
மா,ANIMAL,horse
முள்,OBJECT,sharp rod/goad
பாய்க்குநரும்,PERSON,those who goad/poke
விரைபு,O,adverb meaning rapidly
விரைபு,O,adverb meaning rapidly
மிகை,O,adverb meaning greatly/very
மிகை,O,adverb meaning greatly/very
ஈண்டி,O,verb meaning gathering/approaching
ஆடல்,O,noun meaning playing/bathing
தலைத்தலை,O,adverb meaning everywhere/repeatedly
சிறப்ப,O,verb meaning to be excellent
கூடல்,PLACE,Koodal/Madurai
உரைதர,O,verb meaning to praise/to speak
வந்தன்று,O,verb meaning came
வையை,WATERBODY,Vaiyai
நீர்,WATERBODY,water
வையைக்,WATERBODY,Vaiyai's
கரை,STRUCTURE,shore/bank
தர,O,verb meaning to bring/to reach
வந்தன்று,O,verb meaning came
காண்பவர்,PERSON,those who see/spectators
ஈட்டம்,O,noun meaning crowd/gathering
நிவந்தது,O,verb meaning rose/rose high
நீத்தம்,WATERBODY,flood water
கரை,STRUCTURE,shore/bank
மேலா,O,adverb meaning above (with expletive)
நீத்தம்,WATERBODY,flood water
கவர்ந்தது,O,verb meaning seized/attracted
போலும்,O,verb meaning like resembling
காண்பவர்,PERSON,those who see
காதல்,O,noun meaning love/desire
முன்,O,adjective meaning front/prior
துறை,WATERBODY,shore
நிறை,O,adjective meaning full/abundant
அணி,O,noun meaning beauty/group
நின்றவர்,PERSON,those who stood
மொழிமொழி,O,noun meaning word by word/speech
ஒன்று,O,adjective meaning one/same
அல,O,negative verb meaning not/not same
பல,O,adjective meaning many
பல,O,adjective meaning many
உடன்,O,adverb meaning together
எழுந்தன்று,O,verb meaning arose/were spoken
அவை,O,pronoun meaning they/those
எல்லாம்,O,pronoun meaning all/everything
தெரிய,O,verb meaning to know/clearly
க்கேட்குநர்,PERSON,those who hear/listen
யார்,PERSON,who
அவை,O,pronoun meaning they/those
கில்லா,O,negative adjective meaning not possible/not discernable
கேள்வி,O,noun meaning hearing/words
கேட்டன,O,verb meaning heard
சில,O,adjective meaning a few
சில,O,adjective meaning a few
ஒத்த,O,adjective meaning suitable/matching
குழலின்,OBJECT,flute's
ஒலி,O,noun meaning sound
எழ,O,verb meaning to rise
முழவு,OBJECT,mulavu drum
இமிழ,O,verb meaning to sound/roar
மத்தரி,OBJECT,mathari (drum)
தடாரி,OBJECT,thadari (drum)
தண்ணுமை,OBJECT,thannumai (drum)
மகுளி,OBJECT,makuli (drum)
ஒத்து,O,verb meaning together/matching
அளந்து,O,verb meaning measuring/keeping time
சீர்,O,noun meaning rhythm/beat
தூக்கி,O,verb meaning lifting/keeping
ஒருவர்,PERSON,one person
பிற்படார்,O,negative verb meaning not falling behind
நித்தம்,O,noun meaning dance
திகழும்,O,verb meaning flourishing/shining
நேர்,O,adjective meaning straight/perfect
இறை,O,adjective meaning joint/beautiful
முன்கையால்,PERSON,with forearms/wrists
அத்,O,pronoun meaning that
தக,O,adverb meaning esteemed/fitting
அரிவையார்,PERSON,young women
அளத்தல்,O,noun meaning rhythm/dance
காண்மின்,O,verb meaning see/look (plural imperative)
