தந்து,O,verb meaning bringing
நிறை,NATURE,abundant
பெயல்,NATURE,rain
அறியாக்,O,verb meaning does not know
குறை,O,adjective meaning little
ஊண்,FOOD,food
அல்லில்,NATURE,at night
துவர்,O,adjective meaning red
செய்,O,verb meaning dyed
ஆடை,CLOTHING,clothing
செந்தொடை,WEAPON,with fine arrows
மறவர்,WARRIOR,wasteland bandits
அதர்,PATH,path
பார்த்து,O,verb meaning looking for
அல்கும்,O,verb meaning approach
அஞ்சுவரு,O,adjective meaning fearful
நெறியிடை,PATH,on the paths
இறப்ப,O,verb meaning to pass
எண்ணுவர்,O,verb meaning if he desires
அவர்,PERSON,he
எனின்,O,conjunction meaning if
மறுத்தல்,O,verb meaning to deny him
வல்லுவம்,O,verb meaning will I have the strength
கொல்லோ,O,particle implying doubt
மெல்லியல்,PERSON,oh delicate friend
நாம்,O,pronoun meaning I
என,O,conjunction meaning that
விம்முறு,O,adjective meaning sobbing
கிளவியள்,PERSON,she who utters words
என்,O,pronoun meaning my
முகம்,O,face
நோக்கி,O,verb meaning looking at
நல்,O,adjective meaning fine
அக,O,chest
வன,O,adjective meaning lovely
முலை,O,breasts
கரை,O,ends
சேர்பு,O,verb meaning reaching
மல்கு,WATERBODY,full
புனல்,WATERBODY,stream
பரந்த,O,verb meaning spread
மலர்,FLOWER,flower
ஏர்,O,like
கண்ணே,O,eyes
**Poem 34**,,
கடவுள்,DEITY,gods
கற்சுனை,WATERBODY,mountain springs
அடை,PLANT,leaves
இறந்து,O,verb meaning pushing aside
அவிழ்ந்த,FLOWER,blossomed
பறியாக்,FLOWER,not plucked
குவளை,FLOWER,blue waterlilies
மலரொடு,FLOWER,with flowers
காந்தள்,FLOWER,glory lilies
குருதி,COLOR,blood color
ஒண்,FLOWER,bright
பூ,FLOWER,flowers
உருகெழ,O,adjective meaning very well
கட்டி,O,verb meaning tying
பெருவரை,MOUNTAIN,tall mountain
அடுக்கம்,MOUNTAIN,ranges
பொற்ப,O,verb meaning to brighten
சூர்மகள்,DEITY,mountain goddess
அருவி,WATERBODY,waterfalls
இன்,O,adjective meaning sweet
இயத்து,OBJECT,instruments
ஆடும்,O,verb meaning dances
நாடன்,PERSON,the man from the country
மார்புதர,O,verb meaning embracing
வந்த,O,verb meaning came
படர்,O,noun meaning sorrow
மலி,O,adjective meaning great
அரு,O,adjective meaning difficult
நோய்,O,disease
நின்,O,pronoun meaning your
அணங்கு,DEITY,anger
அன்மை,O,not being
அறிந்தும்,O,verb meaning even after knowing
அண்ணாந்து,O,adverb meaning with lifted head
கார்,NATURE,rainy season
நறும்,O,adjective meaning fragrant
கடம்பின்,FLOWER,kadampam
கண்ணி,OBJECT,garland
சூடி,O,verb meaning wearing
வேலன்,PROFESSION,velan priest
வேண்ட,O,verb meaning inviting
வெறிமனை,STRUCTURE,veriyattam ritual house
வந்தோய்,DEITY,you who came
கடவுள்,DEITY,god
ஆயினும்,O,conjunction meaning even if
ஆக,O,verb meaning is
மடவை,O,adjective meaning ignorant
மன்ற,O,particle implying certainty
வாழிய,O,expletive particle
முருகே,DEITY,oh Murukan
**Poem 35**,,
பொங்கு,WATERBODY,overflowing
திரை,WATERBODY,waves
பொருத,O,verb meaning crashing
வார்,O,adjective meaning long
மணல்,LANDFORM,sand
அடைகரை,WATERBODY,shore
புன்கால்,PLANT,thin stemmed
நாவல்,FRUIT,naval fruit
பொதிப்,O,adjective meaning fleshy
புற,O,sides
இருங்கனி,FRUIT,black fruit
கிளை,INSECT,bee
செத்து,O,verb meaning thinking it was another bee
மொய்த்த,O,verb meaning swarmed
தும்பி,INSECT,bee
பழம்,FRUIT,fruit
செத்து,O,verb meaning thinking it was a fruit
பல்கால்,ANIMAL,with many legs
அலவன்,ANIMAL,crab
கொண்ட,O,verb meaning seized
கோட்கு,O,for seizing
அசாந்து,O,verb meaning saddened
கொள்ளா,O,verb meaning escaping
நரம்பின்,OBJECT,like lute music
இமிரும்,O,verb meaning buzzing
பூசல்,NATURE,uproar
இரை,FOOD,food
தேர்,O,verb meaning searching for
நாரை,BIRD,stork
எய்தி,O,verb meaning reaching
விடுக்கும்,O,verb meaning releases
துறை,WATERBODY,port
கெழு,O,adjective meaning with
மரந்தை,STRUCTURE,Maranthai city
அன்ன,O,like
இவள்,O,pronoun meaning her
நலம்,O,beauty
பண்டும்,O,in the past
இற்றே,O,verb meaning like it was
கண்டிசின்,O,verb meaning look at her
தெய்ய,O,expletive particle
உழையின்,O,adverb meaning not moving away from
போகாது,O,verb meaning not moving away
அளிப்பினும்,O,verb meaning even though he showered graces
சிறிய,O,adverb meaning a little bit
ஞெகிழ்ந்த,O,verb meaning released
கவின்,O,noun meaning beauty
நலம்,O,noun meaning virtue
கொல்லோ,O,particle implying doubt
மகிழ்ந்தோர்,PERSON,those who drink
கள்,FOOD,liquor
களி,O,delight
செருக்கத்து,O,intoxication
அன்ன,O,like
காமம்,O,love
கொல்,O,particle implying doubt
இவள்,O,pronoun meaning her
கண்,O,eyes
பசந்ததுவே,O,verb meaning became pale
**Poem 36**,,
குறுங்கை,ANIMAL,with short front legs
இரும்புலி,ANIMAL,big tiger
கோள்,O,adjective meaning murderous
வல்,O,adjective meaning strong
ஏற்றை,ANIMAL,male
பூ,O,adjective meaning beautiful
நுதல்,ANIMAL,forehead
இரும்,ANIMAL,dark
பிடி,ANIMAL,female elephant
புலம்ப,O,verb meaning to be distressed
தாக்கி,O,verb meaning attacked
தாழ்,WATERBODY,deep or shallow
நீர்,WATERBODY,water
நனந்தலை,PLACE,vast space
பெருங்களிறு,ANIMAL,huge male elephant
அடூஉம்,O,verb meaning killed
கல்,MOUNTAIN,with mountains
அக,MOUNTAIN,with mountains
வெற்பன்,PERSON,lord of the mountains
சொல்லின்,O,words
தேறி,O,verb meaning trusting
யாம்,O,pronoun meaning you
எம்,O,pronoun meaning your
நலன்,O,virtue
இழந்தனமே,O,verb meaning lost
யாமத்து,NATURE,at nights
அலர்வாய்ப்,PERSON,mouthy
பெண்டிர்,PERSON,women
அம்பலொடு,O,with gossip
ஒன்றி,O,verb meaning together
புரை,O,adjective meaning with nothing good
இல்,O,adjective meaning without
தீ,O,adjective meaning evil
மொழி,O,words
பயிற்றிய,O,verb meaning uttered
உரை,O,what they wanted to say
எடுத்து,O,verb meaning undertaking
ஆனா,O,adjective meaning non-stopping
கௌவைத்து,O,slander
ஆக,O,verb meaning that is uttered
தான்,O,pronoun meaning it
என்,O,pronoun meaning what
இழந்தது,O,verb meaning has it lost
இவ்,O,pronoun meaning this
அழுங்கல்,O,adjective meaning loud or uproarious
ஊரே,STRUCTURE,town
**Poem 37**,,
பிணங்கு,O,adjective meaning tangled
அரில்,PLANT,bushes
வாடிய,O,verb meaning dried
பழவிறல்,O,adjective meaning ancient and robust
நனந்தலை,PLACE,vast space
உணங்கு,O,adjective meaning dry
ஊண்,FOOD,grass
ஆயத்து,ANIMAL,of herds
ஓர்,O,adjective meaning one
ஆன்,ANIMAL,cow
தெள்,O,adjective meaning clear
மணி,OBJECT,bell
பைபய,O,adverb meaning very gently
இசைக்கும்,O,verb meaning rings
அத்தம்,DESERT,wasteland
வை,ANIMAL,sharp
எயிற்று,ANIMAL,with teeth
இவளொடும்,PERSON,with this young woman
செலினோ,O,verb meaning if you go
நன்றே,O,adjective meaning good
குவளை,FLOWER,blue waterlilies
நீர்,WATERBODY,water
சூழ்,O,verb meaning surrounded by
மா,O,adjective meaning dark
மலர்,FLOWER,flower
அன்ன,O,like
கண்,O,eyes
அழ,O,verb meaning crying
கலை,ANIMAL,male deer
ஒழி,O,verb meaning separated
பிணையின்,ANIMAL,like a doe
கலங்கி,O,verb meaning in distress
மாறி,O,verb meaning leaving
அன்பு,O,love
இலிர்,O,adjective meaning without kindness
அகறிர்,O,verb meaning if you leave
ஆயின்,O,conjunction meaning if
என்,O,pronoun meaning my
பரம்,O,noun meaning burden
ஆகுவது,O,verb meaning I cannot handle
அன்று,O,verb meaning is not
இவள்,O,pronoun meaning her
அவலம்,O,noun meaning distress
நாகத்து,ANIMAL,snakes
அணங்குடை,O,adjective meaning distressing
அருந்தலை,ANIMAL,fierce heads
உடலி,O,verb meaning enraged
வலன்,REGION,right side
ஏர்பு,O,verb meaning rising up
ஆர்கலி,NATURE,loud
நல்,O,adjective meaning fine
ஏறு,NATURE,thunder
திரிதரும்,O,verb meaning moving
கார்,NATURE,rainy season
செய்,O,verb meaning of
மாலை,NATURE,evening
வரூஉம்,O,verb meaning arrives
போழ்தே,NATURE,time
**Poem 38**,,
வேட்டம்,FISH,fishing
பொய்யாது,O,verb meaning not failing
வலை,OBJECT,nets
வளம்,WEALTH,abundance
சிறப்ப,O,verb meaning prospering
பாட்டம்,NATURE,rains
பொய்யாது,O,verb meaning not failing
பரதவர்,PROFESSION,fishermen
பகர,O,verb meaning sell
இரும்,O,adjective meaning dark
பனந்தீம்,FOOD,sweet palmyra
பிழி,FOOD,toddy
உண்போர்,PERSON,those who drink
மகிழும்,O,verb meaning are happy
ஆர்கலி,NATURE,loud sounds
யாணர்த்து,O,prosperous
ஆயினும்,O,conjunction meaning yet
தேர்,VEHICLE,chariot
கெழு,O,adjective meaning with
மெல்லம்புலம்பன்,PERSON,lord of the delicate shores
பிரியின்,O,verb meaning if he separates
புல்லென,O,adverb meaning dull or sad
புலம்பு,O,noun meaning loneliness
ஆகின்றே,O,verb meaning becomes
தோழி,PERSON,oh friend
கலங்கு,O,adjective meaning muddied
நீர்,WATERBODY,waters
கழி,WATERBODY,brackish water
சூழ்,O,verb meaning surrounded by
படப்பை,GARDEN,grove
காண்டவாயில்,STRUCTURE,Kandavayil town
ஒலி,O,adjective meaning flourishing
கா,O,adjective meaning mature
ஓலை,PLANT,palm fronds
முள்,PLANT,thorn
மிடை,O,adjective meaning dense
வேலி,STRUCTURE,fence
பெண்ணை,PLANT,palmyra trees
இவரும்,O,verb meaning growing tall
ஆங்கண்,PLACE,there
வெண்மணல்,LANDFORM,white sand
படப்பை,GARDEN,grove
எம்,O,pronoun meaning our
அழுங்கல்,O,adjective meaning slandering
ஊரே,STRUCTURE,town
**Poem 39**,,
சொல்லின்,O,verb meaning if I say
சொல்,O,words
எதிர்,O,in response
கொள்ளாய்,O,verb meaning you do not respond
யாழ,O,expletive particle
நின்,O,pronoun meaning your
திரு,O,adjective meaning beautiful
முகம்,O,face
இறைஞ்சி,O,verb meaning bending
நாணுதி,O,verb meaning you get shy
கதுமென,O,adverb meaning fast
காமம்,O,love
கைம்மிகின்,O,verb meaning if exceeds
தாங்குதல்,O,verb meaning to tolerate
எளிதோ,O,adjective meaning is it easy
கொடுங்கேழ்,O,adjective meaning curved bright
இரும்,O,adjective meaning big
புறம்,O,back
நடுங்க,O,verb meaning trembling
குத்தி,O,verb meaning stabbed
புலி,ANIMAL,tiger
விளையாடிய,O,verb meaning played with
புலவு,O,adjective meaning flesh smelling
நாறு,O,verb meaning stinking
வேழத்தின்,ANIMAL,elephant's
தலை,O,tips
மருப்பு,ANIMAL,tusks
ஏய்ப்ப,O,like
கடைமணி,O,sides of the eyes
சிவந்த,O,adjective meaning red
நின்,O,pronoun meaning your
கண்ணே,O,eyes
கதவ,O,verb meaning they are not the only ones
அல்ல,O,verb meaning are not
நண்ணார்,WARRIOR,enemies
அரண்தலை,STRUCTURE,with great protection
மதிலர்,O,who have fort walls
ஆகவும்,O,as one who went past
முரசு,OBJECT,drums
கொண்டு,O,verb meaning with
ஓம்பு,O,adjective meaning protected
அரண்,STRUCTURE,forts
கடந்த,WARRIOR,seized
அடு,WARFARE,murderous
போர்,WARFARE,battles
செழியன்,KING,Chezhiyan king
பெரும்,O,adjective meaning big
பெயர்,O,adjective meaning famous
கூடல்,STRUCTURE,Madurai city
அன்ன,O,like
நின்,O,pronoun meaning your
கரும்புடை,O,adjective meaning with sugarcane paintings
தோளும்,O,arms
உடையவால்,O,verb meaning they give me distress
அணங்கே,O,exclamation of distress
**Poem 40**,,
நெடுநா,OBJECT,long clappers
ஒள்,O,adjective meaning bright
மணி,OBJECT,bells
கடி,O,adjective meaning protected
மனை,STRUCTURE,house
இரட்ட,O,verb meaning ringing
குரை,O,adjective meaning rustling
இலைப்,PLANT,leaves or fronds
போகிய,O,verb meaning thatched with
விரவு,O,adjective meaning spread
மணல்,LANDFORM,sand
பந்தர்,STRUCTURE,pavilion
பெரும்பாண்,PROFESSION,leader of bards
காவல்,O,protection
பூண்டென,O,like afforded
ஒரு,O,adjective meaning one
சார்த்,PLACE,on one side
திருந்திழை,CLOTHING,with fine jewels
மகளிர்,PERSON,women
விரிச்சி,O,omen
நிற்ப,O,verb meaning stand waiting
வெறி,O,fragrance
உற,O,adverb meaning filled
விரிந்த,O,adjective meaning spread
அறுவை,CLOTHING,cloth
மெல்,O,adjective meaning soft
அணைப்,OBJECT,bed
புனிறு,O,recently delivered
நாறு,O,verb meaning fragrance
செவிலியொடு,PERSON,with foster mother
புதல்வன்,PERSON,son
துஞ்ச,O,verb meaning sleeps
ஐயவி,FOOD,white mustard paste
அணிந்த,O,verb meaning applied
நெய்யாட்டு,O,oiled bath
ஈரணி,CLOTHING,wet jewels
பசு,O,adjective meaning fresh
நெய்,FOOD,oil or ghee
கூர்ந்த,O,verb meaning applied
மென்மை,O,adjective meaning delicate
யாக்கை,O,body
சீர்,WEALTH,with wealth
கெழு,O,adjective meaning having
மடந்தை,PERSON,woman
ஈர்,O,adjective meaning wet
இமை,O,eyelids
பொருந்த,O,verb meaning closed
நள்ளென்,NATURE,pitch darkness
கங்குல்,NATURE,night
கள்வன்,PERSON,thief
போல,O,like
அகல்,O,adjective meaning wide
துறை,WATERBODY,ports
ஊரனும்,PERSON,the man from the town
வந்தனன்,O,verb meaning he came
சிறந்தோன்,PERSON,noble father's
பெயரன்,PERSON,son
பிறந்தமாறே,O,since he was born
Word,Entity,Explanation
poem41,,
பைங்கண்,ANIMAL,green-eyed (describing elephant)
யானை,ANIMAL,elephant
பரூஉ,O,adjective meaning fat/large (with sandhi)
தாள்,O,noun meaning leg
உதைத்த,O,verb meaning kicked
வெண்புற,O,adjective meaning white-surfaced
க்,O,sandhi consonant
களரி,DESERT,saline wasteland
விடு,O,verb meaning released
நீறு,O,noun meaning dust
ஆடி,O,verb meaning surrounded/bathed in
சுரன்,DESERT,wasteland
முதல்,O,noun meaning beginning/first
வருந்திய,O,verb meaning suffered/saddened
வருத்தம்,O,noun meaning sorrow
பைபய,O,adverb meaning little by little
பாஅர்,MOUNTAIN,rocks (with sandhi)
மலி,O,adjective meaning filled/abundant
சிறு,O,adjective meaning small
கூவலின்,WATERBODY,from small pits/pools
தணியும்,O,verb meaning reduces/quenches
நெடுஞ்சேண்,O,adverb meaning very far away
சென்று,O,verb meaning having gone
வருந்துவர்,O,verb meaning they will suffer
மாதோ,O,expletive/particle
எல்லி,TIME,night
வந்த,O,verb meaning came
நல்,O,adjective meaning good/famous
இசை,O,adjective meaning distinguished/famous
விருந்திற்கு,O,noun meaning for guests
கிளர்,O,adjective meaning bright/shining
இழை,OBJECT,jewel/ornament
அரிவை,PERSON,young woman
நெய்,FOOD,ghee/oil
துழந்து,O,verb meaning mixed/stirred
அட்ட,O,verb meaning cooked
விளர்,O,adjective meaning fatty
ஊன்,FOOD,meat
அம்,O,expletive/particle
புகை,NATURE,smoke
எறிந்த,O,verb meaning attacked/hit
நெற்றி,O,noun meaning forehead
சிறு,O,adjective meaning small
நுண்,O,adjective meaning fine/delicate
ப்,O,sandhi consonant
பல்,O,adjective meaning many
வியர்,O,noun meaning sweat
பொறித்த,O,verb meaning formed/appeared
குறு,O,adjective meaning short/small
நடை,O,noun meaning walk/steps
க்,O,sandhi consonant
கூட்டம்,O,noun meaning union
வேண்டுவோரே,PERSON,the man who desires (her)
poem42,,
மறத்தற்கு,O,verb meaning to forget
அரிது,O,adjective meaning difficult/rare
ஆல்,O,expletive/particle
பாக,PERSON,oh charioteer
பல்,O,adjective meaning many
நாள்,TIME,days
வறத்தொடு,O,noun meaning with dryness/sorrow
பொருந்திய,O,verb meaning associated with
உலகு,PLACE,world/earth
தொழில்,O,noun meaning work/duty
கொளீஇய,O,verb meaning to undertake/to do (with sandhi)
பழ,NATURE,old (describing rain)
மழை,NATURE,rain
பொழிந்த,NATURE,poured/rained
புது,NATURE,new
நீர்,WATERBODY,water
அவல,PLACE,pits/low-lying areas
நா,ANIMAL,tongue (here referring to frogs)
நவில்,O,verb meaning to recite/speak
பல்,O,adjective meaning many
கிளை,ANIMAL,kin/species (frogs)
கறங்க,O,verb meaning to croak/sound
மாண்,O,adjective meaning esteemed/great
வினை,O,noun meaning work
மணி,OBJECT,bell
ஒலி,NATURE,sound
கேளாள்,PERSON,she who does not hear
வாள்,O,adjective meaning bright/sharp
நுதல்,PERSON,forehead (part of woman)
அதனால்,O,conjunction meaning therefore/so
ஏகுமின்,O,verb meaning go (plural command)
என்ற,O,verb meaning said
இளையர்,PERSON,young men/servants
வல்லே,O,adverb meaning quickly/skillfully
இல்,STRUCTURE,house
புக்கு,O,verb meaning having entered
அறியுநர்,PERSON,those who announce/messengers
ஆக,O,verb meaning becoming
மெல்லென,O,adverb meaning softly/gently
மண்ணா,O,adjective meaning not decorated
க்,O,sandhi consonant
கூந்தல்,CLOTHING,hair
மாசு,O,noun meaning dirt/imperfection
அற,O,adverb meaning completely/without
கழீஇ,O,verb meaning cleaned/washed (with sandhi)
சில்,O,adjective meaning few/some
போது,FLOWER,flowers
கொண்டு,O,verb meaning having taken
பல்,O,adjective meaning many
குரல்,O,noun meaning clusters
அழுத்திய,O,verb meaning placed/inserted
அந்நிலை,O,adverb meaning at that time
புகுதலின்,O,verb meaning since entering
மெய்,O,noun meaning body
வருத்துறாஅ,O,verb meaning hurting/paining (with sandhi)
அவிழ்,O,verb meaning loosened/let down
பூ,FLOWER,flowers
முடியினள்,PERSON,she with loosened hair
கவைஇய,O,verb meaning embraced (with sandhi)
மட,O,adjective meaning naive/innocent
மா,O,adjective meaning dark/beautiful
அரிவை,PERSON,young woman
மகிழ்ந்து,O,verb meaning being happy
அயர்,O,verb meaning to experience/to have
நிலையே,O,noun meaning situation/state
poem43,,
துகில்,CLOTHING,cloth/fabric
விரித்தன்ன,O,adjective meaning like spread out
வெயில்,NATURE,sun/sunlight
அவிர்,O,adjective meaning bright/shining
உருப்பின்,O,noun meaning with heat
என்றூழ்,TIME,summer
நீடிய,O,adjective meaning long/extended
குன்றத்து,MOUNTAIN,on the mountain
க்,O,sandhi consonant
கவாஅன்,MOUNTAIN,mountain slopes (with sandhi)
ஓய்ப்,O,adjective meaning intense/great
பசி,O,noun meaning hunger
செந்நாய்,ANIMAL,wild dog (Cuon alpinus)
உயங்கு,O,adjective meaning sad/distressed
மரை,ANIMAL,marai deer (a deer species)
தொலைச்சி,O,verb meaning killing/having killed
ஆர்ந்தன,O,verb meaning they ate to fullness
ஒழிந்த,O,verb meaning remaining/left over
மிச்சில்,FOOD,leftover food
சேய்,O,adjective meaning distant/far
நாட்டு,REGION,in the country
அருஞ்சுரம்,DESERT,harsh wasteland
செல்வோர்க்கு,PERSON,to those who travel
வல்சி,FOOD,food
ஆகும்,O,verb meaning will become
வெம்மை,NATURE,heat/hotness
ஆர்,O,adjective meaning abundant/filled
இடை,PLACE,path/way
இறத்தல்,O,verb meaning to pass through/go
நுமக்கே,O,pronoun meaning for you (with expletive)
மெய்ம்மலி,O,adjective meaning filling the body
உவகை,O,noun meaning happiness
ஆகின்று,O,verb meaning it becomes
இவட்கே,O,pronoun meaning for her (with expletive)
அஞ்சல்,O,verb meaning do not fear
என்ற,O,verb meaning said
இறை,PERSON,king/ruler
கைவிட்டென,O,verb meaning abandoned/since abandoned
பைங்கண்,ANIMAL,green-eyed (describing elephant)
யானை,ANIMAL,elephant
வேந்து,PERSON,king
புறத்து,O,adverb meaning outside/from outside
இறுத்தலின்,O,verb meaning since camping/attacking
களையுநர்,PERSON,those who can remove/save
க்,O,sandhi consonant
காணாது,O,verb meaning not seeing
கலங்கிய,O,verb meaning distressed
உடை,O,adjective meaning broken/ruined
மதில்,STRUCTURE,fort wall
ஓர்,O,numeral meaning one
எயில்,STRUCTURE,fort
மன்னன்,PERSON,king
போல,O,particle meaning like
அழிவு,O,noun meaning ruin/distress
வந்தன்று,O,verb meaning has come
ஆல்,O,expletive/particle
ஒழிதல்,O,verb meaning to leave/cease
கேட்டே,O,verb meaning hearing/on hearing
poem44,,
பொரு,O,verb meaning to fight/oppose
இல்,O,particle meaning without
ஆயமொடு,PERSON,with friends
அருவி,WATERBODY,waterfall
ஆடி,O,verb meaning having played
நீர்,WATERBODY,water
அலை,O,noun meaning wave
ச்,O,sandhi consonant
சிவந்த,O,adjective meaning reddened
பேர்,O,adjective meaning big/great
அமர்,O,adjective meaning calm/desirable
மழைக்,NATURE,moist/wet
கண்,O,noun meaning eyes
குறியா,O,adjective meaning unspecified/general
நோக்கமொடு,O,noun meaning with glance/look
முறுவல்,O,noun meaning smile
நல்கி,O,verb meaning having given/bestowed
மனை,STRUCTURE,house
வயின்,O,postposition meaning near/toward
பெயர்ந்த,O,verb meaning having moved/returned
காலை,TIME,at the time
நினைஇய,O,verb meaning thinking about (with sandhi)
நினக்கோ,O,pronoun meaning for you (with expletive)
அறியுநள்,PERSON,she who is fit to know
நெஞ்சே,O,noun meaning oh heart
புனத்த,FIELD,in the field
நீடு,O,adjective meaning long
இலை,PLANT,leaf
விளை,O,adjective meaning mature/ripened
தினை,FOOD,millet
கொடுங்கால்,PLANT,curved stems
நிமிர,O,verb meaning to rise/lift
கொழுங்குரல்,FOOD,mature/full millet clusters
கோடல்,O,verb meaning to pluck
கண்ணி,FLOWER,flower strand/garland
செழும்,O,adjective meaning rich/abundant
பல்,O,adjective meaning many
கிளை,O,noun meaning relatives
க்,O,sandhi consonant
குறவர்,TRIBE,mountain people/dwellers
அல்கு,O,verb meaning to stay/rest
அயர்,O,adjective meaning wide/spacious
முன்றில்,STRUCTURE,front yard
குடக்காய்,FRUIT,pot-like breadfruit
ஆசினிப்,FRUIT,breadfruit tree
படப்பை,FOREST,grove
நீடிய,O,adjective meaning long/extended
பல்,O,adjective meaning many
மர,PLANT,trees
உயர்,O,adjective meaning tall/high
சினை,PLANT,branch
மின்மினி,INSECT,firefly
விளக்கத்து,O,noun meaning with light
செல்,O,verb meaning moving
மழை,NATURE,cloud
இயக்கம்,NATURE,movement
காணும்,O,verb meaning seeing
நல்,O,adjective meaning fine/good
மலை,MOUNTAIN,mountain
நாடன்,PERSON,man from the country
காதல்,O,noun meaning beloved/dear
மகளே,PERSON,daughter (with expletive)
poem45,,
இவளே,PERSON,this young woman/my friend
கானல்,FOREST,seashore grove
நண்ணிய,O,verb meaning nearby/approached
காமர்,O,adjective meaning beautiful/desirable
சிறுகுடி,PLACE,small village/settlement
நீல்,O,adjective meaning blue colored (with elision)
நிற,O,noun meaning color
ப்,O,sandhi consonant
பெருங்கடல்,WATERBODY,big ocean
கலங்க,O,verb meaning to stir/be stirred
உள்,O,adverb meaning inside
புக்கு,O,verb meaning having entered
மீன்,FISH,fish
எறி,PROFESSION,fishermen who catch fish
பரதவர்,PROFESSION,fishermen
மகளே,PERSON,daughter (with expletive)
நீயே,O,pronoun meaning you (with expletive)
நெடுங்கொடி,OBJECT,tall flags/long flags
நுடங்கும்,O,verb meaning swaying
நியம,PLACE,with markets/shops
மூதூர்,PLACE,ancient town
கடுந்தேர்,VEHICLE,fast chariot
செல்வன்,PERSON,rich man/wealthy person
காதல்,O,noun meaning beloved
மகனே,PERSON,son (with expletive)
நிண,FOOD,fatty
ச்,O,sandhi consonant
சுறா,FISH,shark
அறுத்த,O,verb meaning sliced/cut up
உணக்கல்,O,noun meaning drying
வேண்டி,O,verb meaning desiring/wanting
இன,O,adjective meaning flock/group
ப்,O,sandhi consonant
புள்,BIRD,birds
ஓப்பும்,O,verb meaning chasing
எமக்கு,O,pronoun meaning to us
நலன்,O,noun meaning virtue/goodness
எவனோ,O,interrogative meaning of what use
புலவு,O,noun meaning stench of fish
நாறுதும்,O,verb meaning we reek/smell
செல,O,verb meaning go away
நின்றீமோ,O,verb meaning do not stand (with expletive)
பெருநீர்,WATERBODY,ocean/sea
விளையுள்,O,noun meaning yields/produce
எம்,O,pronoun meaning our
சிறு,O,adjective meaning small
நல்,O,adjective meaning good
வாழ்க்கை,O,noun meaning life
நும்மொடு,O,pronoun meaning with you
புரைவதோ,O,verb meaning is equal to/compared with
அன்றே,O,adverb meaning it is not (with expletive)
எம்மனோரில்,PERSON,among our people
செம்மலும்,PERSON,fine men/leaders
உடைத்தே,O,verb meaning there are/exist (with expletive)
poem46,,
வைகல்தோறும்,TIME,every day
இன்பமும்,O,noun meaning pleasure/happiness
இளமையும்,O,noun meaning youth
எய்,WEAPON,arrow that is shot
கணை,WEAPON,arrow
நிழலின்,NATURE,like the shadow
கழியும்,O,verb meaning will be lost/pass
இவ்,O,pronoun meaning this
உலகத்து,PLACE,in this world
காணீர்,O,verb meaning if you do not see
என்றலோ,O,verb meaning saying/if (with expletive)
அரிதே,O,adjective meaning it is rare/difficult
அது,O,pronoun meaning that
நனி,O,adverb meaning greatly/very
பேணீர்,O,verb meaning may you care for/protect
ஆகுவிர்,O,verb meaning you become
ஐய,PERSON,sir/lord
என்,O,pronoun meaning my
தோழி,PERSON,friend
பூண்,OBJECT,jewel/ornament
அணி,O,adjective meaning adorned/decorated
ஆகம்,O,noun meaning chest
புலம்ப,O,verb meaning to be distressed
பாணர்,PROFESSION,bards
அயிர்ப்பு,O,noun meaning confusion/doubt
க்,O,sandhi consonant
கொண்டன்ன,O,adjective meaning like attaining
கொன்றை,FLOWER,laburnum flower/golden shower tree
அம்,O,expletive/particle
தீம்,O,adjective meaning sweet
கனி,FRUIT,fruit
பறை,OBJECT,drum
அறை,O,verb meaning to beat/strike
கடிப்பின்,OBJECT,like the sounds of sticks
அறை,PLACE,rocks
அறையாத்,O,verb meaning falling on/beating against
துயல்வர,O,verb meaning swaying
வெவ்வளி,NATURE,hot wind/harsh wind
வழங்கும்,O,verb meaning blows/moves
வேய்,PLANT,bamboo
பயில்,O,verb meaning abundant/filled
அழுவத்து,FOREST,in the forest
எவ்வம்,O,noun meaning sorrow/distress
மிகூஉம்,O,verb meaning with great/excessive (with sandhi)
அருஞ்சுரம்,DESERT,difficult wasteland
இறந்து,O,verb meaning having passed through
நன்வாய்,O,noun meaning good mouth/good life
அல்லா,O,adjective meaning not good/not proper
வாழ்க்கை,O,noun meaning life
மன்னாப்,O,adjective meaning not permanent/impermanent
பொருட்பிணி,O,noun meaning attachment to wealth
ப்பிரிதும்,O,verb meaning we will leave
யாம்,O,pronoun meaning we
எனவே,O,verb saying thus (with expletive)
poem47,,
பெருங்களிறு,ANIMAL,huge male elephant
உழுவை,ANIMAL,tiger
அட்டென,O,verb meaning since it killed
இரும்,O,adjective meaning dark/big
பிடி,ANIMAL,female elephant
உயங்கு,O,adjective meaning sad/distressed
பிணி,O,noun meaning disease/sorrow
வருத்தமொடு,O,noun meaning with sorrow/distress
இயங்கல்,O,verb meaning to leave/to function
செல்லாது,O,verb meaning unable to
நெய்தல்,FLOWER,waterlily
பாசடை,PLANT,green leaves
புரையும்,O,verb meaning resembling/like
அம்,O,expletive/particle
செவி,ANIMAL,ears
ப்,O,sandhi consonant
பைதல்,O,adjective meaning distressed/sad
அம்,O,expletive/particle
குழவி,ANIMAL,calf/young one
தழீஇ,O,verb meaning embraced (with sandhi)
ஒய்யென,O,adverb meaning quickly
அரும்,O,adjective meaning difficult/precious
புண்,O,noun meaning wound/ulcer
உறுநரின்,PERSON,like those who have
வருந்தி,O,verb meaning suffering
வைகும்,O,verb meaning stays/lives
கானக,FOREST,forest land
