Word,Entity,Explanation
தயிரின்,FOOD,like curd/yogurt
நுரையொடும்,FOOD,with foam
பிறவொடும்,O,pronoun meaning with others/other things
எவ்,O,interrogative adjective meaning all/every
வயினானும்,O,adverb meaning everywhere
மீது,O,adverb meaning above/again
மீது,O,adverb meaning above/again
அழியும்,O,verb meaning throwing/ruining
துறையே,WATERBODY,the ports/shore
முத்து,OBJECT,pearl
நேர்பு,O,verb meaning joining/linking
புணர்,O,adjective meaning joined/made
காழ்,O,noun meaning thread/string (of ornament)
மத்தக,OBJECT,head ornament
நித்திலம்,OBJECT,pearl
பொலம்,O,noun meaning gold
புனை,O,adjective meaning made/adorned
அவிர்,O,adjective meaning bright/shining
இழை,OBJECT,jewel/ornament
கலங்கல்,O,adjective meaning muddied
அம்,O,adjective meaning beautiful
புனல்,WATERBODY,water
மணி,OBJECT,gems/jewels
வலஞ்சுழி,WATERBODY,swirling to the right
உந்திய,O,past participle meaning pushed/brought
திணை,O,noun meaning family/home
பிரி,O,verb meaning leaving/separating
புதல்வர்,PERSON,young boys
கயந்தலை,PERSON,tender heads
முச்சிய,OBJECT,head knot ornaments
முஞ்சமொடு,OBJECT,with ornaments
தழீஇ,O,verb meaning embracing (with expletive)
தம்,O,pronoun meaning their own
தம்,O,pronoun meaning their own
துணையோடு,PERSON,with their lovers
ஒருங்கு,O,adverb meaning together
உடன்,O,adverb meaning together
ஆடும்,O,verb meaning playing/bathing
தத்து,O,adjective meaning leaping/moving
அரிக்கண்ணார்,PERSON,those with lined/red eyes
தலைத்தலை,O,adverb meaning everywhere/all shores
வருமே,O,verb with expletive meaning come
செறுவே,FIELD,the fields
விடு,O,adjective meaning dropped/fallen
மலர்,FLOWER,flower
சுமந்து,O,verb meaning carrying
பூ,FLOWER,flower
நீர்,WATERBODY,water/splendor
நிறைதலின்,O,verbal noun meaning since filled
படுகண்,OBJECT,drum with eyes
இமிழ்,O,verb meaning sounding
கொளை,O,noun meaning music
பயின்றனர்,O,verb meaning trained dancers
ஆடும்,O,verb meaning dancing
களி,O,adjective meaning joyous/happy
நாள்,NATURE,day
அரங்கின்,STRUCTURE,arena/stage
அணி,O,noun meaning beauty
நலம்,O,noun meaning beauty/goodness
புரையும்,O,verb meaning like/resembling
காவே,FOREST,the groves
சுரும்பு,INSECT,bee
இமிர்,O,verb meaning humming
தாதொடு,FOOD,with pollen
தலைத்தலை,O,adverb meaning again and again
மிகூஉம்,O,verb meaning swarming/increasing (with expletive)
நரந்த,PLANT,narantham (fragrant grass/flower)
நறுமலர்,FLOWER,fragrant flower
நன்கு,O,adverb meaning well/abundantly
அளிக்கும்மே,O,verb with expletive meaning give/offer
கரைபு,O,verb meaning roaring/sounding
ஒழுகு,O,verb meaning flowing
தீம்,O,adjective meaning sweet
புனற்கு,WATERBODY,to the water
எதிர்,O,adverb meaning in return
விருந்து,O,noun meaning hospitality
அயர்வ,O,verb meaning to offer
போல்,O,comparative particle meaning like
கானலங்,FOREST,beautiful groves (with fragrance)
காவும்,FOREST,groves
கயமும்,WATERBODY,ponds
துருத்தியும்,PLACE,river islands
தேன்,FOOD,honey
தேன்,FOOD,honey
உண்டு,O,verb meaning drinking
பாட,O,verb meaning to sing
த்திசை,NATURE,direction
திசை,NATURE,direction
ப்பூ,FLOWER,flower
நலம்,O,noun meaning beauty
பூத்தன்று,O,verb with expletive meaning blossomed
வையை,WATERBODY,Vaiyai
வரவு,O,noun meaning arrival/coming
சுருங்கையின்,OBJECT,with squirting pipes
ஆயத்தார்,PERSON,friends/companions
சுற்றும்,O,verb meaning surrounding
எறிந்து,O,verb meaning throwing/squirting
குரும்பை,FRUIT,tender coconut/small palmyra fruit
முலைப்,PERSON,breasts
பட்ட,O,past participle meaning fallen/reached
பூ,FLOWER,flower-colored
நீர்,WATERBODY,water
துடையாள்,PERSON,she does not wipe
பெருந்தகை,PERSON,noble man
மீளி,O,adjective meaning strong/mighty
வருவானை,PERSON,to the man coming
க்கண்டே,O,verb meaning seeing/watching
இருந்துகில்,CLOTHING,long garment/sari
தானையின்,O,noun meaning with the end
ஒற்றி,O,verb meaning dabbing/wiping
பொருந்தலை,O,adverb meaning being close
பூத்தனள்,PERSON,she has blossomed/become woman
நீங்கு,O,verb meaning move away
என,O,quotative particle meaning thus
ப்பொய்,O,adjective meaning false/deceptive
ஆற்றால்,O,noun meaning by manner/way
தோழியர்,PERSON,friends
தோற்றம்,O,noun meaning appearance
ஓர்,O,adjective meaning one/same
ஒத்த,O,past participle meaning resembling
மலர்,FLOWER,flower
கமழ்,O,adjective meaning fragrant
தண்,O,adjective meaning cool
சாந்தின்,OBJECT,sandal paste
நாற்றத்தின்,O,noun meaning fragrance
போற்றி,O,verb meaning knowing/aware
நகையொடும்,O,noun meaning with laughter
போத்தந்து,O,verb meaning leaving/going
இருங்,O,adjective meaning great/large
கடற்கு,WATERBODY,to the ocean
ஊங்கு,O,postposition meaning towards
இவரும்,O,verb meaning rising/surging
யாறு,WATERBODY,river
என,O,quotative particle meaning thus
த்தங்கான்,O,negative verb meaning not staying
மகிழ,O,verb meaning to be joyous
களிப்பட்ட,O,past participle meaning joyful/happy
தேன்,FOOD,honey/sweet
தேறல்,FOOD,liquor/drink
மாற்றி,O,verb meaning not drinking/refraining
குருதி,O,noun meaning blood
துடையா,O,adverbial participle meaning wiping (with expletive)
குறுகி,O,verb meaning approaching
மருவினியர்,PERSON,those who embraced/loved
பூத்தனள்,PERSON,she has blossomed
நங்கை,PERSON,young woman
பொலிக,O,verb meaning flourish/shine
என,O,quotative particle meaning thus
நாணுதல்,O,noun meaning shyness
வாய்த்தன்றால்,O,verb with expletive meaning happened/occurred
வையை,WATERBODY,Vaiyai
வரவு,O,noun meaning arrival/coming
மலையின்,MOUNTAIN,from the mountain
இழி,O,verb meaning flowing down
அருவி,WATERBALL,waterfall
மல்கு,O,adjective meaning abundant/heavy
இணர்ச்,FLOWER,cluster
சார்ச்,MOUNTAIN,slopes
சார்க்,O,postposition meaning reaching/touching
கரை,STRUCTURE,shore
மரம்,PLANT,tree
சேர்ந்து,O,verb meaning joining/touching
கவினி,O,verb meaning attaining beauty
மடவார்,PERSON,delicate/naive women
நனை,FLOWER,flower/bud
சேர்,O,verb meaning having
கதுப்பினுள்,PERSON,in the hair
தண்,O,adjective meaning cool
போது,FLOWER,flower/blossom
மைந்தர்,PERSON,young men
மலர்,FLOWER,flower
மார்பின்,PERSON,on the chest
சோர்ந்த,O,past participle meaning dropped/fallen
மலர்,FLOWER,flower
இதழ்,FLOWER,petal
தாஅய்,O,verb meaning carrying/with (with expletive)
மீன்,FISH,fish/star
ஆரம்,OBJECT,pearl strand
பூத்த,O,past participle meaning blossomed/having
வியன்,O,adjective meaning wide/broad
கங்கை,WATERBODY,Ganges river
நந்திய,O,verb meaning abundant/full
வானம்,NATURE,sky
பெயர்ந்த,O,past participle meaning gone/changed
மருங்கு,O,noun meaning manner/way
ஒத்தல்,O,verbal noun meaning resembling
எஞ்ஞான்றும்,O,adverb meaning forever/always
தேன்,FOOD,honey
இமிர்,O,verb meaning swarming/humming
வையைக்கு,WATERBODY,to Vaiyai
இயல்பு,O,noun meaning nature
கள்ளே,FOOD,liquor/alcohol
புனலே,WATERBODY,water/flood
புலவி,O,noun meaning sulking/quarreling
இம்,O,pronoun meaning these
மூன்றினும்,O,numeral meaning in all three
ஒள்,O,adjective meaning bright
ஒளி,NATURE,brightness/light
சேய்தா,O,verb meaning became red/reddened
ஒளி,NATURE,brightness/light
கிளர்,O,adjective meaning shining/bright
உண்கண்,PERSON,kohl-rimmed eyes
கெண்டை,FISH,carp/kendai fish
பல்,O,adjective meaning many
வரி,INSECT,striped
வண்டினம்,INSECT,swarm of bees
வாய்,O,noun meaning mouth
சூழ்,O,verb meaning surrounding
கவினொடும்,O,noun meaning with beauty
செல்,O,verb meaning flowing
நீர்,WATERBODY,water
வீவயின்,FLOWER,in the flowers
தேன்,FOOD,honey
சோர,O,verb meaning to drip
பல்,O,adjective meaning many
நீர்,WATERBODY,water/times
அடுத்து,O,adverb meaning again and again
அடுத்து,O,adverb meaning again and again
ஆடுவார்ப்,PERSON,those who bathe
புல்ல,O,verb meaning to embrace
குழைந்து,O,verb meaning softening
வடுப்படு,O,adjective meaning smeared/having scars
மான்மத,OBJECT,musk (from deer)
சாந்து,OBJECT,sandal paste
ஆர்,O,verb meaning having
அகலத்தான்,PERSON,one with chest
எடுத்த,O,past participle meaning lifted/springing
வேய்,PLANT,bamboo
எக்கி,O,verb meaning springing up
நூக்கு,O,adverb meaning rapidly
உயர்பு,O,verb meaning rising/springing
தாக்க,O,verb meaning to hit/attack
த்தொடுத்த,O,past participle meaning made/connected
தேன்,FOOD,honey
சோரும்,O,verb meaning dripping
வரை,MOUNTAIN,mountain
போலும்,O,verb meaning like resembling
தோற்றம்,O,noun meaning appearance
கொடித்,OBJECT,with flag
தேரான்,PERSON,Pāndiyan king with chariots
வையைக்கு,WATERBODY,to Vaiyai
இயல்பு,O,noun meaning nature
வரை,MOUNTAIN,mountain
ஆர்க்கும்,O,verb meaning roaring/sounding
புயல்,NATURE,cloud
கரை,STRUCTURE,bank/shore
திரை,WATERBODY,wave
ஆர்க்கும்,O,verb meaning roaring/sounding
இத்,O,pronoun meaning this
தீம்,O,adjective meaning sweet
புனல்,WATERBODY,water/flood
கண்ணியர்,PERSON,those with head strands
தாரர்,PERSON,those with garlands
கமழ்,O,adjective meaning fragrant
நறுங்,O,adjective meaning fragrant
கோதையர்,PERSON,those with flower garlands
பண்ணிய,O,past participle meaning done/performed
ஈகைப்,O,noun meaning charity/gift
பயன்,O,noun meaning benefit
கொள்வான்,O,verb meaning to enjoy
ஆடலால்,O,noun meaning by bathing
நாள்,NATURE,day
நாள்,NATURE,day
உறையும்,O,verb meaning dwelling/being
நறுஞ்,O,adjective meaning fragrant
சாந்தும்,OBJECT,sandal paste
கோதையும்,OBJECT,garland
பூத்த,O,past participle meaning bright/fresh
புகையும்,O,noun meaning smoke
அவியும்,FOOD,offering
புலராமை,O,negative verbal noun meaning not diminishing
மறாஅற்க,O,negative verb meaning may not fail (with expletive)
வானம்,NATURE,sky/cloud
மலி,O,adjective meaning abundant/overflowing
தந்து,O,verb meaning giving
நீத்தம்,WATERBODY,flood
வறாஅற்க,O,negative verb meaning may not recede (with expletive)
வைகை,WATERBODY,Vaiyai
நினக்கு,O,pronoun meaning to you
