Word,Entity,Explanation
அனையை,PERSON,you have such qualities
முதல்,O,adjective meaning first/primary
முறை,O,noun meaning order/turn
இடை,O,adjective meaning middle
முறை,O,noun meaning order/turn
கடை,O,adjective meaning final/last
முறை,O,noun meaning order/turn
தொழிலில்,O,noun meaning in the work/action
பிறவா,O,negative adjective meaning unborn/not born
ப்பிறப்பு,O,noun meaning birth
இலை,O,negative verb meaning there is not
பிறப்பித்தோர்,PERSON,those who gave birth
இலையே,O,negative verb with expletive meaning there is not
பறவாப்,FLOWER,kāyā flower
பூவைப்,FLOWER,flower
பூவினோயே,PERSON,O lord who is the color of kāyā flowers
அருள்,O,noun meaning grace
குடையாக,O,noun meaning as an umbrella/canopy
அறம்,O,noun meaning righteousness/justice
கோலாக,O,noun meaning as a scepter/stem
இரு,O,adjective meaning great/large
நிழல்,O,noun meaning shade/protection
படாமை,O,negative verbal noun meaning without occurring
மூ,O,numeral meaning three
ஏழ்,O,numeral meaning seven
உலகமும்,PLACE,worlds
ஒரு,O,adjective meaning one
நிழல்,O,noun meaning shade/protection
ஆக்கிய,O,past participle meaning made/created
ஏமத்தை,O,noun meaning protection/shelter
மாதோ,O,particles (expletives)
பாழ்,DEITY,Purudan/Lord
என,O,quotative particle meaning thus
கால்,NATURE,wind/air (element)
என,O,quotative particle meaning thus
பாகு,O,noun meaning division/part (sensory functions)
என,O,quotative particle meaning thus
ஒன்று,O,numeral meaning one (sound)
என,O,quotative particle meaning thus
இரண்டு,O,numeral meaning two (touch)
என,O,quotative particle meaning thus
மூன்று,O,numeral meaning three (form)
என,O,quotative particle meaning thus
நான்கு,O,numeral meaning four (taste)
என,O,quotative particle meaning thus
ஐந்து,O,numeral meaning five (smell)
என,O,quotative particle meaning thus
ஆறு,O,numeral meaning six (sensory tools)
என,O,quotative particle meaning thus
ஏழு,O,numeral meaning seven (akankāram)
என,O,quotative particle meaning thus
எட்டு,O,numeral meaning eight (intelligence)
என,O,quotative particle meaning thus
தொண்டு,O,numeral meaning nine (primal source)
என,O,quotative particle meaning thus
நால்வகை,O,adjective meaning four kinds
ஊழி,NATURE,eons/ages
எண்,O,noun meaning numbers
நவிற்றும்,O,verb meaning praising/analyzing
சிறப்பினை,PERSON,you are great
செங்கண்,PERSON,with red eyes
காரி,PERSON,Vasudevan with black complexion
கருங்கண்,PERSON,with black eyes
வெள்ளை,PERSON,Sangarudanan with white complexion
பொன்கண்,PERSON,with golden hue
பச்சை,PERSON,Prathyumnan with green complexion
பைங்கண்,PERSON,with green eyes
மாஅல்,PERSON,Aniruthan who is green
இடவல,O,adverb meaning on left and right sides
குட,OBJECT,O lord with a pot
அல,WEAPON,O lord with a plow
கோவல,PROFESSION,O cattle herder
காவல,PERSON,O protector
காணா,O,negative adjective meaning invisible
மரப,PERSON,O lord with tradition of being invisible
நீயா,O,pronoun meaning you (emphatic)
நினைவ,PERSON,O lord in thoughts of devotees
மாயா,O,negative adjective meaning indestructible
மன்ன,PERSON,O indestructible lord
உலகு,PLACE,world
ஆள்,O,verb meaning ruling
மன்னவ,PERSON,O king
தொல்,O,adjective meaning ancient
இயல்,O,noun meaning nature/poetry
புலவ,PERSON,O ancient poet
நல்,O,adjective meaning good/fine
யாழ்ப்,OBJECT,yāzh (musical instrument)
பாண,PROFESSION,O bard
மாலைச்,FLOWER,thulasi garland
செல்வ,PERSON,O lord
தோலாக்,O,negative adjective meaning undefeated/victorious
கோட்ட,OBJECT,O lord with victorious conch
பொலம்,O,noun meaning gold
புரி,O,adjective meaning twisted/made
ஆடை,CLOTHING,garment/clothing
வலம்புரி,OBJECT,right-whorled conch
வண்ண,PERSON,O lord of that color/complexion
பருதி,NATURE,sun/discus
வலவ,PERSON,O lord with discus on right side
பொரு,O,verb meaning fighting
திறல்,O,noun meaning skill/victory
மல்ல,WARRIOR,O warrior with great skills
திருவின்,DEITY,of Thirumakal/Lakshmi
கணவ,PERSON,O husband
பொரு,O,verb meaning fighting
விறல்,O,noun meaning victory
மள்ள,WARRIOR,O victorious warrior
மா,O,adjective meaning great/large
நிலம்,PLACE,land/earth
இயலா,O,negative adjective meaning not existing/not appeared
முதல்,O,adjective meaning first/primary
முறை,O,noun meaning order/time
அமையத்து,O,noun meaning at the time
நாம,O,adjective meaning fierce/great (from உரிச்சொல்)
வெள்ளத்து,WATERBODY,in the flood/deluge
நடுவண்,O,postposition meaning in the middle
தோன்றிய,O,past participle meaning appearing/arising
வாய்மொழி,O,noun meaning truthful words/Vedas
மகனொடு,DEITY,with Brahman
மலர்ந்த,O,past participle meaning bloomed/blossomed
தாமரைப்,FLOWER,lotus
பொகுட்டு,FLOWER,seed vessel/center of lotus
நின்,O,pronoun meaning your
நேமி,WEAPON,discus
நிழலே,PERSON,shade/protection
