Word,Entity,Explanation
மண்ணுவ,OBJECT,bathing materials/fragrant things
மணி,OBJECT,gems/jewels
பொன்,O,noun meaning gold
மலைய,MOUNTAIN,from the mountains
கடல,WATERBODY,from the ocean
பண்ணியம்,FOOD,food items
மாசு,O,noun meaning dirt/blemish
அறு,O,adjective meaning removed/faultless
பயந்தரு,O,adjective meaning beneficial
காருகப்,PROFESSION,textile/weaving
புண்ணிய,O,adjective meaning honest/virtuous
வணிகர்,PROFESSION,merchants
புனை,O,adjective meaning decorated/beautiful
மறுகு,PLACE,street
ஒரு,O,adjective meaning one
சார்,PLACE,side
விளைவதை,O,(meaning unclear)
வினை,O,noun meaning work/deed
எவன்,O,(meaning unclear)
மென்,REGION,marutham land
புல,REGION,neytal land
வன்,REGION,kurinji land
புலக்,REGION,mullai land
களமர்,PROFESSION,peasants/farmers
உழவர்,PROFESSION,farmers
கடி,O,adjective meaning protected/sacred
மறுகு,PLACE,street
பிற,PLACE,other sides
சார்,PLACE,side
ஆங்க,O,adverb meaning there
அனையவை,O,pronoun meaning such things
நல்ல,O,adjective meaning good
நனி,O,adverb meaning greatly/abundantly
கூடும்,O,verb meaning gathering/happening
இன்பம்,O,noun meaning happiness
இயல்,O,noun meaning nature
கொள,O,verb meaning having
நண்ணியவை,O,verb meaning approaching/attained
வண்டு,OBJECT,bangle
பொரேரென,O,onomatopoeia (clanking sound)
எழ,O,verb meaning to rise
வண்டு,INSECT,bee
பொரேரென,O,onomatopoeia (buzzing sound)
எழும்,O,verb meaning rises
கடிப்பு,OBJECT,kadippu (heavy ear ornament)
இகு,O,verb meaning hanging
வேரி,FOOD,honey
க்கதவமில்,O,adjective meaning without rage/without obstacle
தோட்டி,OBJECT,protection/ornament
கடிப்பு,OBJECT,kadippu earring
இகு,O,verb meaning hanging
காதில்,PERSON,on the ears
கனங்குழை,OBJECT,heavy earring
தொடர,O,verb meaning to wear
மிளிர்,O,adjective meaning bright
மின்,NATURE,lightning
வாய்ந்த,O,past participle meaning having/possessing
விளங்கு,O,adjective meaning bright/shining
ஒளி,NATURE,light/radiance
நுதலார்,PERSON,women with foreheads
ஊர்,O,verb meaning moving
களிற்றன்ன,ANIMAL,like male elephants
செம்மலோரும்,PERSON,those who are noble
வாய்,O,noun meaning opening/mouth
இருள்,NATURE,darkness
பனிச்சை,PERSON,hair (with hairstyle)
வரி,O,adjective meaning tightly tied
சிலைப்,WEAPON,bow-like
புருவத்து,PERSON,with eyebrows
ஒளி,NATURE,light/brightness
இழை,OBJECT,jewels
ஒதுங்கிய,O,past participle meaning resting/having
ஒண்,O,adjective meaning bright
நுதலோரும்,PERSON,those with bright foreheads
புலத்தோடு,O,noun meaning with wisdom
அளவிய,O,past participle meaning measured/having
புகழ்,O,noun meaning fame
அணிந்தோரும்,PERSON,those adorned with
நலத்தோடு,O,noun meaning with goodness/virtue
அளவிய,O,past participle meaning measured/having
நாண்,O,noun meaning modesty/shame
அணிந்தோரும்,PERSON,those adorned with
விடையோடு,ANIMAL,with bulls
இகலிய,O,past participle meaning different/opposing
விறல்,O,adjective meaning victorious/proud
நடையோரும்,PERSON,those with walk/gait
நடை,O,noun meaning walk/gait
மடம்,O,noun meaning modesty/delicacy
மேவிய,O,past participle meaning having/desiring
நாண்,O,noun meaning modesty/shame
அணிந்தோரும்,PERSON,those adorned with
கடல்,WATERBODY,ocean
நிரை,O,noun meaning row/line
திரையின்,WATERBODY,like waves
கரு,O,adjective meaning black
நரையோரும்,PERSON,those with black and grey hair
சுடர்,O,adjective meaning bright/shining
மதிக்,NATURE,moon's
கதிரென,NATURE,like rays
தூ,O,adjective meaning pure/white
நரையோரும்,PERSON,those with white hair
மடையர்,PERSON,those carrying cooked offerings
குடையர்,PERSON,those carrying umbrellas
புகையர்,PERSON,those carrying fragrant smoke/fire
பூ,FLOWER,flower
ஏந்தி,O,verb meaning carrying
இடை,O,adverb meaning without break/continuously
ஒழிவு,O,noun meaning break/cessation
இன்றி,O,negative adverb meaning without
அடியுறையார்,PERSON,devotees
ஈண்டி,O,verb meaning gathering
விளைந்து,O,verb meaning growing/maturing
ஆர்,O,verb meaning having/becoming
வினையின்,O,noun meaning from deeds
விழுப்,O,adjective meaning great/excellent
பயன்,O,noun meaning benefit
துய்க்கும்,O,verb meaning enjoying/receiving
துளங்கா,O,negative adjective meaning stable/without confusion
விழுச்,O,adjective meaning great/excellent
சீர்த்,O,noun meaning fame/prosperity
துறக்கம்,PLACE,celestial world
புரையும்,O,verb meaning like/resembling
இரு,O,adjective meaning two/huge
கேழ்,O,noun meaning color/brightness
உத்தி,O,noun meaning spot/mark
அணிந்த,O,past participle meaning adorned/having
எருத்தின்,ANIMAL,with neck
வரை,MOUNTAIN,mountain
கெழு,O,adjective meaning having/possessing
செல்வன்,PERSON,lord (Āthisēdan)
நகர்,STRUCTURE,temple
வண்டொடு,INSECT,with bees
தும்பியும்,INSECT,with dragonflies/bees
வண்,O,adjective meaning loud/thick
தொடை,O,noun meaning string/tune
யாழ்,OBJECT,yāzh
ஆர்ப்ப,O,verb meaning sounding
விண்ட,O,adjective meaning sounding/raised
கட,O,adjective meaning rutting
கரி,ANIMAL,elephant
மேகமொடு,NATURE,with clouds
அதிர,O,verb meaning to roar
த்தண்டா,O,negative adjective meaning unceasing
அருவியொடு,WATERBALL,with waterfalls
இரு,O,adjective meaning great/large
முழவு,OBJECT,drum
ஆர்ப்ப,O,verb meaning roaring
அரி,O,noun meaning line/beauty
உண்ட,O,past participle meaning having
கண்ணாரொடு,PERSON,with women with kohl-rimmed eyes
ஆடவர்,PERSON,men
கூடி,O,verb meaning gathering/joining
புரிவுண்ட,O,past participle meaning desired/loved
பாடலொடு,O,noun meaning with song
ஆடலும்,O,noun meaning dance
தோன்ற,O,verb meaning to appear
சூடு,FLOWER,flower worn (naravam)
நறவொடு,FLOWER,with naravam flower
காமம்,O,noun meaning love
முகிழ்,FLOWER,bud
விரிய,O,verb meaning to open
சூடா,O,negative adjective meaning not worn
நறவொடு,FOOD,with liquor
காமம்,O,noun meaning love
விரும்ப,O,verb meaning desiring
இனைய,O,pronoun meaning such/these
பிறவும்,O,pronoun meaning others
இவை,O,pronoun meaning these
போல்வனவும்,O,pronoun meaning such like these
அனையவை,O,pronoun meaning those things
எல்லாம்,O,pronoun meaning all
இயையும்,O,verb meaning happening/fitting
புனை,O,adjective meaning beautiful/wrought
இழைப்,OBJECT,jewels/ornaments
பூ,FLOWER,flower
முடி,OBJECT,crown
நாகர்,ANIMAL,snake (Āthisēdan)
நகர்,STRUCTURE,temple
மணி,OBJECT,sapphire/gem
மருள்,O,comparative particle meaning like
தகை,O,noun meaning beauty/nature
வகை,O,noun meaning kind/manner
நெறி,O,adjective meaning perfect/straight
செறி,O,adjective meaning dense/thick
ஒலி,O,adjective meaning sounding/beautiful
பொலி,O,adjective meaning bright/shining
அவிர்,O,adjective meaning lustrous
நிமிர்,O,adjective meaning lifted/straight
புகழ்,O,adjective meaning famous/glorious
கூந்தல்,PERSON,hair
பிணி,O,adjective meaning tied/braided
நெகிழ்,O,verb meaning loosening
துணை,O,adjective meaning matched/pair
இணை,O,adjective meaning matched/pair
தெளி,O,adjective meaning clear/pure
ஒளி,NATURE,light/luster
திகழ்,O,adjective meaning bright/shining
ஞெகிழ்,OBJECT,anklet
தெரி,O,adjective meaning chosen/filtered
அரி,FOOD,liquor/alcohol
மது,FOOD,liquor/alcohol
மகிழ்,O,noun meaning happiness
அரி,O,noun meaning line/red line
மலர்,FLOWER,flower
மகிழ்,O,noun meaning happiness/beauty
உண்கண்,PERSON,kohl-rimmed eyes
வாள்,O,adjective meaning bright/shining
நுதலோர்,PERSON,those with foreheads
மணி,OBJECT,sapphire/gem
மயில்,BIRD,peacock
தொழில்,O,noun meaning work/manner
எழில்,O,noun meaning beauty
இகல்,O,noun meaning difference/superiority
மலி,O,adjective meaning abundant
திகழ்,O,adjective meaning shining
பிறிது,O,adverb meaning differently
திகழ்,O,adjective meaning shining
கடுங்,O,adjective meaning fierce/intense
கடாக்,ANIMAL,rut/musth
களிற்று,ANIMAL,male elephant
அண்ணலவரோடு,PERSON,with noble men
அணி,O,adverb meaning beautifully
மிக,O,adverb meaning greatly
வந்து,O,verb meaning coming
இறைஞ்ச,O,verb meaning to plead/to bow
அல்,O,noun meaning sorrow/darkness
இகப்ப,O,verb meaning to remove/to pass
பிணி,O,noun meaning sorrow/bondage
நீங்க,O,verb meaning to leave/to end
நல்லவை,O,adjective meaning good things
எல்லாம்,O,pronoun meaning all
இயைதரும்,O,verb meaning happening/occurring
தொல்,O,adjective meaning ancient
சீர்,O,noun meaning fame
வரைவாய்,MOUNTAIN,embracing the mountains
தழுவிய,O,past participle meaning embracing
கல்,MOUNTAIN,stone/rock
சேர்,O,verb meaning joining
கிடக்கை,PLACE,place/terrain
குளவாய்,PLACE,Kulavay (temple)
அமர்ந்தான்,PERSON,one who resides (Āthisēdan)
நகர்,STRUCTURE,temple
திகழ்,O,adjective meaning bright/shining
ஒளி,NATURE,light
முந்நீர்,WATERBODY,ocean/three waters
கடைந்த,O,past participle meaning churned
அக்கால்,O,adverb meaning at that time
வெற்புத்,MOUNTAIN,mountain (Mantharam)
திகழ்பு,O,verb meaning shining/bright
எழ,O,verb meaning to rise
வாங்கி,O,verb meaning pulling/lifting
தம்,O,pronoun meaning their/his
சீர்ச்,O,adjective meaning beautiful
சிரத்து,PERSON,on the head/back
ஏற்றி,O,verb meaning lifting/placing
மகர,FISH,shark
மறி,O,verb meaning rolling
கடல்,WATERBODY,ocean
வைத்து,O,verb meaning placing
நிறுத்துப்,O,verb meaning making stable
புகழ்சால்,O,adjective meaning famous
சிறப்பின்,O,noun meaning with greatness/splendor
இரு,O,adjective meaning two
திறத்தோர்க்கும்,PERSON,to both sides (celestials and asuras)
அமுது,FOOD,nectar/amirtham
கடைய,O,verb meaning to churn
இரு,O,adjective meaning two
வயின்,O,postposition meaning sides
நாண்,OBJECT,rope
ஆகி,O,verb meaning becoming
மிகாஅ,O,negative adjective meaning abundant/great (with expletive)
இரு,O,adjective meaning two
வடம்,OBJECT,rope
ஆழியான்,PERSON,one with discus (Thirumāl)
வாங்க,O,verb meaning to pull
உகாஅ,O,negative adjective meaning unspoiled/not perishing (with expletive)
வலியின்,O,noun meaning with strength
ஒரு,O,adjective meaning one
தோழம்,NATURE,thōlam (a period of time)
காலம்,NATURE,time
அறாஅது,O,negative adjective meaning without end/endless (with expletive)
அணிந்தாரும்,PERSON,one who adorned (as a snake)
தாம்,PERSON,he (Āthisēdan)
மிகாஅ,O,negative adjective meaning abundant/great (with expletive)
மறலிய,O,adjective meaning opposing/attacking
மே,O,adjective meaning great/mighty
வலி,O,noun meaning strength
எல்லாம்,O,pronoun meaning all
புகாஅ,O,negative adjective meaning not entering (with expletive)
எதிர்,O,adverb meaning opposing
பூண்டாரும்,PERSON,one who took/coiled
தாம்,PERSON,he (Āthisēdan)
மணி,OBJECT,sapphire/gem
புரை,O,comparative particle meaning like
மாமலை,MOUNTAIN,huge mountain
ஞாறிய,O,past participle meaning appearing/resting
ஞாலம்,PLACE,world
அணி,OBJECT,jewel
போல்,O,comparative particle meaning like
பொறுத்தாரும்,PERSON,one who bears
தாஅம்,PERSON,he (with expletive)
பணிபு,O,noun meaning bowing/submission
இல்,O,negative particle meaning without
சீர்ச்,O,adjective meaning famous/glorious
செல்,O,verb meaning going/riding
விடைப்,ANIMAL,bull
பாகன்,PERSON,one who rides/rider (Sivan)
திரிபுரம்,STRUCTURE,Thiripuram (three cities)
செற்றுழி,O,verbal noun meaning when destroying
கல்,MOUNTAIN,mountain/stone
உயர்,O,adjective meaning high/lofty
சென்னி,MOUNTAIN,peak
இமய,MOUNTAIN,Himalaya
வில்,WEAPON,bow
நாண்,OBJECT,bowstring
ஆகி,O,verb meaning becoming
தொல்,O,adjective meaning ancient
புகழ்,O,noun meaning fame
தந்தாரும்,PERSON,one who gave
தாம்,PERSON,he (Āthisēdan)
அணங்குடை,O,adjective meaning fearsome/fierce
அருந்தலை,ANIMAL,fierce heads
ஆயிரம்,O,numeral meaning thousand
விரித்த,O,past participle meaning spread
கணங்கொள்,O,adjective meaning having a group/clan
சுற்றத்து,PERSON,with relatives/family
அண்ணலை,PERSON,noble lord (Āthisēdan)
வணங்கி,O,verb meaning worshipping
நல்,O,adjective meaning good/fine
அடி,PERSON,foot
ஏத்தி,O,verb meaning praising
நிற்,O,pronoun meaning you (accusative)
ப்பரவுதும்,O,verb meaning we pray
எல்லேம்,PERSON,all of us
பிரியற்க,O,negative verb meaning may not part
எம்,O,pronoun meaning our
சுற்றமொடு,PERSON,with relatives
ஒருங்கே,O,adverb with expletive meaning together
