Word,Entity,Explanation
வைகினை,O,verb meaning you stayed/you were
வையை,WATERBODY,Vaiyai
உடைந்த,O,past participle meaning broken
மடை,STRUCTURE,sluice
அடைத்தக்கண்ணும்,O,verbal noun meaning after blocking
பின்னும்,O,adverb meaning again/still
மலிரும்,O,verb meaning trickling/leaking
பிசிர்,O,noun meaning drops of water
போல,O,comparative particle meaning like
இன்னும்,O,adverb meaning still
அனற்றினை,O,noun meaning sorrow/pain
துன்பு,O,noun meaning sorrow
அவிய,O,verb meaning to cease/to end
நீ,PERSON,you
அடைந்தக்கண்ணும்,O,verbal noun meaning even though you stayed
பனித்துப்,NATURE,with cold/tears
பனி,NATURE,dew/tears
வாரும்,O,verb meaning coming/falling
கண்ணவர்,PERSON,those with eyes
நெஞ்சம்,O,noun meaning heart/mind
கனற்றுபு,O,verb meaning burning/in sorrow
காத்தி,O,verb meaning you avoid/you protect
வரவு,O,noun meaning coming/arrival
poem7,,
திரை,WATERBODY,wave
இரும்,O,adjective meaning dark/huge
பனிப்,NATURE,cold
பௌவம்,WATERBODY,ocean
செவ்விதா,O,adverb meaning perfectly/beautifully
அற,O,adverb meaning completely/totally
முகந்து,O,verb meaning absorbing/taking
உர,O,adjective meaning strong/powerful
உரும்,NATURE,thunder
உடன்று,O,verb meaning being angry
ஆர்ப்ப,O,verb meaning roaring
ஊர்,PLACE,town
பொறை,O,noun meaning burden/weight
கொள்ளாது,O,negative verb meaning not bearing/unable
கரை,STRUCTURE,shore/bank
உடை,O,adjective meaning broken
குளமென,WATERBODY,as a tank/pond
கழன்று,O,verb meaning loosening/breaking
வான்,NATURE,sky/cloud
வயிறு,O,noun meaning stomach
அழிபு,O,verb meaning breaking/tearing
வரை,MOUNTAIN,mountain
வரை,MOUNTAIN,mountain
தொடுத்த,O,past participle meaning connected/linked
வயங்கு,O,adjective meaning bright/splendid
வெள்,O,adjective meaning white
அருவி,WATERBALL,waterfall
இரவு,NATURE,night
இருள்,NATURE,darkness
பகலாக,NATURE,as day
இடம்,PLACE,place/space
அரிது,O,adjective meaning difficult
செலவு,O,noun meaning going/flowing
என்னாது,O,negative verb meaning not considering
வலன்,O,noun meaning right side/victory
இரங்கு,O,verb meaning roaring/sounding
முரசின்,OBJECT,of the drum
தென்னவர்,PERSON,Pāndiyan king
உள்ளிய,O,past participle meaning desired/wished
நிலன்,PLACE,land
உற,O,adverb meaning reaching/touching
நிமிர்,O,adjective meaning rising/straight
தானை,WARRIOR,army
நெடு,O,adjective meaning long
நிரை,O,noun meaning row/line
நிவப்பு,O,noun meaning rising/height
அன்ன,O,adjective meaning like/resembling
பெயலான்,NATURE,by the rain
பொலிந்து,O,verb meaning flourishing
பெரும்,O,adjective meaning great/large
புனல்,WATERBODY,water/flood
பல,O,adjective meaning many
நந்த,O,verb meaning to flourish/to increase
நலன்,O,noun meaning goodness/prosperity
நந்த,O,verb meaning to flourish/to increase
நாடு,PLACE,country
அணி,O,noun meaning beauty
நந்த,O,verb meaning to flourish/to increase
புலன்,O,noun meaning fields/land
நந்த,O,verb meaning to flourish/to increase
வந்தன்று,O,verb meaning came
வையைப்,WATERBODY,Vaiyai
புனல்,WATERBODY,water/flood
நளி,O,adjective meaning dense/thick
இருஞ்,O,adjective meaning dark/huge
சோலை,FOREST,grove/forest
நரந்தம்,PLANT,narantham grass (fragrant grass)
தாஅய்,O,verb meaning spread (with expletive)
ஒளிர்,O,adjective meaning bright/shining
சினை,PLANT,branch
வேங்கை,PLANT,vengai tree (kino tree)
விரிந்த,O,past participle meaning open
இணர்,FLOWER,flower cluster
உதிரலொடு,O,noun meaning with falling
துளியின்,NATURE,by the rain/drops
உழந்த,O,past participle meaning suffering/hurting
தோய்வு,O,noun meaning soaking
அருஞ்,O,adjective meaning difficult/harsh
சிமைதொறும்,MOUNTAIN,in all the mountain peaks
வளி,NATURE,wind
வாங்கு,O,adjective meaning bent/curved
சினைய,PLANT,with branches
மா,O,adjective meaning great/tall
மரம்,PLANT,tree
வேர்,PLANT,root
கீண்டு,O,verb meaning uprooting
உயர்ந்துழி,MOUNTAIN,from the high places/mountains
உள்ளன,O,pronoun meaning those things/things there
பயம்பிடை,PLACE,in the valleys
ப்பரப்பி,O,verb meaning spreading
உழவர்,PROFESSION, farmers
களி,O,noun meaning happiness/joy
தூங்க,O,verb meaning to celebrate
முழவு,OBJECT,mulavu drum
பணை,OBJECT,panai drum
முரல,O,verb meaning to sound/to roar
ஆடல்,O,noun meaning dance
அறியா,O,negative adjective meaning not knowing
அரிவை,PERSON,young woman
போலவும்,O,comparative particle meaning like
ஊடல்,O,noun meaning sulking/quarreling
அறியா,O,negative adjective meaning not knowing
உவகையள்,PERSON,happy woman
போலவும்,O,comparative particle meaning like
வேண்டுவழி,O,adverb meaning wherever desired
நடந்து,O,verb meaning walking/flowing
தாங்கு,O,verb meaning containing/restraining
தடை,STRUCTURE,bank/obstruction
பொருது,O,verb meaning attacking/fighting
விதி,O,noun meaning rule/order
ஆற்றான்,O,adverb meaning according to the way
ஆக்கிய,O,past participle meaning created/made
மெய்க்,PERSON,body
கலவை,O,noun meaning mixture/paste
போல,O,comparative particle meaning like
பொது,O,adjective meaning common/general
நாற்றம்,O,noun meaning fragrance
உள்,O,postposition meaning inside
உள்,O,postposition meaning inside
கரந்து,O,verb meaning hiding/containing
புது,O,adjective meaning new
நாற்றம்,O,noun meaning fragrance
செய்கின்றே,O,verb meaning doing/making
செம்பூம்,O,adjective meaning red and beautiful
புனல்,WATERBODY,water
கவிழ்ந்த,O,past participle meaning leaping/rushing
புனலின்,WATERBODY,by the water
கயம்,WATERBODY,pond/stream
தண்,O,adjective meaning cool
கழுநீர்,FLOWER,water lily
அவிழ்ந்த,O,past participle meaning bloomed
மலர்,FLOWER,flower
மீது,O,postposition meaning on/upon
உற்றென,O,verb meaning happened/occurred
ஒரு,O,adjective meaning one
சார்,PLACE,side
மாதர்,PERSON,young women/girls
மடநல்லார்,PERSON,delicate/naive women
மணலின்,PLACE,on the sand
எழுதிய,O,past participle meaning drew/made
பாவை,OBJECT,doll
சிதைத்தது,O,past participle meaning ruined
என,O,quotative particle meaning thus
அழ,O,verb meaning to cry
ஒரு,O,adjective meaning one
சார்,PLACE,side
அக,O,adjective meaning inner/inside
வயல்,FIELD,field
இள,O,adjective meaning young/tender
நெல்,FOOD,paddy/rice
அரிகால்,FOOD,cut and stacked paddy stubble
சூடு,O,noun meaning stack/heap
தொகு,O,adjective meaning collected/gathered
புனல்,WATERBODY,water/flood
பரந்தென,O,verb meaning spread/flooded
த்,O,link consonant
துடி,OBJECT,thudi drum
பட,O,verb meaning to sound/to beat
ஒரு,O,adjective meaning one
சார்,PLACE,side
ஓதம்,WATERBODY,flood/tide
சுற்றியது,O,verb meaning surrounded
ஊர்,PLACE,town
என,O,quotative particle meaning thus
ஒரு,O,adjective meaning one
சார்,PLACE,side
கார்,NATURE,rain cloud
தூம்பு,O,noun meaning small hole
அற்றது,O,verb meaning broke/shattered
வான்,NATURE,sky/cloud
என,O,quotative particle meaning thus
ஒரு,O,adjective meaning one
சார்,PLACE,side
பாடுவார்,PROFESSION,bards/singers
பாக்கம்,PLACE,village
கொண்டென,O,verb meaning surrounded/took
ஆடுவார்,PROFESSION,dancers
சேரி,PLACE,street/village
அடைந்தென,O,verb meaning reached
கழனி,FIELD,field/canal
வந்து,O,verb meaning coming
கால்,WATERBODY,canal/water channel
கோத்தென,O,verb meaning flooded/entered
பழன,WATERBODY,pond/lake
வாளை,FISH,vālai fish (scabbard fish)
பாளை,PLANT,spathe (of palm tree)
உண்டென,O,verb meaning ate/nibbled
வித்து,O,verb meaning seed/sowing
இடு,O,past participle meaning placed/sown
புலம்,FIELD,field
மேடு,PLACE,sand dune/mound
ஆயிற்றென,O,verb meaning became
உணர்த்த,O,verb meaning to cause to understand
உணரா,O,negative adjective meaning not understanding
ஒள்ளிழை,PERSON,woman with bright jewels
மாதரை,PERSON,women
ப்புணர்த்திய,O,past participle meaning caused to unite
இச்சத்துப்,O,noun meaning desire/passion
பெருக்கத்தின்,O,noun meaning like a flood (with comparison)
துனைந்து,O,verb meaning rapidly
சினை,O,noun meaning branch/pregnancy
வளர்,O,verb meaning growing
வாளையின்,FISH,like the vālai fish
கிளையொடு,O,noun meaning with relatives
கெழீஇ,O,verb meaning together/with (with expletive)
பழன,WATERBODY,field/pond
உழவர்,PROFESSION,farmers
பாய்,O,adjective meaning flowing/rushing
புனல்,WATERBODY,water/flood
பரத்தந்து,O,verb meaning spread/overflowed
இறுவரை,MOUNTAIN,crumbling lower parts of mountain
புரையுமாறு,O,verb meaning like resembling
இரு,O,adjective meaning two
கரை,STRUCTURE,banks
ஏமத்து,O,noun meaning within protection/boundaries
வரை,MOUNTAIN,mountain peak
புரை,O,comparative particle meaning like
உருவின்,O,noun meaning with shape/form
நுரை,WATERBODY,foam
பல,O,adjective meaning many
சுமந்து,O,verb meaning carrying
பூ,FLOWER,flower
வேய்ந்து,O,verb meaning decorated
பொழில்,FOREST,grove
பரந்து,O,verb meaning spreading
துனைந்து,O,verb meaning rapidly
ஆடுவார்,PERSON,those who play/bathe
ஆய்,O,adjective meaning chosen/beautiful
கோதையர்,PERSON,women with garlands
அலர்,FLOWER,blossom/flower
தண்,O,adjective meaning cool
தாரவர்,PERSON,those wearing cool garlands
காதில்,PERSON,on the ears
தளிர்,PLANT,sprout/tender leaf
செரீஇ,O,verb meaning placing (with expletive)
கண்ணி,OBJECT,garland/head strand
பறித்து,O,verb meaning seizing/plucking
கை,OBJECT,bangles
வளை,OBJECT,bangles
ஆழி,OBJECT,ring
தொய்யகம்,OBJECT,head ornament
புனை,O,adjective meaning beautiful/worn
துகில்,CLOTHING,cloth/garment
மேகலை,OBJECT,waist ornament
காஞ்சி,OBJECT,hip ornament
வாகுவலயம்,OBJECT,arm ornament/armlet
எல்லம்,O,pronoun meaning all these
கவரும்,O,verb meaning seizing/taking
இயல்பிற்றாய்,O,noun meaning having the nature
தென்னவன்,PERSON,Pāndiyan king
ஒன்னார்,PERSON,enemies
உடை,O,adjective meaning having/possessing
புலம்,PLACE,land/country
புக்கற்றால்,O,verb meaning like entering
மாறு,O,verb meaning killing/defeating
அட்ட,O,past participle meaning killed/destroyed
தானையான்,WARRIOR,with army
வையை,WATERBODY,Vaiyai
வனப்பு,O,noun meaning beauty
புரிந்த,O,adjective meaning esteemed/desired
தகையினான்,PERSON,by the esteemed man (Pāndiyan king)
யாறு,WATERBODY,river
ஆடுவாருள்,PERSON,among those who play/bathe
துரந்து,O,verb meaning squirting
புனல்,WATERBODY,water
தூவ,O,verb meaning to spray/to sprinkle
தூ,O,adjective meaning pure
மலர்க்,FLOWER,flower
கண்கள்,PERSON,eyes
அமைந்தன,O,verb meaning were calm/accepting
ஆங்கண்,O,adverb meaning there
அவருள்,PERSON,among them
ஒருத்தி,PERSON,one woman
கை,PERSON,hand
புதைஇய,O,past participle meaning covering (with expletive)
அவளை,PERSON,her (accusative)
ஏக்கழுத்து,O,adverb meaning arrogantly/proudly
நாணான்,OBJECT,with string/gold chain
கரும்பின்,PLANT,with sugarcane patterns (thoyyil)
அணை,OBJECT,pillow-like
மென்தோள்,PERSON,delicate shoulders/arms
போக்கி,O,verb meaning hugging/embracing
ச்சிறைப்,PERSON,as captive
பிடித்தாள்,O,verb meaning she captured
ஓர்,O,adjective meaning one
பொன்னங்கொம்பு,PERSON,woman like a golden vine
பரிந்து,O,verb meaning feeling sorry
அவளைக்,PERSON,her (accusative)
கைப்,PERSON,hand/embrace
பிணை,O,noun meaning bond/captivity
நீக்குவான்,O,verb meaning to release
பாய்வாள்,O,verb meaning she dived
இரும்பு,OBJECT,iron
ஈர்,O,adjective meaning tiny/green
வடி,FRUIT,tiny mango
ஒத்து,O,verb meaning resembling
மை,OBJECT,kohl
விளங்கும்,O,verb meaning shining/bright
கண்,PERSON,eye
ஒளியால்,NATURE,by brightness
செம்மைப்,O,adjective meaning red
புதுப்,O,adjective meaning new
புனல்,WATERBODY,water
சென்று,O,verb meaning going
இருள்,NATURE,darkness
ஆயிற்றே,O,verb with expletive meaning became
வையைப்,WATERBODY,Vaiyai's
பெருக்கு,O,noun meaning flood
வடிவு,O,noun meaning beauty/form
விரும்பிய,O,past participle meaning desired
ஈரணி,CLOTHING,wet clothes/clothes for bathing
மெய்,PERSON,body
ஈரம்,O,noun meaning wetness
தீர,O,verb meaning to end
சுரும்பு,INSECT,bee
ஆர்க்கும்,O,verb meaning swarming/humming
சூர்,O,adjective meaning strong/potent
நறா,FOOD,liquor/alcohol
ஏந்தினாள்,O,verb meaning she lifted/drank
கண்,PERSON,eye
நெய்தல்,FLOWER,water lily/neytal flower
பேர்,O,adjective meaning great
மகிழ்,O,noun meaning happiness
செய்யும்,O,verb meaning giving/causing
பெரு,O,adjective meaning great/large
நறா,FLOWER,naravam flower
ப்பேணியவே,O,verb meaning resembled (as comparison)
கூர்,O,adjective meaning sharp/strong
நறா,FOOD,liquor/alcohol
ஆர்ந்தவள்,PERSON,woman who drank
கண்,PERSON,eye
கண்,PERSON,eye
இயல்,O,noun meaning nature
கண்டு,O,verb meaning seeing
ஏத்தி,O,verb meaning praising
காரிகை,O,noun meaning beautiful looks
நீர்,WATERBODY,water
நோக்கினைப்,PERSON,you with looks
பாண்,PROFESSION,bard
ஆதரித்துப்,O,verb meaning desiring/loving
பல,O,adjective meaning many
பாட,O,verb meaning to sing
அப்,O,pronoun meaning those
பாட்டுப்,O,noun meaning song
பேணாது,O,negative verb meaning not desiring/confused
ஒருத்தி,PERSON,one woman
பேதுற,O,verb meaning to be sad/confused
ஆயிடை,O,adverb meaning there
என்னை,O,interrogative pronoun meaning what
வருவது,O,verbal noun meaning will happen
எனக்கு,O,pronoun meaning to me
என்று,O,quotative particle meaning thus
இனையா,O,verb meaning he was sad/thought
நன்,O,adjective meaning good
ஞெமர்,O,adjective meaning wide/broad
மார்பன்,PERSON,man with chest
நடுக்குற,O,verb meaning to tremble
நண்ணி,O,verb meaning approaching
சிகை,O,noun meaning anger/rage
கிடந்த,O,past participle meaning left over/remaining
ஊடலின்,O,noun meaning because of sulking
செங்கண்,PERSON,red eyes
சேப்பு,O,noun meaning redness
ஊர,O,verb meaning to spread
வகை,O,noun meaning group/team
தொடர்ந்த,O,past participle meaning having/following
ஆடலுள்,O,noun meaning among those bathing
நல்லவர்,PERSON,good women/women
தம்முள்,O,pronoun meaning among themselves
பகை,O,noun meaning enmity/anger
தொடர்ந்து,O,verb meaning following/having
கோதை,OBJECT,garland
பரியூஉ,O,verb meaning breaking/tearing (with expletive)
நனி,O,adverb meaning greatly
வெகுண்டு,O,verb meaning being enraged
யாறு,WATERBODY,river
ஆடு,O,verb meaning playing/bathing
மேனி,PERSON,body
அணி,O,noun meaning beauty/decoration
கண்ட,O,past participle meaning seeing
தன்,O,pronoun meaning her/his
அன்பன்,PERSON,lover/husband
சேறு,OBJECT,sandal paste
ஆடு,O,adjective meaning smeared
மேனி,PERSON,body
திருநிலத்து,PLACE,on the beautiful land
உய்ப்ப,O,verb meaning placing
சிரம்,PERSON,head
மிதித்து,O,verb meaning kicking
தீர்வு,O,noun meaning end/removal
இலதாக,O,negative adjectival phrase meaning not removing
செருவுற்றாள்,O,verb meaning she was in rage
செம்,O,adjective meaning red
புனல்,WATERBODY,water
ஊருடன்,PLACE,with the town/people
ஆடுங்கடை,O,verbal noun meaning while playing/bathing
poem8,,
மண்மிசை,PLACE,on the land
அவிழ்,O,adjective meaning blooming/open
துழாய்,PLANT,holy basil (Ocimum sanctum)
மலர்தரு,O,verb meaning blooming/abundant
செல்வத்துப்,PERSON,with great wealth (Thirumāl)
புள்மிசைக்,BIRD,on the bird
கொடியோனும்,PERSON,one with flag (Thirumāl)
புங்கவம்,ANIMAL,bull
ஊர்வோனும்,PERSON,one who rides (Sivan)
மலர்மிசை,FLOWER,on the lotus
முதல்வனும்,DEITY,Brahman (primal lord)
மற்று,O,adverb meaning then/also
அவனிடை,O,pronoun meaning from him
த்தோன்றி,O,verb meaning appearing
உலகு,PLACE,world
இருள்,NATURE,darkness
அகற்றிய,O,past participle meaning removed/dispelled
பதின்மரும்,DEITY,the twelve Āthityas
இருவரும்,DEITY,the two Aswin twins
மருந்து,O,noun meaning medicine/healing
உரை,O,verb meaning said/called
இருவரும்,DEITY,the two (Aswin twins)
திருந்து,O,adjective meaning perfect
நூல்,O,noun meaning learning/Vedas
எண்மரும்,DEITY,the eight Vasus
ஆதிரை,STAR,Āthirai star
முதல்வனின்,PERSON,from the lord (Sivan)
கிளந்த,O,past participle meaning said/spoken
நாதர்,DEITY,the lords/Rudras
பன்னொருவரும்,O,numeral meaning eleven
நன்,O,adjective meaning good
திசை,NATURE,directions
காப்போரும்,DEITY,guardian deities
யாவரும்,PERSON,everyone/all
பிறரும்,PERSON,others
அமரரும்,DEITY,celestials/gods
அவுணரும்,MYTH,asuras/demons
மேவரு,O,adjective meaning desirable/fitting
முதுமொழி,O,noun meaning ancient words/Vedas
விழுத்,O,adjective meaning great
தவ,O,noun meaning penance/austerity
முதல்வரும்,PERSON,great sages/primal ones
பற்றாகின்று,O,verb meaning staying/being place
நின்,O,pronoun meaning your
காரணமாக,O,adverb meaning because of/due to
பரங்குன்று,MOUNTAIN,Thirupparankundram
இமயக்,MOUNTAIN,Himalayan
குன்றம்,MOUNTAIN,mountain
நிகர்க்கும்,O,verb meaning resembles
இமயக்,MOUNTAIN,Himalayan
குன்றினில்,MOUNTAIN,in the mountain
சிறந்து,O,verb meaning excelling/being best
நின்,O,pronoun meaning your
ஈன்ற,O,past participle meaning gave birth to
நிரை,O,noun meaning row/line
இதழ்த்,FLOWER,petal (of lotus)
தாமரை,FLOWER,lotus
மின்,NATURE,lightning
ஈன்ற,O,past participle meaning gave birth to/produced
விளங்கு,O,adjective meaning bright
இணர்,FLOWER,cluster
ஊழா,O,negative adjective meaning not falling
ஒருநிலைப்,O,adjective meaning stable/always
பொய்கையோடு,WATERBODY,with the pond (Saravana poykai)
ஒக்கும்,O,verb meaning resembles
நின்,O,pronoun meaning your
குன்றின்,MOUNTAIN,in the mountain
அருவி,WATERBALL,waterfall
தாழ்,O,verb meaning flowing/staying
மாலைச்,O,noun meaning full/abundant
சுனை,WATERBODY,spring/pond
முதல்வ,PERSON,O first lord
நின்,O,pronoun meaning your
யானை,ANIMAL,elephant
முழக்கம்,O,noun meaning sound/trumpeting
கேட்ட,O,past participle meaning heard
கதியிற்றே,O,noun meaning nature/state (with expletive)
காரின்,NATURE,of the rain cloud/monsoon
குரல்,O,noun meaning sound/roar
குரல்,O,noun meaning sound
கேட்ட,O,past participle meaning heard
கோழி,BIRD,rooster/cock
குன்று,MOUNTAIN,mountain/hill
அதிர,O,verb meaning to tremble
க்கூவ,O,verb meaning to crow
மத,O,noun meaning rut/musth
நனி,O,adverb meaning greatly
வாரணம்,ANIMAL,elephant
மாறு,O,adverb meaning again and again
மாறு,O,adverb meaning again and again
அதிர்ப்ப,O,verb meaning to sound/trumpet
எதிர்குதிர்,O,noun meaning echo/reverberation
ஆகின்று,O,verb meaning becoming/happening
அதிர்ப்பு,O,noun meaning sound/echo
மலை,MOUNTAIN,mountain
முழை,MOUNTAIN,cave
ஏழ்புழை,OBJECT,seven holes (flute)
ஐம்புழை,OBJECT,five holes (flute)
யாழ்,OBJECT,yāzh (musical instrument)
இசை,O,noun meaning music
கேழ்த்து,O,adjective meaning like colors
அன்ன,O,adjective meaning like/resembling
இனம்,O,noun meaning swarm/group
வீழ்,O,verb meaning desiring
தும்பி,INSECT,bee/dragonfly
வண்டொடு,INSECT,with bees
மிஞிறு,INSECT,a kind of bee
ஆர்ப்ப,O,verb meaning humming/sounding
சுனை,WATERBODY,spring/pond
மலர,O,verb meaning to bloom
கொன்றை,FLOWER,laburnum flower
கொடி,PLANT, vine
இணர்,FLOWER,cluster
ஊழ்ப்ப,O,verb meaning blooming like vines
கொடி,PLANT,vine
மலர்,FLOWER,flower
மன்றல,O,adjective meaning with fragrance
மலர,O,verb meaning to bloom
மலர்,FLOWER,flower
காந்தள்,FLOWER,glory lily flower
வாய்,O,noun meaning mouth/opening
நாற,O,verb meaning to be fragrant
நன்று,O,adverb meaning well/good
அவிழ்,O,verb meaning blooming
பல்,O,adjective meaning many
மலர்,FLOWER,flower
நாற,O,verb meaning to be fragrant
நறை,FOOD,honey/sweetness
பனிப்ப,O,verb meaning to drip
தென்றல்,NATURE,southern breeze
அசைவரூஉம்,O,verb meaning moving (with expletive)
செம்மற்றே,O,noun with expletive meaning splendid nature
அம்ம,O,interjection (expletive)
நின்,O,pronoun meaning your
குன்றத்தால்,MOUNTAIN,from the mountain/passage
கூடல்,PLACE,Koodal/Madurai
வரவு,O,noun meaning coming/path
குன்றம்,MOUNTAIN,mountain
உடைத்த,O,past participle meaning broke
ஒளிர்,O,adjective meaning bright/shining
வேலோய்,PERSON,O lord with spear
கூடல்,PLACE,Koodal/Madurai
மன்றல்,O,noun meaning fragrance
கலந்த,O,past participle meaning mixed
மணி,OBJECT,beautiful/gem-like
முரசின்,OBJECT,of the drum
ஆர்ப்பு,O,noun meaning roar/sound
எழ,O,verb meaning to rise
காலொடு,NATURE,with wind
மயங்கிய,O,past participle meaning mixed
கலிழ்,O,adjective meaning muddied
கடலென,WATERBODY,like the ocean
மால்,O,adjective meaning dark/great
கடல்,WATERBODY,ocean
குடிக்கும்,O,verb meaning drinking
மழைக்,NATURE,rain cloud's
குரலென,O,noun meaning like the sound/roar
ஏறு,NATURE,thunder
அதிர்க்கும்,O,verb meaning roaring
இந்திரன்,DEITY,Indiran
இரும்,O,adjective meaning great/loud
உருமென,NATURE,like thunder
மன்றல்,O,noun meaning drum (by metonymy)
அதிர,O,verb meaning to roar
அதிர,O,verb meaning to roar
மாறு,O,adverb meaning again and again
மாறு,O,adverb meaning again and again
அதிர்க்கும்,O,verb meaning roaring
நின்,O,pronoun meaning your
குன்றம்,MOUNTAIN,mountain
குமுறிய,O,past participle meaning rumbling/sounding
உரை,O,noun meaning sound/fame
தூது,MESSENGER,messenger
ஏய,O,past participle meaning sent
வண்டின்,INSECT,of bees
தொழுதி,O,noun meaning swarm
முரல்வு,O,noun meaning humming/music
அவர்,PERSON,their
காதல்,O,noun meaning love
மூதூர்,PLACE,ancient town
மதில்,STRUCTURE,wall
கம்பலைத்தன்று,O,verb meaning created loud noises
வடு,FRUIT,split tender green mango
வகிர்,O,adjective meaning split
வென்ற,O,past participle meaning victorious
கண்,PERSON,eye
மாந்தளிர்,PLANT,tender mango sprout
மேனி,PERSON,body/complexion
நெடு,O,adjective meaning long
மென்,O,adjective meaning delicate
பணைத்தோள்,PERSON,bamboo-like arms
குறுந்தொடி,OBJECT,small bangles
மகளிர்,PERSON,women
ஆராக்,O,negative adjective meaning unfulfilled
காமம்,O,noun meaning love/desire
ஆர்,O,adjective meaning beautiful
பொழிற்,FOREST,in the woods/grove
பாயல்,O,noun meaning bed/flower bed
வரையகத்து,MOUNTAIN,on the mountain slopes
இயைக்கும்,O,verb meaning uniting
வரையா,O,negative adjective meaning endless
நுகர்ச்சி,O,noun meaning enjoyment
முடியா,O,negative adjective meaning endless
நுகர்ச்சி,O,noun meaning enjoyment
முற்றாக்,O,negative adjective meaning not mature/young
காதல்,O,noun meaning love
அடியோர்,PERSON,women who unite
மைந்தர்,PERSON,men/husbands
அகலத்து,PERSON,on the chests
அகலா,O,negative verb meaning not leaving
அலர்,FLOWER,flower
ஞெமல்,O,noun meaning swimming/floating
மகன்றில்,BIRD,makandril bird (a kind of water bird)
நன்னர்ப்,O,adjective meaning lovely/good
புணர்ச்சி,O,noun meaning union
புலரா,O,negative adjective meaning not drying/not ending
மகிழ்,O,noun meaning happiness
மறப்பு,O,noun meaning forgetting
அறியாது,O,negative verb meaning not knowing
நல்கும்,O,verb meaning giving/bestowing
சிறப்பிற்றே,O,noun with expletive meaning it is great
தண்,O,adjective meaning cool
பரங்குன்று,MOUNTAIN,Thirupparankundram
இனி,O,adverb meaning now
மன்னும்,O,adverb meaning greatly/abundantly
ஏதிலர்,PERSON,other women/strangers
நாறுதி,O,verb meaning you smell
ஆண்டு,O,adverb meaning there
பனி,NATURE,dew/moisture
மலர்க்,FLOWER,flower-like
கண்ணாரோடு,PERSON,with women with flower-like eyes
ஆட,O,verb meaning to play/to unite
நகை,O,noun meaning smile/brightness
மலர்,FLOWER,flower
மாலைக்கு,NATURE,for the evening
மாலை,NATURE,evening
வரூஉம்,O,verb meaning occurs/comes (with expletive)
வரை,MOUNTAIN,mountain (Thirupparankundram)
சூள்,O,noun meaning oath/vow
நில்,O,verb meaning avoid/do not
காலை,NATURE,morning
ப்போய்,O,verb meaning going
மாலை,NATURE,evening
வரவு,O,noun meaning arrival/coming
இனி,O,adverb meaning now
மணல்,PLACE,sand
வையை,WATERBODY,Vaiyai
இரும்,O,adjective meaning great/large
பொழிலும்,FOREST,grove/forest
குன்றப்,MOUNTAIN,mountain's
பனி,NATURE,dew
பொழி,O,verb meaning showering
சாரலும்,MOUNTAIN,mountain slopes
பார்ப்பாரும்,PROFESSION,Brahmins
துனியல்,O,verb meaning do not be angry
மலருண்கண்,PERSON,O one with kohl-rimmed flower-like eyes
சொல்,O,noun meaning word/speech
வேறு,O,adjective meaning different
நாற்றம்,O,noun meaning fragrance/odor
கனியின்,FRUIT,from fruits
மலரின்,FLOWER,from flowers
மலிர்,O,adjective meaning abundant/filled
கால்,NATURE,wind
சீப்பு,O,noun meaning continuously blowing
இன்னது,O,pronoun meaning this/this is it
துனியல்,O,verb meaning do not be angry
நனி,O,adverb meaning greatly/very
நீ,PERSON,you
நின்,O,pronoun meaning your
சூள்,O,noun meaning oath/vow
என்,O,pronoun meaning my
பாணி,O,noun meaning time/manner
நில்,O,verb meaning wait
நில்,O,verb meaning wait
எலாஅ,O,interjection meaning hey (addressing)
பாணி,O,noun meaning time/manner
நீ,PERSON,you
நின்,O,pronoun meaning your
சூள்,O,noun meaning oath/vow
சான்றாளர்,PERSON,great/parents
ஈன்ற,O,past participle meaning gave birth to
தகாஅத்,O,negative adjective meaning unfit/not good
தகாஅ,O,negative adjective meaning unfit/not good
மகாஅன்,PERSON,son (with expletive)
ஈன்றாட்கு,PERSON,to the woman who gave birth/mother
ஒரு,O,adjective meaning one/only
பெண்,PERSON,daughter/girl
இவள்,PERSON,this woman/she
இருள்,NATURE,darkness
மை,OBJECT,kohl
ஈர்,O,adjective meaning moist
உண்கண்,PERSON,kohl-rimmed eyes
இலங்கு,O,adjective meaning bright/shining
இழை,OBJECT,jewels
ஈன்றாட்கு,PERSON,to the woman who gave birth/mother
அரியளோ,PERSON,is she precious/not a burden
ஆவது,O,verbal noun meaning what will happen
அறிந்திலேன்,O,verb meaning I did not know
ஈதா,O,interjection meaning look here/listen
வருபுனல்,WATERBODY,flowing water
வையை,WATERBODY,Vaiyai
மணல்,PLACE,sand
தொட்டேன்,O,verb meaning I touch/I swear
தருமணவேள்,PERSON,Murukan (who gives wedding bliss)
தண்,O,adjective meaning cool
பரங்குன்றத்து,MOUNTAIN,of Thirupparankundram
அடி,PERSON,foot
தொட்டேன்,O,verb meaning I touch/I swear
என்பாய்,O,verb meaning you say
கேளிர்,PERSON,relatives/friends
மணலின்,PLACE,than sand
கெழுவும்,O,verb meaning showing closeness/respect
இதுவோ,O,interrogative meaning is this
ஏழ்,O,numeral meaning seven
உலகும்,PLACE,worlds
ஆளி,O,verb meaning ruling
திரு,O,adjective meaning sacred/beautiful
வரை,MOUNTAIN,mountain
மேல்,O,postposition meaning on/upon
அன்பு,O,noun meaning love/respect
அளிதோ,O,predicate meaning pitiable
என்னை,O,pronoun meaning me (accusative)
அருளி,O,verb meaning being kind
